"Date";"Doses du vaccin COVID-19 reçues (cumulatif)";"Doses du vaccin COVID-19 administrées (cumulatif)"
2022-03-13;23074695;18528908
2022-03-12;23074695;18524708
2022-03-11;23074695;18514636
2022-03-10;23074695;18505948
2022-03-09;23074695;18497867
2022-03-08;23074695;18491163
2022-03-07;23074695;18486170
