Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;14;226;168,3;11064;8241,6;0;;480;357,6
Anjou;6;62;144,9;3677;8591,9;0;;78;182,3
Baie D'urfé;0;< 5;n.p.;97;2537,3;0;;< 5;n.p.
Beaconsfield;-1;16;* 82,8;524;2711,7;0;;21;* 108,7
Côte-des-Neiges–Notre-Dame-de-Grâce;6;201;120,7;12397;7444,8;0;;369;221,6
Côte-Saint-Luc;< 5;40;123,3;2908;8962;0;;119;366,7
Dollard-des-Ormeaux;5;42;85,9;2934;6000,1;0;;125;255,6
Dorval;0;12;* 63,2;849;4473,1;0;;68;358,3
Hampstead;0;13;* 186,4;425;6094,9;0;;6;n.p.
Kirkland;< 5;14;* 69,5;803;3984,9;0;;33;* 163,8
Lachine;0;44;98,9;3040;6833,1;0;;170;382,1
LaSalle;< 5;106;137,9;5922;7705,6;0;;242;314,9
L'Île-Bizard–Sainte-Geneviève;< 5;21;* 114;1117;6066,4;0;;76;412,8
Mercier–Hochelaga-Maisonneuve;14;178;130,9;9233;6787,8;0;;446;327,9
Montréal Est;0;9;* 233,8;296;7688,3;0;;9;* 233,8
Montréal-Nord;17;190;225,6;9529;11312,5;0;;336;398,9
Montréal-Ouest;< 5;10;* 198;202;4000;0;;< 5;n.p.
Mont-Royal;< 5;13;* 64,1;1158;5711,2;0;;93;458,7
Outremont;0;11;* 45,9;1301;5431,2;0;;29;* 121,1
Pierrefonds–Roxboro;6;69;99,6;4444;6413;0;;84;121,2
Plateau Mont-Royal;11;123;118,3;5041;4847,1;0;;172;165,4
Pointe-Claire;< 5;21;* 66,9;1123;3578,7;0;;54;172,1
Rivière-des-Prairies–Pointe-aux-Trembles;21;283;265,1;9473;8874,6;0;;314;294,2
Rosemont–La Petite Patrie;14;145;103,9;7422;5317;0;;324;232,1
Sainte-Anne-de-Bellevue;< 5;11;* 221,9;158;3186,8;0;;12;* 242
Saint-Laurent;6;137;138,6;8724;8827,5;0;;155;156,8
Saint-Léonard;17;209;266,9;8173;10437,4;0;;144;183,9
Senneville;< 5;< 5;n.p.;26;* 2823;0;;0;
Sud-Ouest;10;146;186,8;4259;5449,7;0;;206;263,6
Verdun;< 5;45;65;3317;4791,3;0;;198;286
Ville-Marie;10;150;168,2;5260;5898,8;0;;125;140,2
Villeray–Saint-Michel–Parc-Extension;11;228;158,5;11753;8170,1;< 5;n.p.;199;138,3
Westmount;< 5;23;* 113,2;783;3854,9;0;;58;285,5
Territoire à confirmer;-3;70;;2054;;0;;25;
Total à Montréal;182;2872;139;139486;6752,6;< 5;n.p.;4776;231,2
