CIUSSS;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
CIUSSS de l'Ouest-de-l'Île-de-Montréal;27;300;80,2;49215;13154,9;< 5;n.p.;1005;268,6
CIUSSS du Centre-Ouest-de-l'Île-de-Montréal ;19;367;97,3;53520;14191,5;0;;855;226,7
CIUSSS du Centre-Sud-de-l'Île-de-Montréal ;26;287;87,6;41187;12574,6;0;;749;228,7
CIUSSS du Nord-de-l'Île-de-Montréal ;21;306;68;69680;15488;< 5;n.p.;1280;284,5
CIUSSS de l'Est-de-l'Île-de-Montréal ;32;368;68,5;86139;16041,6;< 5;n.p.;1560;290,5
Territoire à confirmer;5;88;0;9519;0;0;0;32;0
Total à Montréal;130;1716;83,1;309260;14971,5;6;n.p.;5481;265,3
