group,1d,2d,3d,pop 2021
0-4,22543,6441,14,428991
5-11,438715,334429,13903,650347
12-17,532403,509579,109205,529446
18-29,1116187,1057607,445031,1216440
30-39,1024008,984332,512612,1118629
40-49,1029441,1005287,650659,1115327
50-59,1081933,1056609,800062,1155183
60-69,1117868,1106099,998976,1168854
70-79,755357,754053,724553,783129
80 plus,401180,401645,390994,425520
Total 5+,7497092,7209640,4645995,8162875
Total,7519635,7216081,4646009,8591866
