group,1d,2d,pop 2021
0-11,548,136,1079338
12-17,507765,466407,529446
18-29,1064928,989595,1216440
30-39,980767,927170,1118629
40-49,1002057,966518,1115327
50-59,1061873,1028266,1155183
60-69,1102784,1087260,1168854
70-79,747692,744862,783129
80 plus,397970,396065,425520
Total 12+,6865836,6606143,7512528
Total,6866384,6606279,8591866
