group,1d,2d,3d,pop 2021
0-4,240,52,5,341718
5-11,373187,4309,5,737620
12-17,520542,475928,2080,529446
18-29,1084047,1014632,66591,1216440
30-39,996311,946934,90163,1118629
40-49,1011546,979205,125222,1115327
50-59,1068333,1036901,207796,1155183
60-69,1107109,1092825,410818,1168854
70-79,749764,747848,460884,783129
80 plus,398818,397937,276501,425520
Total 5+,7309657,6696519,1640060,8250148
Total,7309897,6696571,1640065,8591866
