group,1d,2d,3d,pop 2021
0-4,252,56,6,428991
5-11,402835,84900,28,650347
12-17,524794,483938,4196,529446
18-29,1096961,1027040,245480,1216440
30-39,1008014,957938,316385,1118629
40-49,1019570,987226,444919,1115327
50-59,1074855,1043211,598152,1155183
60-69,1111819,1096920,842473,1168854
70-79,751874,749379,653281,783129
80 plus,399671,398703,351411,425520
Total 5+,7390393,6829255,3456325,8162875
Total,7390645,6829311,3456331,8591866
