date,Regroupement,Croisement,Nom,new_doses_1d,new_doses_2d,new_doses_3d,total_doses_1d,total_doses_2d,total_doses_3d,new_doses,total_doses,perc_1d,perc_2d,cvac_cum_tot_ade_p,per_quo_1_n,per_quo_2_n,per_cum_1_n,per_cum_2_n,vac_quo_tot_m
2020-12-14,Région,RSS06,06 - Montréal,143,0,0,143,0,0,143,143,0.0065663688,0.0,0.0023597888,128.0,0.0,128.0,0.0,
2020-12-15,Région,RSS06,06 - Montréal,360,0,0,503,0,0,360,503,0.0250855808,0.0,0.0057455727,361.0,0.0,489.0,0.0,
2020-12-16,Région,RSS06,06 - Montréal,288,0,0,791,0,0,288,791,0.0404242079,0.0,0.0071306660999999995,299.0,0.0,788.0,0.0,
2020-12-17,Région,RSS06,06 - Montréal,283,0,0,1074,0,0,283,1074,0.055660235599999996,0.0,0.0080540617,297.0,0.0,1085.0,0.0,
2020-12-18,Région,RSS06,06 - Montréal,140,0,0,1214,0,0,140,1214,0.0637142973,0.0,0.0091313566,157.0,0.0,1242.0,0.0,
2020-12-19,Région,RSS06,06 - Montréal,79,0,0,1293,0,0,79,1293,0.0681260763,0.0,0.0096956539,86.0,0.0,1328.0,0.0,
2020-12-20,Région,RSS06,06 - Montréal,80,0,0,1373,0,0,80,1373,0.0726404549,0.0,0.010311251,88.0,0.0,1416.0,0.0,
2020-12-21,Région,RSS06,06 - Montréal,321,0,0,1694,0,0,321,1694,0.0889537774,0.0,0.013953533700000001,318.0,0.0,1734.0,0.0,
2020-12-22,Région,RSS06,06 - Montréal,571,0,0,2265,0,0,571,2265,0.1165017465,0.0,0.022725792,537.0,0.0,2271.0,0.0,
2020-12-23,Région,RSS06,06 - Montréal,476,0,0,2741,0,0,476,2741,0.1410743298,0.0,0.025649878100000002,479.0,0.0,2750.0,0.0,
2020-12-24,Région,RSS06,06 - Montréal,189,0,0,2930,0,0,189,2930,0.1511803817,0.0,0.0270862713,197.0,0.0,2947.0,0.0,
2020-12-25,Région,RSS06,06 - Montréal,0,0,0,2930,0,0,0,2930,0.1517959788,0.0,0.0270862713,12.0,0.0,2959.0,0.0,
2020-12-26,Région,RSS06,06 - Montréal,222,0,0,3152,0,0,222,3152,0.1634923232,0.0,0.0291895613,228.0,0.0,3187.0,0.0,
2020-12-27,Région,RSS06,06 - Montréal,196,0,0,3348,0,0,196,3348,0.1744704711,0.0,0.0302668562,214.0,0.0,3401.0,0.0,
2020-12-28,Région,RSS06,06 - Montréal,587,0,0,3935,0,0,587,3935,0.2065328188,0.0,0.035140332999999996,625.0,0.0,4026.0,0.0,
2020-12-29,Région,RSS06,06 - Montréal,560,0,0,4495,0,0,560,4495,0.2379795694,0.0,0.0385774167,613.0,0.0,4639.0,0.0,
2020-12-30,Région,RSS06,06 - Montréal,564,0,0,5059,0,0,564,5059,0.2690672217,0.0,0.04319439480000001,606.0,0.0,5245.0,0.0,
2020-12-31,Région,RSS06,06 - Montréal,39,0,0,5098,0,0,39,5098,0.2723504061,0.0,0.043348294100000004,64.0,0.0,5309.0,0.0,
2021-01-01,Région,RSS06,06 - Montréal,6,0,0,5104,0,0,6,5104,0.27378679920000004,0.0,0.043450893600000005,28.0,0.0,5337.0,0.0,
2021-01-02,Région,RSS06,06 - Montréal,15,0,0,5119,0,0,15,5119,0.2755822907,0.0,0.0435021933,35.0,0.0,5372.0,0.0,
2021-01-03,Région,RSS06,06 - Montréal,17,0,0,5136,0,0,17,5136,0.2779420795,0.0,0.0435021933,46.0,0.0,5418.0,0.0,
2021-01-04,Région,RSS06,06 - Montréal,577,0,0,5713,0,0,577,5713,0.30851673420000003,0.0,0.052787449199999996,596.0,0.0,6014.0,0.0,
2021-01-05,Région,RSS06,06 - Montréal,1904,0,0,7617,0,0,1904,7617,0.4062940697,0.0001538993,0.0771548334,1906.0,3.0,7920.0,3.0,
2021-01-06,Région,RSS06,06 - Montréal,2735,1,0,10352,1,0,2736,10353,0.5447008121,0.0005129976,0.1077294882,2698.0,7.0,10618.0,10.0,
2021-01-07,Région,RSS06,06 - Montréal,4121,0,0,14473,1,0,4121,14474,0.7454367584,0.0008720959,0.1608760357,3913.0,7.0,14531.0,17.0,
2021-01-08,Région,RSS06,06 - Montréal,3787,1,0,18260,2,0,3788,18262,0.9352971564,0.0014363932,0.20637891949999998,3701.0,11.0,18232.0,28.0,
2021-01-09,Région,RSS06,06 - Montréal,2043,0,0,20303,2,0,2043,20305,1.0390252636,0.0018467912,0.2267449227,2022.0,8.0,20254.0,36.0,
2021-01-10,Région,RSS06,06 - Montréal,1413,1,0,21716,3,0,1414,21719,1.1126404138,0.0020519903,0.24033935809999998,1435.0,4.0,21689.0,40.0,
2021-01-11,Région,RSS06,06 - Montréal,1614,1,0,23330,4,0,1615,23334,1.1970285129,0.0026162876,0.2562935823,1645.0,11.0,23334.0,51.0,
2021-01-12,Région,RSS06,06 - Montréal,1112,2,0,24442,6,0,1114,24448,1.258896019,0.0031805849,0.2622443541,1206.0,11.0,24540.0,62.0,
2021-01-13,Région,RSS06,06 - Montréal,1302,1,0,25744,7,0,1303,25751,1.3309208768,0.003796182,0.26763082850000003,1404.0,12.0,25944.0,74.0,
2021-01-14,Région,RSS06,06 - Montréal,1887,1,0,27631,8,0,1888,27639,1.4333151903,0.0043604793,0.2795323719,1996.0,11.0,27940.0,85.0,
2021-01-15,Région,RSS06,06 - Montréal,1821,1,0,29452,9,0,1822,29461,1.5316055233,0.0051299756,0.2873812347,1916.0,15.0,29856.0,100.0,
2021-01-16,Région,RSS06,06 - Montréal,1142,2,0,30594,11,0,1144,30605,1.5930626313999998,0.005591673399999999,0.29389630370000003,1198.0,9.0,31054.0,109.0,
2021-01-17,Région,RSS06,06 - Montréal,939,1,0,31533,12,0,940,31545,1.6419512991,0.0061559708,0.3000009747,953.0,11.0,32007.0,120.0,
2021-01-18,Région,RSS06,06 - Montréal,1088,5,0,32621,17,0,1093,32638,1.6999200237,0.0077462632,0.3107226238,1130.0,31.0,33137.0,151.0,
2021-01-19,Région,RSS06,06 - Montréal,1324,0,0,33945,17,0,1324,33962,1.7712779847,0.0090287571,0.318879285,1391.0,25.0,34528.0,176.0,
2021-01-20,Région,RSS06,06 - Montréal,1584,2,0,35529,19,0,1586,35548,1.8591031674,0.0098495532,0.3260099511,1712.0,16.0,36240.0,192.0,
2021-01-21,Région,RSS06,06 - Montréal,1951,4,0,37480,23,0,1955,37503,1.9645241665000002,0.0111320471,0.3356543053,2055.0,25.0,38295.0,217.0,
2021-01-22,Région,RSS06,06 - Montréal,2156,3,0,39636,26,0,2159,39662,2.0807694143,0.0119015435,0.3439135661,2266.0,15.0,40561.0,232.0,
2021-01-23,Région,RSS06,06 - Montréal,1247,4,0,40883,30,0,1251,40913,2.1484337928,0.012414541000000001,0.34786364729999997,1319.0,10.0,41880.0,242.0,
2021-01-24,Région,RSS06,06 - Montréal,401,1,0,41284,31,0,402,41315,2.1709543858,0.0131840374,0.34981303799999997,439.0,15.0,42319.0,257.0,
2021-01-25,Région,RSS06,06 - Montréal,625,5,0,41909,36,0,630,41945,2.207531112,0.0150821283,0.35309622240000005,713.0,37.0,43032.0,294.0,
2021-01-26,Région,RSS06,06 - Montréal,769,29,0,42678,65,0,798,42743,2.2515976027,0.0198017059,0.3601755888,859.0,92.0,43891.0,386.0,
2021-01-27,Région,RSS06,06 - Montréal,697,10,0,43375,75,0,707,43450,2.2913549138,0.0238030869,0.3657672622,775.0,78.0,44666.0,464.0,
2021-01-28,Région,RSS06,06 - Montréal,843,34,0,44218,109,0,877,44327,2.3386532891,0.0287791633,0.3740778228,922.0,97.0,45588.0,561.0,
2021-01-29,Région,RSS06,06 - Montréal,211,18,0,44429,127,0,229,44556,2.352350324,0.0325240455,0.37936169770000006,267.0,73.0,45855.0,634.0,
2021-01-30,Région,RSS06,06 - Montréal,30,34,0,44459,161,0,64,44620,2.3552744101,0.0365254265,0.3833117789,57.0,78.0,45912.0,712.0,
2021-01-31,Région,RSS06,06 - Montréal,8,16,0,44467,177,0,24,44644,2.3579419974,0.0393469131,0.386030666,52.0,55.0,45964.0,767.0,
2021-02-01,Région,RSS06,06 - Montréal,21,28,0,44488,205,0,49,44693,2.3616355799,0.043143095,0.3896216489,72.0,74.0,46036.0,841.0,
2021-02-02,Région,RSS06,06 - Montréal,71,65,0,44559,270,0,136,44829,2.3684584475,0.0510432575,0.39782960990000005,133.0,154.0,46169.0,995.0,
2021-02-03,Région,RSS06,06 - Montréal,2226,47,0,46785,317,0,2273,47102,2.4838315993,0.0561732331,0.41275783899999996,2249.0,100.0,48418.0,1095.0,
2021-02-04,Région,RSS06,06 - Montréal,3423,23,0,50208,340,0,3446,50548,2.6616878543,0.0610980097,0.4290198617,3467.0,96.0,51885.0,1191.0,
2021-02-05,Région,RSS06,06 - Montréal,3490,35,0,53698,375,0,3525,54073,2.8420577974000003,0.0655610885,0.4426142971,3516.0,87.0,55401.0,1278.0,
2021-02-06,Région,RSS06,06 - Montréal,1516,15,0,55214,390,0,1531,55604,2.9220854172000004,0.0683312754,0.4511300567,1560.0,54.0,56961.0,1332.0,
2021-02-07,Région,RSS06,06 - Montréal,450,4,0,55664,394,0,454,56058,2.9485560914,0.0696137693,0.4530794474,516.0,25.0,57477.0,1357.0,
2021-02-08,Région,RSS06,06 - Montréal,1174,28,0,56838,422,0,1202,57260,3.0105774967000003,0.0741281478,0.4603640128,1209.0,88.0,58686.0,1445.0,
2021-02-09,Région,RSS06,06 - Montréal,540,19,0,57378,441,0,559,57819,3.0413060508,0.0792068237,0.4661095855,599.0,99.0,59285.0,1544.0,
2021-02-10,Région,RSS06,06 - Montréal,1183,24,0,58561,465,0,1207,59026,3.1043534512,0.0857218927,0.4749844433,1229.0,127.0,60514.0,1671.0,
2021-02-11,Région,RSS06,06 - Montréal,1822,32,0,60383,497,0,1854,60880,3.1986424032,0.0927499593,0.48632168950000004,1838.0,137.0,62352.0,1808.0,
2021-02-12,Région,RSS06,06 - Montréal,1878,22,0,62261,519,0,1900,62780,3.2967788369999997,0.09639224199999999,0.4976076359,1913.0,71.0,64265.0,1879.0,
2021-02-13,Région,RSS06,06 - Montréal,71,8,0,62332,527,0,79,62859,3.3022679109,0.0983416328,0.49991612490000004,107.0,38.0,64372.0,1917.0,
2021-02-14,Région,RSS06,06 - Montréal,53,7,0,62385,534,0,60,62919,3.3070900880000003,0.1001371242,0.5016090168999999,94.0,35.0,64466.0,1952.0,
2021-02-15,Région,RSS06,06 - Montréal,837,16,0,63222,550,0,853,63772,3.3529007704000002,0.104189805,0.5088935822,893.0,79.0,65359.0,2031.0,
2021-02-16,Région,RSS06,06 - Montréal,168,25,0,63390,575,0,193,63965,3.3658283089,0.10834508529999999,0.5136131598,252.0,81.0,65611.0,2112.0,
