,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,3973,1,3947,26,53,0,3912,8,196934.5,2017.42,4.07,26.91,1
02,02 - Saguenay-Lac-Saint-Jean,11029,3,10806,223,271,0,10753,5,277505,3974.34,1.80,97.66,1
03,03 - Capitale-Nationale,32856,0,32503,353,1118,0,31715,23,757803,4335.69,3.03,147.53,4
04,04 - Mauricie et Centre-du-Québec,15231,5,14991,240,526,0,14688,17,523331.5,2910.39,3.24,100.51,0
05,05 - Estrie,14923,1,14406,517,352,0,14561,10,494966.5,3014.95,2.01,71.12,-2
06,06 - Montréal,133322,45,130394,2928,4773,0,128175,374,2072060.5,6434.27,17.99,230.35,29
07,07 - Outaouais,12587,1,12139,448,215,0,12359,13,402744,3125.31,3.21,53.38,4
08,08 - Abitibi-Témiscamingue,1147,1,1114,33,9,0,1137,1,147637,776.91,0.68,6.10,0
09,09 - Côte-Nord,579,0,560,19,4,0,575,0,89700.5,645.48,0.00,4.46,0
10,10 - Nord-du-Québec,110,1,108,2,0,0,109,1,13521.5,813.52,7.42,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2066,1,2046,20,46,0,2018,2,89823,2300.08,2.23,51.21,0
12,12 - Chaudière-Appalaches,19299,1,19018,281,368,0,18926,5,431109.5,4476.59,1.16,85.36,2
13,13 - Laval,31914,22,30086,1828,916,1,30886,112,444658.5,7177.19,25.08,206.00,9
14,14 - Lanaudière,24137,6,23424,713,517,0,23582,38,522367,4620.70,7.24,98.97,4
15,15 - Laurentides,21083,6,20479,604,510,0,20538,35,630238,3345.24,5.52,80.92,1
16,16 - Montérégie,51598,5,49643,1955,1558,0,49941,99,1438226,3587.61,6.86,108.33,13
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00,0
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,506,2,501,5,0,0,497,9,.,.,.,.,3
999,Ensemble du Québec,376530,101,366332,10198,11239,1,364539,752,8565469.5,4395.91,8.75,131.21,69

