Date;Doses du vaccin COVID-19 reçues (cumulatif);Doses du vaccin COVID-19 administrées (cumulatif)
2021-04-12;2633275;2005106
2021-04-11;2429695;1948486
2021-04-10;2429695;1893068
2021-04-09;2429695;1831662
2021-04-08;2358095;1756885
2021-04-07;2358095;1686494
2021-04-06;2358095;1638437
