Date;Nouveaux cas;Cumulatif de cas
2020-11-03;239;43174
2020-11-04;246;43420
2020-11-05;326;43746
2020-11-06;264;44010
2020-11-07;270;44280
2020-11-08;275;44555
2020-11-09;265;44820
2020-11-10;319;45139
2020-11-11;347;45486
2020-11-12;283;45769
2020-11-13;327;46096
2020-11-14;303;46399
2020-11-15;276;46675
2020-11-16;308;46983
2020-11-17;239;47222
2020-11-18;231;47453
2020-11-19;284;47737
2020-11-20;254;47991
2020-11-21;268;48259
2020-11-22;301;48560
2020-11-23;276;48836
2020-11-24;237;49073
2020-11-25;303;49376
2020-11-26;347;49723
2020-11-27;415;50138
2020-11-28;446;50584
2020-11-29;364;50948
2020-11-30;334;51282
2020-12-01;418;51700
2020-12-02;457;52157
2020-12-03;450;52607
2020-12-04;499;53106
2020-12-05;516;53622
2020-12-06;481;54103
2020-12-07;460;54563
2020-12-08;529;55092
2020-12-09;588;55680
2020-12-10;547;56227
2020-12-11;646;56873
2020-12-12;730;57603
2020-12-13;564;58167
2020-12-14;678;58845
2020-12-15;554;59399
2020-12-16;699;60098
2020-12-17;926;61024
2020-12-18;811;61835
2020-12-19;699;62534
2020-12-20;651;63185
2020-12-21;754;63939
2020-12-22;759;64698
2020-12-23;700;65398
2020-12-24;876;66274
2020-12-25;944;67218
2020-12-26;754;67972
2020-12-27;801;68773
2020-12-28;842;69615
2020-12-29;999;70614
2020-12-30;934;71548
2020-12-31;746;72294
2021-01-01;1232;73526
2021-01-02;924;74450
2021-01-03;792;75242
2021-01-04;770;76012
2021-01-05;821;76833
2021-01-06;1093;77926
2021-01-07;1279;79205
2021-01-08;1049;80254
2021-01-09;820;81074
2021-01-10;779;81853
2021-01-11;566;82419
2021-01-12;863;83282
2021-01-13;729;84011
2021-01-14;816;84827
2021-01-15;713;85540
2021-01-16;881;86421
2021-01-17;583;87004
2021-01-18;471;87475
2021-01-19;638;88113
2021-01-20;671;88784
2021-01-21;764;89548
2021-01-22;614;90162
2021-01-23;562;90724
2021-01-24;429;91153
2021-01-25;504;91657
2021-01-26;593;92250
2021-01-27;456;92706
2021-01-28;575;93281
2021-01-29;499;93780
2021-01-30;557;94337
2021-01-31;387;94724
2021-02-01;470;95194
2021-02-02;560;95754
2021-02-03;485;96239
2021-02-04;524;96763
2021-02-05;554;97317
2021-02-06;509;97826
2021-02-07;404;98230
2021-02-08;332;98562
2021-02-09;451;99013
2021-02-10;550;99563
2021-02-11;474;100037
2021-02-12;483;100520
2021-02-13;344;100864
2021-02-14;352;101216
2021-02-15;322;101538
2021-02-16;411;101949
2021-02-17;332;102281
2021-02-18;377;102658
2021-02-19;396;103054
2021-02-20;390;103444
2021-02-21;403;103847
2021-02-22;263;104110
2021-02-23;421;104531
2021-02-24;409;104940
2021-02-25;388;105328
2021-02-26;401;105729
2021-02-27;324;106053
2021-02-28;249;106302
2021-03-01;258;106560
2021-03-02;392;106952
2021-03-03;302;107254
2021-03-04;375;107629
2021-03-05;280;107909
2021-03-06;399;108308
2021-03-07;267;108575
2021-03-08;260;108835
2021-03-09;391;109226
2021-03-10;316;109542
2021-03-11;362;109904
2021-03-12;390;110294
2021-03-13;278;110572
2021-03-14;271;110843
2021-03-15;244;111087
2021-03-16;340;111427
2021-03-17;315;111742
2021-03-18;355;112097
2021-03-19;319;112416
2021-03-20;268;112684
2021-03-21;307;112991
2021-03-22;226;113217
2021-03-23;339;113556
2021-03-24;368;113924
2021-03-25;354;114278
2021-03-26;361;114639
2021-03-27;310;114949
2021-03-28;262;115211
2021-03-29;306;115517
2021-03-30;378;115895
2021-03-31;402;116297
2021-04-01;357;116654
2021-04-02;386;117040
2021-04-03;356;117396
2021-04-04;301;117697
2021-04-05;293;117990
2021-04-06;311;118301
2021-04-07;406;118707
2021-04-08;392;119099
2021-04-09;515;119614
2021-04-10;296;119910
2021-04-11;376;120286
2021-04-12;261;120547
2021-04-13;373;120920
2021-04-14;354;121274
2021-04-15;431;121705
2021-04-16;367;122072
2021-04-17;351;122423
2021-04-18;217;122640
2021-04-19;253;122893
2021-04-20;273;123166
2021-04-21;312;123478
2021-04-22;316;123794
2021-04-23;228;124022
2021-04-24;341;124363
2021-04-25;198;124561
2021-04-26;245;124806
2021-04-27;292;125098
2021-04-28;310;125408
2021-04-29;343;125751
2021-04-30;323;126074
2021-05-01;262;126336
2021-05-02;211;126547
2021-05-03;224;126771
2021-05-04;237;127008
2021-05-05;200;127208
2021-05-06;259;127467
2021-05-07;279;127746
2021-05-08;212;127958
2021-05-09;196;128154
2021-05-10;188;128342
2021-05-11;261;128603
2021-05-12;261;128864
2021-05-13;291;129155
2021-05-14;243;129398
2021-05-15;207;129605
2021-05-16;186;129791
2021-05-17;190;129981
2021-05-18;206;130187
2021-05-19;263;130450
2021-05-20;248;130698
2021-05-21;196;130894
2021-05-22;181;131075
2021-05-23;113;131188
2021-05-24;155;131343
2021-05-25;164;131507
2021-05-26;154;131661
2021-05-27;146;131807
2021-05-28;140;131947
2021-05-29;83;132030
2021-05-30;80;132110
2021-05-31;83;132193
2021-06-01;107;132300
2021-06-02;99;132399
2021-06-03;84;132483
2021-06-04;87;132570
2021-06-05;73;132643
2021-06-06;49;132692
2021-06-07;59;132751
2021-06-08;56;132807
2021-06-09;42;132849
2021-06-10;64;132913
2021-06-11;67;132980
2021-06-12;51;133031
2021-06-13;35;133066
2021-06-14;36;133102
2021-06-15;62;133164
2021-06-16;45;133209
2021-06-17;57;133266
2021-06-18;50;133316
2021-06-19;24;133340
2021-06-20;27;133367
2021-06-21;28;133395
2021-06-22;45;133440
2021-06-23;28;133468
2021-06-24;27;133495
2021-06-25;35;133530
2021-06-26;35;133565
2021-06-27;13;133578
2021-06-28;38;133616
2021-06-29;40;133656
2021-06-30;26;133682
2021-07-01;25;133707
2021-07-02;26;133733
2021-07-03;23;133756
2021-07-04;12;133768
2021-07-05;22;133790
2021-07-06;30;133820
2021-07-07;29;133849
2021-07-08;33;133882
2021-07-09;25;133907
2021-07-10;18;133925
2021-07-11;20;133945
2021-07-12;27;133972
2021-07-13;31;134003
2021-07-14;32;134035
2021-07-15;40;134075
2021-07-16;30;134105
2021-07-17;32;134137
2021-07-18;35;134172
2021-07-19;28;134200
2021-07-20;54;134254
2021-07-21;53;134307
2021-07-22;48;134355
2021-07-23;46;134401
2021-07-24;33;134434
2021-07-25;35;134469
2021-07-26;40;134509
2021-07-27;52;134561
2021-07-28;48;134609
2021-07-29;16;134625
2021-07-30;106;134731
2021-07-31;52;134783
2021-08-01;43;134826
2021-08-02;54;134880
2021-08-03;52;134932
2021-08-04;94;135026
2021-08-05;103;135129
2021-08-06;92;135221
2021-08-07;86;135307
2021-08-08;69;135376
2021-08-09;86;135462
2021-08-10;105;135567
2021-08-11;152;135719
2021-08-12;143;135862
2021-08-13;158;136020
2021-08-14;142;136162
2021-08-15;135;136297
2021-08-16;138;136435
2021-08-17;148;136583
2021-08-18;201;136784
2021-08-19;179;136963
2021-08-20;208;137171
2021-08-21;157;137328
2021-08-22;129;137457
2021-08-23;160;137617
2021-08-24;217;137834
2021-08-25;225;138059
2021-08-26;246;138305
2021-08-27;200;138505
2021-08-28;154;138659
2021-08-29;133;138792
2021-08-30;181;138973
2021-08-31;246;139219
2021-09-01;274;139493
2021-09-02;245;139738
2021-09-03;249;139987
2021-09-04;204;140191
2021-09-05;192;140383
2021-09-06;182;140565
2021-09-07;203;140768
2021-09-08;238;141006
2021-09-09;314;141320
2021-09-10;286;141606
2021-09-11;237;141843
2021-09-12;203;142046
2021-09-13;233;142279
2021-09-14;249;142528
2021-09-15;318;142846
2021-09-16;284;143130
2021-09-17;266;143396
2021-09-18;261;143657
2021-09-19;212;143869
2021-09-20;207;144076
2021-09-21;227;144303
2021-09-22;251;144554
2021-09-23;210;144764
2021-09-24;268;145032
2021-09-25;210;145242
2021-09-26;137;145379
2021-09-27;140;145519
2021-09-28;188;145707
2021-09-29;234;145941
2021-09-30;189;146130
2021-10-01;149;146279
2021-10-02;119;146398
2021-10-03;127;146525
2021-10-04;119;146644
2021-10-05;130;146774
2021-10-06;161;146935
2021-10-07;175;147110
2021-10-08;155;147265
2021-10-09;154;147419
2021-10-10;91;147510
2021-10-11;129;147639
2021-10-12;156;147795
2021-10-13;146;147941
2021-10-14;192;148133
2021-10-15;207;148340
2021-10-16;142;148482
2021-10-17;95;148577
2021-10-18;121;148698
2021-10-19;119;148817
2021-10-20;142;148959
2021-10-21;89;149048
2021-10-22;120;149168
2021-10-23;99;149267
2021-10-24;102;149369
2021-10-25;103;149472
2021-10-26;147;149619
2021-10-27;141;149760
2021-10-28;168;149928
2021-10-29;138;150066
2021-10-30;143;150209
2021-10-31;140;150349
2021-11-01;123;150472
2021-11-02;111;150583
2021-11-03;164;150747
2021-11-04;153;150900
2021-11-05;165;151065
2021-11-06;204;151269
2021-11-07;179;151448
2021-11-08;153;151601
2021-11-09;233;151834
2021-11-10;212;152046
2021-11-11;197;152243
2021-11-12;188;152431
2021-11-13;168;152599
2021-11-14;141;152740
2021-11-15;135;152875
2021-11-16;268;153143
2021-11-17;238;153381
2021-11-18;191;153572
2021-11-19;255;153827
2021-11-20;206;154033
2021-11-21;216;154249
2021-11-22;179;154428
2021-11-23;237;154665
2021-11-24;302;154967
2021-11-25;302;155269
2021-11-26;245;155514
2021-11-27;219;155733
2021-11-28;223;155956
2021-11-29;291;156247
2021-11-30;339;156586
2021-12-01;385;156971
2021-12-02;409;157380
2021-12-03;384;157764
2021-12-04;388;158152
2021-12-05;341;158493
2021-12-06;345;158838
2021-12-07;403;159241
2021-12-08;498;159739
2021-12-09;559;160298
2021-12-10;545;160843
2021-12-11;448;161291
2021-12-12;415;161706
2021-12-13;724;162430
2021-12-14;915;163345
2021-12-15;975;164320
2021-12-16;1147;165467
2021-12-17;1164;166631
2021-12-18;1611;168242
2021-12-19;1413;169655
2021-12-20;2024;171679
2021-12-21;2434;174113
2021-12-22;3345;177458
2021-12-23;3349;180807
2021-12-24;3397;184204
2021-12-25;3057;187261
2021-12-26;2990;190251
2021-12-27;3939;194190
2021-12-28;4664;198854
2021-12-29;4627;203481
2021-12-30;4445;207926
2021-12-31;4017;211943
2022-01-01;3689;215632
2022-01-02;3857;219489
2022-01-03;3647;223136
2022-01-04;4458;227594
2022-01-05;4473;232067
2022-01-06;3814;235881
2022-01-07;3207;239088
2022-01-08;2523;241611
2022-01-09;3260;244871
2022-01-10;3282;248153
2022-01-11;2167;250320
2022-01-12;2036;252356
2022-01-13;1930;254286
2022-01-14;1743;256029
2022-01-15;1322;257351
2022-01-16;1170;258521
2022-01-17;973;259494
2022-01-18;1449;260943
2022-01-19;1205;262148
2022-01-20;1131;263279
2022-01-21;1039;264318
2022-01-22;632;264950
2022-01-23;503;265453
2022-01-24;341;265794
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
