CIUSSS;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
CIUSSS de l'Ouest-de-l'Île-de-Montréal;41;695;185,8;48652;13004,5;< 5;n.p.;999;267
CIUSSS du Centre-Ouest-de-l'Île-de-Montréal ;40;631;167,3;52862;14017;< 5;n.p.;850;225,4
CIUSSS du Centre-Sud-de-l'Île-de-Montréal ;38;536;163,6;40639;12407,3;6;n.p.;748;228,4
CIUSSS du Nord-de-l'Île-de-Montréal ;46;618;137,4;69068;15352;5;n.p.;1275;283,4
CIUSSS de l'Est-de-l'Île-de-Montréal ;47;812;151,2;85435;15910,5;8;n.p.;1550;288,7
Territoire à confirmer;7;153;0;9392;0;0;0;32;0
Total à Montréal;219;3445;166,8;306048;14816;22;* 1,1;5454;264
