Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;29;496;369,5;8112;6042,7;12;*8,9;451;336
Anjou;8;218;509,4;2704;6318,3;< 5;n.p.;68;158,9
Baie D'urfé;0;0;;67;1752,6;0;;< 5;n.p.
Beaconsfield;0;17;* 88;345;1785,3;0;;17;* 88
Côte-des-Neiges–Notre-Dame-de-Grâce;40;533;320,1;8942;5369,9;7;n.p.;338;203
Côte-Saint-Luc;< 5;104;320,5;2021;6228,4;< 5;n.p.;108;332,8
Dollard-des-Ormeaux;< 5;109;222,9;2044;4180;< 5;n.p.;118;241,3
Dorval;< 5;45;237,1;633;3335,1;0;;67;353
Hampstead;0;14;* 200,8;307;4402,7;< 5;n.p.;< 5;n.p.
Kirkland;< 5;21;* 104,2;511;2535,9;0;;31;* 153,8
Lachine;12;193;433,8;2383;5356,4;< 5;n.p.;164;368,6
LaSalle;21;189;245,9;4242;5519,6;< 5;n.p.;230;299,3
L'Île-Bizard–Sainte-Geneviève;< 5;26;* 141,2;823;4469,7;< 5;n.p.;72;391
Mercier–Hochelaga-Maisonneuve;30;444;326,4;6919;5086,6;< 5;n.p.;424;311,7
Montréal Est;0;11;* 285,7;212;5506,5;< 5;n.p.;7;n.p.
Montréal-Nord;25;357;423,8;7462;8858,7;6;n.p.;319;378,7
Montréal-Ouest;0;< 5;n.p.;121;2396;0;;< 5;n.p.
Mont-Royal;< 5;51;251,5;899;4433,8;< 5;n.p.;92;453,7
Outremont;0;39;162,8;1014;4233,1;< 5;n.p.;20;* 83,5
Pierrefonds–Roxboro;9;167;241;3028;4369,6;< 5;n.p.;76;109,7
Plateau Mont-Royal;11;234;225;3553;3416,3;< 5;n.p.;167;160,6
Pointe-Claire;< 5;27;* 86;805;2565,3;< 5;n.p.;51;162,5
Rivière-des-Prairies–Pointe-aux-Trembles;30;469;439,4;7226;6769,5;< 5;n.p.;300;281
Rosemont–La Petite Patrie;5;258;184,8;5680;4069,1;6;n.p.;314;224,9
Sainte-Anne-de-Bellevue;0;< 5;n.p.;108;2178,3;0;;12;* 242
Saint-Laurent;27;434;439,1;5721;5788,8;7;n.p.;133;134,6
Saint-Léonard;33;512;653,9;6070;7751,7;8;n.p.;117;149,4
Senneville;0;0;;21;* 2280,1;0;;0;
Sud-Ouest;14;124;158,7;3084;3946,2;< 5;n.p.;202;258,5
Verdun;21;134;193,6;2470;3567,9;8;n.p.;192;277,3
Ville-Marie;5;170;190,6;3792;4252,6;6;n.p.;113;126,7
Villeray–Saint-Michel–Parc-Extension;30;554;385,1;8533;5931,7;5;n.p.;171;118,9
Westmount;< 5;16;* 78,8;596;2934,2;0;;55;270,8
Territoire à confirmer;5;79;;1655;;0;;23;
Total à Montréal;382;6051;292,9;102103;4942,9;93;4,5;4461;216
