group,1d,2d,3d,pop 2021
0-4,255,56,6,428991
5-11,392647,11765,7,650347
12-17,523259,479423,3378,529446
18-29,1091402,1021136,136879,1216440
30-39,1003126,952786,194644,1118629
40-49,1016355,983615,306502,1115327
50-59,1072277,1040538,450019,1155183
60-69,1109951,1095205,716082,1168854
70-79,751026,748729,599491,783129
80 plus,399279,398382,329427,425520
Total 5+,7359322,6731579,2736429,8162875
Total,7359577,6731635,2736435,8591866
