Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;23;300;223,5;9071;6757;7;n.p.;472;351,6
Anjou;8;116;271,1;3113;7274;< 5;n.p.;74;172,9
Baie D'urfé;0;< 5;n.p.;70;1831;0;;< 5;n.p.
Beaconsfield;0;19;* 98,3;390;2018,2;0;;19;* 98,3
Côte-des-Neiges–Notre-Dame-de-Grâce;18;452;271,4;10392;6240,7;< 5;n.p.;350;210,2
Côte-Saint-Luc;7;122;376;2456;7569;0;;110;339
Dollard-des-Ormeaux;8;93;190,2;2338;4781,3;0;;119;243,4
Dorval;< 5;21;* 110,6;693;3651,2;0;;67;353
Hampstead;< 5;27;* 387,2;355;5091,1;0;;5;n.p.
Kirkland;< 5;40;198,5;599;2972,6;< 5;n.p.;33;* 163,8
Lachine;5;83;186,6;2610;5866,6;0;;169;379,9
LaSalle;< 5;147;191,3;4736;6162,4;< 5;n.p.;236;307,1
L'Île-Bizard–Sainte-Geneviève;< 5;26;* 141,2;897;4871,6;0;;74;401,9
Mercier–Hochelaga-Maisonneuve;19;351;258;7757;5702,7;< 5;n.p.;440;323,5
Montréal Est;0;12;* 311,7;241;6259,7;< 5;n.p.;9;* 233,8
Montréal-Nord;15;240;284,9;8256;9801,3;< 5;n.p.;325;385,8
Montréal-Ouest;< 5;17;* 336,6;145;2871,3;0;;< 5;n.p.
Mont-Royal;< 5;38;187,4;1003;4946,7;0;;92;453,7
Outremont;< 5;46;192;1149;4796,7;0;;21;* 87,7
Pierrefonds–Roxboro;11;159;229,4;3554;5128,6;0;;79;114
Plateau Mont-Royal;8;125;120,2;3963;3810,6;< 5;n.p.;170;163,5
Pointe-Claire;< 5;36;* 114,7;924;2944,6;0;;52;165,7
Rivière-des-Prairies–Pointe-aux-Trembles;23;255;238,9;8045;7536,8;< 5;n.p.;310;290,4
Rosemont–La Petite Patrie;15;180;128,9;6257;4482,4;< 5;n.p.;317;227,1
Sainte-Anne-de-Bellevue;0;< 5;n.p.;122;2460,7;0;;12;* 242
Saint-Laurent;31;344;348,1;6845;6926,2;5;n.p.;149;150,8
Saint-Léonard;16;236;301,4;6880;8786,2;5;n.p.;130;166
Senneville;0;0;;22;* 2388,7;0;;0;
Sud-Ouest;< 5;92;117,7;3334;4266,1;< 5;n.p.;203;259,8
Verdun;7;143;206,6;2823;4077,8;0;;192;277,3
Ville-Marie;5;132;148;4138;4640,6;0;;115;129
Villeray–Saint-Michel–Parc-Extension;29;317;220,4;9576;6656,8;< 5;n.p.;182;126,5
Westmount;< 5;33;* 162,5;655;3224,7;0;;57;280,6
Territoire à confirmer;-3;32;;1745;;0;;25;
Total à Montréal;269;4241;205,3;115154;5574,7;35;*1,7;4614;223,4
