Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;55;1378;1026,5;18983;14140,6;10;*7,4;510;379,9
Anjou;13;420;981,4;6606;15436;0;;80;186,9
Baie D'urfé;< 5;29;* 758,6;275;7193,3;0;;< 5;n.p.
Beaconsfield;5;108;558,9;1400;7244,9;< 5;n.p.;25;* 129,4
Côte-des-Neiges–Notre-Dame-de-Grâce;46;1754;1053,3;22746;13659,6;11;*6,6;390;234,2
Côte-Saint-Luc;10;401;1235,8;5010;15440,1;< 5;n.p.;124;382,1
Dollard-des-Ormeaux;14;472;965,3;5729;11716;< 5;n.p.;129;263,8
Dorval;< 5;184;969,4;1919;10110,6;< 5;n.p.;70;368,8
Hampstead;< 5;118;1692,2;939;13466,2;0;;6;n.p.
Kirkland;5;132;655,1;1810;8982,2;< 5;n.p.;38;188,6
Lachine;11;416;935,1;5924;13315,7;5;n.p.;178;400,1
LaSalle;18;727;946;10611;13806,9;5;n.p.;253;329,2
L'Île-Bizard–Sainte-Geneviève;7;217;1178,5;2182;11850,3;0;;76;412,8
Mercier–Hochelaga-Maisonneuve;50;1509;1109,4;18415;13538,1;19;*14;479;352,1
Montréal Est;< 5;60;1558,4;616;16000;< 5;n.p.;10;* 259,7
Montréal-Nord;40;1169;1387,8;14645;17386,1;11;*13,1;359;426,2
Montréal-Ouest;< 5;52;1029,7;511;10118,8;0;;< 5;n.p.
Mont-Royal;< 5;181;892,7;2357;11624,6;< 5;n.p.;95;468,5
Outremont;5;197;822,4;2622;10946;0;;29;* 121,1
Pierrefonds–Roxboro;21;528;761,9;8469;12221,3;7;n.p.;96;138,5
Plateau Mont-Royal;28;773;743,3;11710;11259,6;8;n.p.;186;178,8
Pointe-Claire;6;186;592,7;2603;8295,1;< 5;n.p.;63;200,8
Rivière-des-Prairies–Pointe-aux-Trembles;36;1309;1226,3;16952;15881,1;17;*15,9;344;322,3
Rosemont–La Petite Patrie;43;1220;874;16696;11960,7;7;n.p.;342;245
Sainte-Anne-de-Bellevue;< 5;38;766,4;410;8269,5;< 5;n.p.;14;* 282,4
Saint-Laurent;25;866;876,3;14040;14206,5;< 5;n.p.;165;167
Saint-Léonard;20;907;1158,3;13821;17650,2;5;n.p.;162;206,9
Senneville;0;6;n.p.;77;8360,5;0;;0;
Sud-Ouest;23;704;900,8;9211;11786,2;< 5;n.p.;217;277,7
Verdun;16;492;710,7;7114;10276;< 5;n.p.;206;297,6
Ville-Marie;29;921;1032,9;11142;12495,2;6;n.p.;141;158,1
Villeray–Saint-Michel–Parc-Extension;29;1427;992;20916;14539,8;16;*11,1;228;158,5
Westmount;< 5;166;817,3;1706;8399;< 5;n.p.;63;310,2
Territoire à confirmer;-7;1249;;7010;;< 5;;30;
Total à Montréal;563;20317;983,6;265178;12837,5;154;7,5;5114;247,6
