group,1d,2d,pop 2021
0-4,219,52,341718
5-11,191432,150,737620
12-17,512897,469919,529446
18-29,1072483,999811,1216440
30-39,986624,935199,1118629
40-49,1005575,971522,1115327
50-59,1064086,1031376,1155183
60-69,1104075,1089036,1168854
70-79,748300,745920,783129
80 plus,398212,396783,425520
Total 5+,7083684,6639716,8250148
Total,7083903,6639768,8591866
