Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;37;55;41;10648;7931,8;0;;480;357,6
Anjou;12;20;* 46,7;3557;8311,5;0;;78;182,3
Baie D'urfé;0;0;;95;2485;0;;< 5;n.p.
Beaconsfield;< 5;7;n.p.;492;2546,1;0;;21;* 108,7
Côte-des-Neiges–Notre-Dame-de-Grâce;35;73;43,8;12008;7211,1;0;;369;221,6
Côte-Saint-Luc;9;23;* 70,9;2839;8749,4;0;;118;363,7
Dollard-des-Ormeaux;18;20;* 40,9;2850;5828,3;0;;125;255,6
Dorval;< 5;9;n.p.;829;4367,8;0;;68;358,3
Hampstead;6;6;n.p.;402;5765,1;0;;6;n.p.
Kirkland;< 5;< 5;n.p.;776;3850,9;0;;33;* 163,8
Lachine;5;13;* 29,2;2968;6671,3;0;;170;382,1
LaSalle;25;40;52;5719;7441,5;0;;242;314,9
L'Île-Bizard–Sainte-Geneviève;< 5;< 5;n.p.;1082;5876,3;0;;76;412,8
Mercier–Hochelaga-Maisonneuve;31;58;42,6;8907;6548,1;0;;446;327,9
Montréal Est;0;< 5;n.p.;277;7194,8;0;;9;* 233,8
Montréal-Nord;49;68;80,7;9201;10923,1;0;;336;398,9
Montréal-Ouest;0;< 5;n.p.;192;3802;0;;< 5;n.p.
Mont-Royal;< 5;< 5;n.p.;1123;5538,6;0;;93;458,7
Outremont;< 5;8;n.p.;1280;5343,6;0;;29;* 121,1
Pierrefonds–Roxboro;22;33;* 47,6;4298;6202,3;0;;84;121,2
Plateau Mont-Royal;29;51;49;4826;4640,4;0;;172;165,4
Pointe-Claire;< 5;6;n.p.;1087;3464;0;;54;172,1
Rivière-des-Prairies–Pointe-aux-Trembles;33;47;44;9066;8493,3;0;;314;294,2
Rosemont–La Petite Patrie;24;49;35,1;7159;5128,6;0;;324;232,1
Sainte-Anne-de-Bellevue;< 5;< 5;n.p.;144;2904,4;0;;12;* 242
Saint-Laurent;32;57;57,7;8431;8531;0;;155;156,8
Saint-Léonard;22;30;* 38,3;7850;10024,9;0;;144;183,9
Senneville;0;0;;23;* 2497,3;0;;0;
Sud-Ouest;20;37;47,3;4021;5145,2;0;;206;263,6
Verdun;6;15;* 21,7;3196;4616,6;0;;198;286
Ville-Marie;28;45;50,5;4980;5584,8;0;;125;140,2
Villeray–Saint-Michel–Parc-Extension;34;56;38,9;11346;7887,2;< 5;n.p.;198;137,6
Westmount;< 5;< 5;n.p.;747;3677,6;0;;58;285,5
Territoire à confirmer;22;35;;1925;;0;;25;
Total à Montréal;523;881;42,6;134344;6503,7;< 5;n.p.;4774;231,1
