No,RSS,NoRLS,RLS,Cas,Cas actifs,Population,Cas pour 100 000,Cas actifs pour 100 000
01,01 - Bas-Saint-Laurent,0111,0111 - RLS de Kamouraska,73,n.d.,20780,      351.30,n.d.
01,01 - Bas-Saint-Laurent,0112,0112 - RLS de Rivière-du-Loup,181,10,34800,      520.11,       28.74
01,01 - Bas-Saint-Laurent,0113,0113 - RLS de Témiscouata,41,n.d.,19117,      214.47,n.d.
01,01 - Bas-Saint-Laurent,0114,0114 - RLS des Basques,10,n.d.,8529,      117.25,n.d.
01,01 - Bas-Saint-Laurent,0115,0115 - RLS de Rimouski,80,11,57630,      138.82,       19.09
01,01 - Bas-Saint-Laurent,0116,0116 - RLS de La Mitis,10,n.d.,17978,       55.62,n.d.
01,01 - Bas-Saint-Laurent,0117,0117 - RLS de Matane,11,0,20726,       53.07,        0.00
01,01 - Bas-Saint-Laurent,0118,0118 - RLS de La Matapédia,20,n.d.,17514,      114.19,n.d.
01,01 - Bas-Saint-Laurent,,Total,426,32,197074,      216.16,       16.24
02,02 - Saguenay–Lac-Saint-Jean,0211,0211 - RLS du Domaine-du-Roy,35,9,31078,      112.62,       28.96
02,02 - Saguenay–Lac-Saint-Jean,0212,0212 - RLS de Maria-Chapdelaine,32,12,25064,      127.67,       47.88
02,02 - Saguenay–Lac-Saint-Jean,0213,0213 - RLS de Lac-Saint-Jean-Est,303,159,52298,      579.37,      304.03
02,02 - Saguenay–Lac-Saint-Jean,0214,0214 - RLS de Jonquière,180,60,67417,      266.99,       89.00
02,02 - Saguenay–Lac-Saint-Jean,0215,0215 - RLS de Chicoutimi,273,25,79201,      344.69,       31.57
02,02 - Saguenay–Lac-Saint-Jean,0216,0216 - RLS de La Baie,62,n.d.,22574,      274.65,n.d.
02,02 - Saguenay–Lac-Saint-Jean,,Total,890,271,277632,      320.57,       97.61
03,03 - Capitale-Nationale,0311,0311 - RLS de Portneuf,424,110,54895,      772.38,      200.38
03,03 - Capitale-Nationale,0312,0312 - RLS de Québec-Sud,3745,553,321016,     1166.61,      172.27
03,03 - Capitale-Nationale,0313,0313 - RLS de Québec-Nord,3565,642,351429,     1014.43,      182.68
03,03 - Capitale-Nationale,0314,0314 - RLS de Charlevoix,137,68,28119,      487.22,      241.83
03,03 - Capitale-Nationale,,Total,7982,1408,755459,     1056.58,      186.38
04,04 - Mauricie et Centre-du-Québec,0411,0411 - RLS du Haut-Saint-Maurice,16,9,15020,      106.52,       59.92
04,04 - Mauricie et Centre-du-Québec,0412,0412 - RLS de la Vallée de la Batiscan,150,14,25562,      586.81,       54.77
04,04 - Mauricie et Centre-du-Québec,0413,0413 - RLS de Maskinongé,285,18,22961,     1241.24,       78.39
04,04 - Mauricie et Centre-du-Québec,0414,0414 - RLS du Centre-de-la-Mauricie,480,56,64641,      742.56,       86.63
04,04 - Mauricie et Centre-du-Québec,0415,0415 - RLS de Trois-Rivières,1510,283,143422,     1052.84,      197.32
04,04 - Mauricie et Centre-du-Québec,0416,0416 - RLS de Bécancour - Nicolet-Yamaska,162,48,44619,      363.07,      107.58
04,04 - Mauricie et Centre-du-Québec,0417,0417 - RLS de Drummond,932,263,107872,      863.99,      243.81
04,04 - Mauricie et Centre-du-Québec,0418,0418 - RLS d'Arthabaska - de l'Érable,256,80,98244,      260.58,       81.43
04,04 - Mauricie et Centre-du-Québec,,Total,3833,777,522341,      733.81,      148.75
05,05 - Estrie,0511,0511 - RLS de la Pommeraie,239,20,56125,      425.84,       35.63
05,05 - Estrie,0512,0512 - RLS de la Haute-Yamaska,623,108,105861,      588.51,      102.02
05,05 - Estrie,0513,0513 - RLS de Memphrémagog,153,7,52514,      291.35,       13.33
05,05 - Estrie,0514,0514 - RLS de Coaticook,22,n.d.,18741,      117.39,n.d.
05,05 - Estrie,0515,0515 - RLS de Sherbrooke,857,43,170075,      503.90,       25.28
05,05 - Estrie,0516,0516 - RLS de Val Saint-François,119,8,31490,      377.90,       25.40
05,05 - Estrie,0517,0517 - RLS d'Asbestos,109,30,14257,      764.54,      210.42
