No,RSS,NoRLS,RLS,Cas,Cas actifs,Population,Cas pour 100 000,Cas actifs pour 100 000
01,01 - Bas-Saint-Laurent,0111,0111 - RLS de Kamouraska,2117,102,20859.333333,10148.93,489.87
01,01 - Bas-Saint-Laurent,0112,0112 - RLS de Rivière-du-Loup,4365,191,35045.666667,12455.18,542.51
01,01 - Bas-Saint-Laurent,0113,0113 - RLS de Témiscouata,1852,137,19215,9638.30,715.11
01,01 - Bas-Saint-Laurent,0114,0114 - RLS des Basques,830,37,8566.3333333,9689.09,433.76
01,01 - Bas-Saint-Laurent,0115,0115 - RLS de Rimouski,5522,335,57767,9559.09,578.54
01,01 - Bas-Saint-Laurent,0116,0116 - RLS de La Mitis,1597,75,17995,8874.69,418.60
01,01 - Bas-Saint-Laurent,0117,0117 - RLS de Matane,1645,98,20715.666667,7940.85,475.08
01,01 - Bas-Saint-Laurent,0118,0118 - RLS de La Matapédia,1691,73,17574.333333,9621.99,417.21
01,01 - Bas-Saint-Laurent,,Total (incluant inconnus),19623,1048,197738.33333,9923.72,530.20
02,02 - Saguenay-Lac-Saint-Jean,0211,0211 - RLS du Domaine-du-Roy,2852,104,31025.333333,9192.49,336.20
02,02 - Saguenay-Lac-Saint-Jean,0212,0212 - RLS de Maria-Chapdelaine,2539,62,25032.333333,10142.88,248.68
02,02 - Saguenay-Lac-Saint-Jean,0213,0213 - RLS de Lac-Saint-Jean-Est,5972,198,52510,11373.07,376.84
02,02 - Saguenay-Lac-Saint-Jean,0214,0214 - RLS de Jonquière,6987,277,67904,10289.53,408.21
02,02 - Saguenay-Lac-Saint-Jean,0215,0215 - RLS de Chicoutimi,8070,256,79539,10145.97,321.05
02,02 - Saguenay-Lac-Saint-Jean,0216,0216 - RLS de La Baie,2086,56,22589.333333,9234.45,247.88
02,02 - Saguenay-Lac-Saint-Jean,,Total (incluant inconnus),29012,977,278600,10413.50,350.69
03,03 - Capitale-Nationale,0311,0311 - RLS de Portneuf,5326,121,55481.666667,9599.57,216.49
03,03 - Capitale-Nationale,0312,0312 - RLS de Québec-Sud,36645,1024,323240,11336.78,314.23
03,03 - Capitale-Nationale,0313,0313 - RLS de Québec-Nord,39865,1075,354000,11261.30,301.62
03,03 - Capitale-Nationale,0314,0314 - RLS de Charlevoix,2703,163,28382,9523.64,573.96
