Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;11;412;306,9;21442;15972,3;< 5;n.p.;532;396,3
Anjou;< 5;101;236;7235;16905,8;< 5;n.p.;87;203,3
Baie D'urfé;< 5;17;* 444,7;342;8945,9;0;;< 5;n.p.
Beaconsfield;5;80;414;1796;9294,1;< 5;n.p.;27;* 139,7
Côte-des-Neiges–Notre-Dame-de-Grâce;26;517;310,5;25598;15372,3;0;;414;248,6
Côte-Saint-Luc;< 5;161;496,2;5901;18186;0;;130;400,6
Dollard-des-Ormeaux;10;135;276,1;6668;13636,3;< 5;n.p.;132;269,9
Dorval;5;54;284,5;2294;12086,4;0;;70;368,8
Hampstead;-1;40;573,6;1308;18758,1;< 5;n.p.;7;n.p.
Kirkland;< 5;80;397;2195;10892,8;0;;40;198,5
Lachine;9;148;332,7;6770;15217,2;0;;192;431,6
LaSalle;7;221;287,6;11848;15416,4;0;;261;339,6
L'Île-Bizard–Sainte-Geneviève;< 5;57;309,6;2573;13973,8;< 5;n.p.;80;434,5
Mercier–Hochelaga-Maisonneuve;11;405;297,7;20862;15337;< 5;n.p.;510;374,9
Montréal Est;< 5;47;1220,8;736;19116,9;0;;11;* 285,7
Montréal-Nord;8;212;251,7;15873;18843,9;< 5;n.p.;393;466,6
Montréal-Ouest;< 5;17;* 336,6;630;12475,2;0;;< 5;n.p.
Mont-Royal;< 5;78;384,7;2879;14199,1;0;;95;468,5
Outremont;< 5;70;292,2;3139;13104,3;0;;31;* 129,4
Pierrefonds–Roxboro;7;175;252,5;9553;13785,6;0;;104;150,1
Plateau Mont-Royal;13;300;288,5;13716;13188,5;< 5;n.p.;199;191,3
Pointe-Claire;< 5;113;360,1;3188;10159,3;< 5;n.p.;68;216,7
Rivière-des-Prairies–Pointe-aux-Trembles;14;422;395,3;18839;17648,9;< 5;n.p.;358;335,4
Rosemont–La Petite Patrie;20;517;370,4;19360;13869,2;< 5;n.p.;360;257,9
Sainte-Anne-de-Bellevue;0;7;n.p.;515;10387,3;0;;15;* 302,5
Saint-Laurent;5;221;223,6;15566;15750,6;0;;173;175,1
Saint-Léonard;18;217;277,1;14988;19140,5;0;;169;215,8
Senneville;0;< 5;n.p.;94;10206,3;0;;0;
Sud-Ouest;13;248;317,3;10585;13544,3;0;;234;299,4
Verdun;17;245;353,9;8330;12032,5;< 5;n.p.;215;310,6
Ville-Marie;19;357;400,4;13081;14669,7;< 5;n.p.;158;177,2
Villeray–Saint-Michel–Parc-Extension;12;350;243,3;23021;16003,1;< 5;n.p.;249;173,1
Westmount;< 5;78;384;2389;11761,5;0;;65;320
Territoire à confirmer;9;235;;8308;;0;;31;
Total à Montréal;266;6339;306,9;301623;14601,8;24;*1,2;5416;262,2
