date,Regroupement,Croisement,Nom,new_doses_1d,new_doses_2d,total_doses_1d,total_doses_2d,new_doses,total_doses,perc_1d,perc_2d,cvac_cum_tot_ade_p,per_quo_1_n,per_quo_2_n,per_cum_1_n,per_cum_2_n,vac_quo_tot_m
2020-12-14,Région,RSS06,06 - Montréal,145,0,145,0,145,145,0.0069640380000000005,0.0,0.002338669,134.0,0.0,134.0,0.0,
2020-12-15,Région,RSS06,06 - Montréal,360,0,505,0,360,505,0.02520566,0.0,0.005768718000000001,351.0,0.0,485.0,0.0,
2020-12-16,Région,RSS06,06 - Montréal,281,0,786,0,281,786,0.039809352,0.0,0.007119949,281.0,0.0,766.0,0.0,
2020-12-17,Région,RSS06,06 - Montréal,275,0,1061,0,275,1061,0.054101221,0.0,0.008055416999999999,275.0,0.0,1041.0,0.0,
2020-12-18,Région,RSS06,06 - Montréal,138,0,1199,0,138,1199,0.061325110999999995,0.0,0.009094826,139.0,0.0,1180.0,0.0,
2020-12-19,Région,RSS06,06 - Montréal,80,0,1279,0,80,1279,0.065482746,0.0,0.009666501,80.0,0.0,1260.0,0.0,
2020-12-20,Région,RSS06,06 - Montréal,78,0,1357,0,78,1357,0.06958841,0.0,0.010342116,79.0,0.0,1339.0,0.0,
2020-12-21,Région,RSS06,06 - Montréal,318,0,1675,0,318,1675,0.08559530300000001,0.0,0.014135958,308.0,0.0,1647.0,0.0,
2020-12-22,Région,RSS06,06 - Montréal,569,0,2244,0,569,2244,0.113659337,0.0,0.023438665,540.0,0.0,2187.0,0.0,
2020-12-23,Région,RSS06,06 - Montréal,472,0,2716,0,472,2716,0.137461795,0.0,0.026608862,458.0,0.0,2645.0,0.0,
2020-12-24,Région,RSS06,06 - Montréal,195,0,2911,0,195,2911,0.147440118,0.0,0.028271916,192.0,0.0,2837.0,0.0,
2020-12-25,Région,RSS06,06 - Montréal,0,0,2911,0,0,2911,0.147492089,0.0,0.028271916,1.0,0.0,2838.0,0.0,
2020-12-26,Région,RSS06,06 - Montréal,224,0,3135,0,224,3135,0.159133466,0.0,0.030454673999999998,224.0,0.0,3062.0,0.0,
2020-12-27,Région,RSS06,06 - Montréal,193,0,3328,0,193,3328,0.169163759,0.0,0.031546053,193.0,0.0,3255.0,0.0,
2020-12-28,Région,RSS06,06 - Montréal,591,0,3919,0,591,3919,0.19993025600000003,0.0,0.036639155,592.0,0.0,3847.0,0.0,
2020-12-29,Région,RSS06,06 - Montréal,547,0,4466,0,547,4466,0.228617935,0.0,0.040017233,552.0,0.0,4399.0,0.0,
2020-12-30,Région,RSS06,06 - Montréal,572,0,5038,0,572,5038,0.25844896300000003,0.0,0.044590631,574.0,0.0,4973.0,0.0,
2020-12-31,Région,RSS06,06 - Montréal,39,0,5077,0,39,5077,0.26063172100000004,0.0,0.044746543,42.0,0.0,5015.0,0.0,
2021-01-01,Région,RSS06,06 - Montréal,6,0,5083,0,6,5083,0.261047485,0.0,0.044850484,8.0,0.0,5023.0,0.0,
2021-01-02,Région,RSS06,06 - Montréal,10,0,5093,0,10,5093,0.261930982,0.0,0.044850484,17.0,0.0,5040.0,0.0,
2021-01-03,Région,RSS06,06 - Montréal,13,0,5106,0,13,5106,0.26286645,0.0,0.044850484,18.0,0.0,5058.0,0.0,
2021-01-04,Région,RSS06,06 - Montréal,573,1,5679,1,574,5680,0.291865952,0.0,0.054724866,558.0,0.0,5616.0,0.0,
2021-01-05,Région,RSS06,06 - Montréal,1905,0,7584,1,1905,7585,0.388738839,0.0,0.080502201,1864.0,0.0,7480.0,0.0,
2021-01-06,Région,RSS06,06 - Montréal,2715,2,10299,3,2717,10302,0.527343983,5.19704e-05,0.11215219400000001,2667.0,1.0,10147.0,1.0,
2021-01-07,Région,RSS06,06 - Montréal,4089,0,14388,3,4089,14391,0.73335478,0.000103941,0.16802041,3964.0,1.0,14111.0,2.0,
2021-01-08,Région,RSS06,06 - Montréal,3768,1,18156,4,3769,18160,0.9255414409999999,0.000207882,0.216456853,3698.0,2.0,17809.0,4.0,
2021-01-09,Région,RSS06,06 - Montréal,2031,0,20187,4,2031,20191,1.0293263959999999,0.000207882,0.237868672,1997.0,0.0,19806.0,4.0,
2021-01-10,Région,RSS06,06 - Montréal,1418,1,21605,5,1419,21610,1.1026566770000001,0.00025985200000000003,0.251900689,1411.0,1.0,21217.0,5.0,
2021-01-11,Région,RSS06,06 - Montréal,1595,1,23200,6,1596,23206,1.185081783,0.00041576300000000004,0.267959552,1586.0,3.0,22803.0,8.0,
2021-01-12,Région,RSS06,06 - Montréal,1096,1,24296,7,1097,24303,1.243288668,0.00041576300000000004,0.2736763,1120.0,0.0,23923.0,8.0,
2021-01-13,Région,RSS06,06 - Montréal,1267,0,25563,7,1267,25570,1.310590379,0.00041576300000000004,0.278249698,1295.0,0.0,25218.0,8.0,
