date,Regroupement,Croisement,Nom,new_doses_1d,new_doses_2d,vac_quo_3_n,total_doses_1d,total_doses_2d,vac_cum_3_n,new_doses,total_doses,perc_1d,perc_2d,cvac_cum_tot_ade_p,per_quo_1_n,per_quo_2_n,per_cum_1_n,per_cum_2_n,vac_quo_tot_m
2020-12-28,Région,RSS06,06 - Montréal,587,0,0,3930,0,0,587,3930,0.20519973030000002,0.0,0.0351770966,622.0,0.0,3990.0,0.0,
2020-12-29,Région,RSS06,06 - Montréal,560,0,0,4490,0,0,560,4490,0.2362625466,0.0,0.0386228064,604.0,0.0,4594.0,0.0,
2020-12-30,Région,RSS06,06 - Montréal,564,0,0,5054,0,0,564,5054,0.26717107739999996,0.0,0.0432513717,601.0,0.0,5195.0,0.0,
2020-12-31,Région,RSS06,06 - Montréal,39,0,0,5093,0,0,39,5093,0.2703082162,0.0,0.043405657199999996,61.0,0.0,5256.0,0.0,
2021-01-01,Région,RSS06,06 - Montréal,6,0,0,5099,0,0,6,5099,0.2717482143,0.0,0.0435085142,28.0,0.0,5284.0,0.0,
2021-01-02,Région,RSS06,06 - Montréal,14,0,0,5113,0,0,14,5113,0.2733424979,0.0,0.0435085142,31.0,0.0,5315.0,0.0,
2021-01-03,Région,RSS06,06 - Montréal,13,0,0,5126,0,0,13,5126,0.2753482095,0.0,0.0435085142,39.0,0.0,5354.0,0.0,
2021-01-04,Région,RSS06,06 - Montréal,575,0,0,5701,0,0,575,5701,0.30558816980000003,0.0,0.052765644900000006,588.0,0.0,5942.0,0.0,
2021-01-05,Région,RSS06,06 - Montréal,1903,0,0,7604,0,0,1903,7604,0.4028908991,0.0001542855,0.0771941843,1892.0,3.0,7834.0,3.0,
2021-01-06,Région,RSS06,06 - Montréal,2736,1,0,10340,1,0,2737,10341,0.5412850029,0.000514285,0.1079484296,2691.0,7.0,10525.0,10.0,
2021-01-07,Région,RSS06,06 - Montréal,4117,0,0,14457,1,0,4117,14458,0.7418561678,0.0008742846000000001,0.161279788,3900.0,7.0,14425.0,17.0,
2021-01-08,Région,RSS06,06 - Montréal,3788,1,0,18245,2,0,3789,18247,0.9317816325,0.0014399980999999999,0.2069482994,3693.0,11.0,18118.0,28.0,
2021-01-09,Région,RSS06,06 - Montréal,2036,0,0,20281,2,0,2036,20283,1.0354614963,0.0018514260999999998,0.22741684399999998,2016.0,8.0,20134.0,36.0,
2021-01-10,Région,RSS06,06 - Montréal,1412,1,0,21693,3,0,1413,21696,1.1089013997,0.0020571402,0.24109682600000001,1428.0,4.0,21562.0,40.0,
2021-01-11,Région,RSS06,06 - Montréal,1608,1,0,23301,4,0,1609,23305,1.192832718,0.0026228537,0.25703966219999996,1632.0,11.0,23194.0,51.0,
2021-01-12,Région,RSS06,06 - Montréal,1101,2,0,24402,6,0,1103,24408,1.2539812091,0.0031371387,0.2629539401,1189.0,10.0,24383.0,61.0,
2021-01-13,Région,RSS06,06 - Montréal,1298,0,0,25700,6,0,1298,25706,1.3256725434,0.0037542808000000003,0.268353933,1394.0,12.0,25777.0,73.0,
2021-01-14,Région,RSS06,06 - Montréal,1892,1,0,27592,7,0,1893,27599,1.4284266941,0.0043199943,0.2802853459,1998.0,11.0,27775.0,84.0,
2021-01-15,Région,RSS06,06 - Montréal,1761,1,0,29353,8,0,1762,29361,1.5231579981,0.0050399934000000006,0.287845336,1842.0,14.0,29617.0,98.0,
2021-01-16,Région,RSS06,06 - Montréal,1142,2,0,30495,10,0,1144,30505,1.5844093462,0.0055028499,0.294376756,1191.0,9.0,30808.0,107.0,
2021-01-17,Région,RSS06,06 - Montréal,937,0,0,31432,10,0,937,31442,1.6332149963,0.0060171349,0.3004453194,949.0,10.0,31757.0,117.0,
2021-01-18,Région,RSS06,06 - Montréal,1084,5,0,32516,15,0,1089,32531,1.6909692062000001,0.0075599901,0.3111424482,1123.0,30.0,32880.0,147.0,
2021-01-19,Région,RSS06,06 - Montréal,1324,0,0,33840,15,0,1324,33855,1.7623519694999998,0.0088457027,0.3193195803,1388.0,25.0,34268.0,172.0,
2021-01-20,Région,RSS06,06 - Montréal,1585,2,0,35425,17,0,1587,35442,1.8501404255,0.0096171302,0.32636528530000003,1707.0,15.0,35975.0,187.0,
2021-01-21,Région,RSS06,06 - Montréal,1947,4,0,37372,21,0,1951,37393,1.9551060019,0.0107999858,0.3359309871,2041.0,23.0,38016.0,210.0,
2021-01-22,Région,RSS06,06 - Montréal,2151,3,0,39523,24,0,2154,39547,2.0706144215,0.011571413400000001,0.34421097619999996,2246.0,15.0,40262.0,225.0,
2021-01-23,Région,RSS06,06 - Montréal,1246,4,0,40769,28,0,1250,40797,2.1378829045,0.0120856984,0.3481195425,1308.0,10.0,41570.0,235.0,
2021-01-24,Région,RSS06,06 - Montréal,403,1,0,41172,29,0,404,41201,2.1601514467,0.0128056975,0.3500223971,433.0,14.0,42003.0,249.0,
2021-01-25,Région,RSS06,06 - Montréal,623,4,0,41795,33,0,627,41828,2.1963056849,0.0146571236,0.3532623929,703.0,36.0,42706.0,285.0,
2021-01-26,Région,RSS06,06 - Montréal,767,28,0,42562,61,0,795,42623,2.2402256271,0.0191828319,0.3601023839,854.0,88.0,43560.0,373.0,
2021-01-27,Région,RSS06,06 - Montréal,698,10,0,43260,71,0,708,43331,2.2796712896,0.0231942552,0.3657080908,767.0,78.0,44327.0,451.0,
2021-01-28,Région,RSS06,06 - Montréal,845,34,0,44105,105,0,879,44210,2.3263683711,0.028131391600000003,0.3739366514,908.0,96.0,45235.0,547.0,
2021-01-29,Région,RSS06,06 - Montréal,211,18,0,44316,123,0,229,44439,2.3398940676,0.0318856724,0.37923378729999996,263.0,73.0,45498.0,620.0,
2021-01-30,Région,RSS06,06 - Montréal,30,34,0,44346,157,0,64,44503,2.3428254923,0.0358970957,0.3831937821,57.0,78.0,45555.0,698.0,
2021-01-31,Région,RSS06,06 - Montréal,8,16,0,44354,173,0,24,44527,2.3454997745,0.0386742349,0.3859194928,52.0,54.0,45607.0,752.0,
2021-02-01,Région,RSS06,06 - Montréal,21,28,0,44375,201,0,49,44576,2.3492540553,0.0424799442,0.38951948810000003,73.0,74.0,45680.0,826.0,
2021-02-02,Région,RSS06,06 - Montréal,70,65,0,44445,266,0,135,44711,2.3560426178,0.0502456482,0.3975937632,132.0,151.0,45812.0,977.0,
2021-02-03,Région,RSS06,06 - Montréal,2228,47,0,46673,313,0,2275,46986,2.4715510374000003,0.055337070099999996,0.41255945780000003,2246.0,99.0,48058.0,1076.0,
2021-02-04,Région,RSS06,06 - Montréal,3422,22,0,50095,335,0,3444,50430,2.6497508032,0.06011992099999999,0.4287594365,3465.0,93.0,51523.0,1169.0,
2021-02-05,Région,RSS06,06 - Montréal,3490,35,0,53585,370,0,3525,53955,2.8304191372000003,0.0643370583,0.442079419,3513.0,82.0,55036.0,1251.0,
2021-02-06,Région,RSS06,06 - Montréal,1514,15,0,55099,385,0,1529,55484,2.9103904606,0.0671141975,0.4506165506,1555.0,54.0,56591.0,1305.0,
2021-02-07,Région,RSS06,06 - Montréal,448,3,0,55547,388,0,451,55935,2.9368247116000004,0.0683484816,0.4525708338,514.0,24.0,57105.0,1329.0,
2021-02-08,Région,RSS06,06 - Montréal,1174,28,0,56721,416,0,1202,57137,2.9990017727,0.0726684759,0.4596679673,1209.0,84.0,58314.0,1413.0,
2021-02-09,Région,RSS06,06 - Montréal,541,19,0,57262,435,0,560,57697,3.029653161,0.0777598978,0.4653765312,596.0,99.0,58910.0,1512.0,
2021-02-10,Région,RSS06,06 - Montréal,1181,24,0,58443,459,0,1205,58902,3.0926530782,0.08429131779999999,0.4742736624,1225.0,127.0,60135.0,1639.0,
2021-02-11,Région,RSS06,06 - Montréal,1822,31,0,60265,490,0,1853,60755,3.1869729543000003,0.0910798803,0.4854850762,1834.0,132.0,61969.0,1771.0,
2021-02-12,Région,RSS06,06 - Montréal,1878,22,0,62143,512,0,1900,62655,3.2850471111000004,0.0944741615,0.4967479186,1907.0,66.0,63876.0,1837.0,
2021-02-13,Région,RSS06,06 - Montréal,71,8,0,62214,520,0,79,62734,3.2903442469999997,0.0963770162,0.49901077270000005,103.0,37.0,63979.0,1874.0,
2021-02-14,Région,RSS06,06 - Montréal,54,7,0,62268,527,0,61,62795,3.2950242407999997,0.0981255853,0.5006564849,91.0,34.0,64070.0,1908.0,
2021-02-15,Région,RSS06,06 - Montréal,836,16,0,63104,543,0,852,63647,3.3407441807,0.1020341516,0.5078564754,889.0,76.0,64959.0,1984.0,
2021-02-16,Région,RSS06,06 - Montréal,168,25,0,63272,568,0,193,63840,3.3535498782,0.10614843189999999,0.5125364692000001,249.0,80.0,65208.0,2064.0,
2021-02-17,Région,RSS06,06 - Montréal,420,8,0,63692,576,0,428,64268,3.3790069876,0.1099027127,0.5170107491,495.0,73.0,65703.0,2137.0,
2021-02-18,Région,RSS06,06 - Montréal,2451,21,0,66143,597,0,2472,66740,3.5067039626,0.11422270699999999,0.5315135872,2483.0,84.0,68186.0,2221.0,
2021-02-19,Région,RSS06,06 - Montréal,3940,10,0,70083,607,0,3950,70690,3.7106694088,0.1189027009,0.5516735607,3966.0,91.0,72152.0,2312.0,
2021-02-20,Région,RSS06,06 - Montréal,2565,5,0,72648,612,0,2570,73260,3.8438178052999996,0.12106269800000001,0.5622678324,2589.0,42.0,74741.0,2354.0,
2021-02-21,Région,RSS06,06 - Montréal,1966,8,0,74614,620,0,1974,75234,3.9452348148,0.1234284092,0.5696221085000001,1972.0,46.0,76713.0,2400.0,
2021-02-22,Région,RSS06,06 - Montréal,2206,22,0,76820,642,0,2228,77462,4.0598689499,0.12851983109999998,0.5816563784000001,2229.0,99.0,78942.0,2499.0,
2021-02-23,Région,RSS06,06 - Montréal,1611,25,0,78431,667,0,1636,79098,4.1446231242,0.1333026819,0.5919420792,1648.0,93.0,80590.0,2592.0,
2021-02-24,Région,RSS06,06 - Montréal,1920,14,0,80351,681,0,1934,81032,4.2460915623,0.1370569627,0.6023306369,1973.0,73.0,82563.0,2665.0,
2021-02-25,Région,RSS06,06 - Montréal,3671,18,0,84022,699,0,3689,84721,4.436222741,0.1416340996,0.616627761,3697.0,89.0,86260.0,2754.0,
2021-02-26,Région,RSS06,06 - Montréal,4688,17,0,88710,716,0,4705,89426,4.6790681361,0.1442569533,0.6327763112,4722.0,51.0,90982.0,2805.0,
2021-02-27,Région,RSS06,06 - Montréal,3509,17,0,92219,733,0,3526,92952,4.8600964696,0.1468283785,0.6405420153,3520.0,50.0,94502.0,2855.0,
2021-02-28,Région,RSS06,06 - Montréal,2298,5,0,94517,738,0,2303,95255,4.979462027,0.14867980460000002,0.6459934367,2321.0,36.0,96823.0,2891.0,
2021-03-01,Région,RSS06,06 - Montréal,11052,15,0,105569,753,0,11067,106322,5.5459469968,0.1513540868,0.657461993,11015.0,52.0,107838.0,2943.0,
2021-03-02,Région,RSS06,06 - Montréal,10974,27,0,116543,780,0,11001,117323,6.109963398300001,0.1562912232,0.6721191166,10967.0,96.0,118805.0,3039.0,
2021-03-03,Région,RSS06,06 - Montréal,11085,17,0,127628,797,0,11102,128425,6.6833912161,0.1599940754,0.6833819590000001,11150.0,72.0,129955.0,3111.0,
2021-03-04,Région,RSS06,06 - Montréal,11482,15,0,139110,812,0,11497,139922,7.2762075798,0.1630283572,0.6988619386,11527.0,59.0,141482.0,3170.0,
2021-03-05,Région,RSS06,06 - Montréal,10711,20,0,149821,832,0,10731,150653,7.8317382783000005,0.16698835199999998,0.7123876351,10802.0,77.0,152284.0,3247.0,
2021-03-06,Région,RSS06,06 - Montréal,9097,11,0,158918,843,0,9108,159761,8.3015890893,0.1692512061,0.7230333354,9136.0,44.0,161420.0,3291.0,
2021-03-07,Région,RSS06,06 - Montréal,8802,4,0,167720,847,0,8806,168567,8.754571351100001,0.17141120329999998,0.7323933231,8808.0,42.0,170228.0,3333.0,
2021-03-08,Région,RSS06,06 - Montréal,9744,316,0,177464,1163,0,10060,178627,9.2588792598,0.1901826072,0.7579018609999999,9806.0,365.0,180034.0,3698.0,
2021-03-09,Région,RSS06,06 - Montréal,10232,465,0,187696,1628,0,10697,189324,9.790392846900001,0.2159997161,0.7897875334000001,10335.0,502.0,190369.0,4200.0,
2021-03-10,Région,RSS06,06 - Montréal,8676,419,0,196372,2047,0,9095,198419,10.240649398,0.24073682649999997,0.8206446356999999,8755.0,481.0,199124.0,4681.0,
2021-03-11,Région,RSS06,06 - Montréal,9683,191,0,206055,2238,0,9874,208293,10.743774450999998,0.2537996664,0.8437874625,9783.0,254.0,208907.0,4935.0,
2021-03-12,Région,RSS06,06 - Montréal,10800,154,1,216855,2392,1,10955,219248,11.305579427,0.2652682228,0.8672388602,10924.0,223.0,219831.0,5158.0,
2021-03-13,Région,RSS06,06 - Montréal,9683,11,0,226538,2403,1,9694,228942,11.804847342,0.2674796485,0.8801474147,9708.0,43.0,229539.0,5201.0,
2021-03-14,Région,RSS06,06 - Montréal,9609,7,0,236147,2410,1,9616,238558,12.300412405,0.2690739321,0.8912559715,9636.0,31.0,239175.0,5232.0,
2021-03-15,Région,RSS06,06 - Montréal,9871,12,0,246018,2422,1,9883,248441,12.813823159000002,0.2734453549,0.9066330940999999,9983.0,85.0,249158.0,5317.0,
2021-03-16,Région,RSS06,06 - Montréal,9728,18,0,255746,2440,1,9746,258187,13.316228212999999,0.27822820579999996,0.9215987887999999,9769.0,93.0,258927.0,5410.0,
2021-03-17,Région,RSS06,06 - Montréal,7378,18,0,263124,2458,1,7396,265583,13.699730566,0.28208534350000003,0.9386216234999999,7457.0,75.0,266384.0,5485.0,
2021-03-18,Région,RSS06,06 - Montréal,6874,33,0,269998,2491,1,6907,272490,14.059935807,0.2869196229,0.9570330279000001,7004.0,94.0,273388.0,5579.0,
2021-03-19,Région,RSS06,06 - Montréal,6600,11,0,276598,2502,1,6611,279101,14.406461065999999,0.29031390420000003,0.9706101529000001,6738.0,66.0,280126.0,5645.0,
2021-03-20,Région,RSS06,06 - Montréal,4541,4,0,281139,2506,1,4545,283646,14.645243609000001,0.2923196158,0.977964429,4643.0,39.0,284769.0,5684.0,
2021-03-21,Région,RSS06,06 - Montréal,4127,9,0,285266,2515,1,4136,287782,14.861551896,0.294891041,0.9852672765,4206.0,50.0,288975.0,5734.0,
2021-03-22,Région,RSS06,06 - Montréal,11565,27,0,296831,2542,1,11592,299374,15.461105394,0.2988510358,1.0075358187,11658.0,77.0,300633.0,5811.0,
2021-03-23,Région,RSS06,06 - Montréal,14373,21,0,311204,2563,1,14394,313768,16.206510129,0.30322245859999997,1.0320157865000001,14494.0,85.0,315127.0,5896.0,
2021-03-24,Région,RSS06,06 - Montréal,14985,22,0,326189,2585,1,15007,328775,16.982206252,0.30749102440000003,1.0617414617,15083.0,83.0,330210.0,5979.0,
2021-03-25,Région,RSS06,06 - Montréal,14124,34,0,340313,2619,1,14158,342933,17.716399573,0.3121195898,1.0862214295000001,14276.0,90.0,344486.0,6069.0,
2021-03-26,Région,RSS06,06 - Montréal,13057,18,0,353370,2637,1,13075,356008,18.395152965999998,0.3166967266,1.1113185394,13198.0,89.0,357684.0,6158.0,
2021-03-27,Région,RSS06,06 - Montréal,10036,21,0,363406,2658,1,10057,366065,18.916843709000002,0.3205024359,1.132404226,10144.0,74.0,367828.0,6232.0,
2021-03-28,Région,RSS06,06 - Montréal,8943,9,0,372349,2667,1,8952,375017,19.38119167,0.3230224326,1.1488613472,9029.0,49.0,376857.0,6281.0,
2021-03-29,Région,RSS06,06 - Montréal,11054,22,0,383403,2689,1,11076,386093,19.95729377,0.32811385449999997,1.1697927483,11202.0,99.0,388059.0,6380.0,
2021-03-30,Région,RSS06,06 - Montréal,11359,48,0,394762,2737,1,11407,397500,20.549852992,0.3358795586,1.2025012767,11522.0,151.0,399581.0,6531.0,
2021-03-31,Région,RSS06,06 - Montréal,10864,44,0,405626,2781,1,10908,408408,21.11844653,0.34431383320000003,1.2368040888,11056.0,164.0,410637.0,6695.0,
2021-04-01,Région,RSS06,06 - Montréal,9232,17,0,414858,2798,1,9249,417657,21.60413732,0.35017668259999996,1.2641126243,9444.0,114.0,420081.0,6809.0,
2021-04-02,Région,RSS06,06 - Montréal,7219,28,0,422077,2826,1,7247,424904,21.985222534000002,0.35583381799999997,1.2865868805,7410.0,110.0,427491.0,6919.0,
2021-04-03,Région,RSS06,06 - Montréal,5395,17,0,427472,2843,1,5412,430316,22.27029073,0.35907381380000003,1.3027868592,5543.0,63.0,433034.0,6982.0,
2021-04-04,Région,RSS06,06 - Montréal,3473,12,0,430945,2855,1,3485,433801,22.452656205,0.361850953,1.3123011324,3546.0,54.0,436580.0,7036.0,
2021-04-05,Région,RSS06,06 - Montréal,3947,21,0,434892,2876,1,3968,437769,22.665570211,0.36869094399999996,1.3258268289,4140.0,133.0,440720.0,7169.0,
2021-04-06,Région,RSS06,06 - Montréal,4215,69,0,439107,2945,1,4284,442053,22.893809910999998,0.37871950229999995,1.3461410879,4438.0,195.0,445158.0,7364.0,
2021-04-07,Région,RSS06,06 - Montréal,6159,79,0,445266,3024,1,6238,448291,23.223209478,0.38818234700000004,1.3698496282,6405.0,184.0,451563.0,7548.0,
2021-04-08,Région,RSS06,06 - Montréal,10827,67,0,456093,3091,1,10894,459185,23.795608725999998,0.3972337636,1.4013238725,11130.0,176.0,462693.0,7724.0,
2021-04-09,Région,RSS06,06 - Montréal,11737,98,0,467830,3189,1,11835,471020,24.415116483000002,0.40715946490000005,1.4379923958,12046.0,193.0,474739.0,7917.0,
2021-04-10,Région,RSS06,06 - Montréal,7036,26,0,474866,3215,1,7062,478082,24.788281707,0.4118908872,1.4584095118,7256.0,92.0,481995.0,8009.0,
2021-04-11,Région,RSS06,06 - Montréal,6280,15,0,481146,3230,1,6295,484377,25.118246987,0.416056596,1.474660919,6416.0,81.0,488411.0,8090.0,
2021-04-12,Région,RSS06,06 - Montréal,10372,162,0,491518,3392,1,10534,494911,25.664109127,0.4317422897,1.51415801,10614.0,305.0,499025.0,8395.0,
2021-04-13,Région,RSS06,06 - Montréal,11602,435,0,503120,3827,1,12037,506948,26.272148328000004,0.45961653880000003,1.5636322307,11823.0,542.0,510848.0,8937.0,
2021-04-14,Région,RSS06,06 - Montréal,11308,452,0,514428,4279,1,11760,518708,26.864758978,0.48903364299999996,1.6142893069,11523.0,572.0,522371.0,9509.0,
2021-04-15,Région,RSS06,06 - Montréal,11075,356,1,525503,4635,2,11432,530140,27.44800964,0.5143878954,1.6676206653999999,11341.0,493.0,533712.0,10002.0,
2021-04-16,Région,RSS06,06 - Montréal,11496,228,0,536999,4863,2,11724,541864,28.050957419,0.5321821577,1.71524346,11724.0,346.0,545436.0,10348.0,
2021-04-17,Région,RSS06,06 - Montréal,8448,168,0,545447,5031,2,8616,550480,28.49468255,0.5447821411,1.7510891271,8628.0,245.0,554064.0,10593.0,
2021-04-18,Région,RSS06,06 - Montréal,6411,131,0,551858,5162,2,6542,557022,28.830922108000003,0.5547592709,1.7775748066,6538.0,194.0,560602.0,10787.0,
2021-04-19,Région,RSS06,06 - Montréal,8813,606,0,560671,5768,2,9419,566441,29.295732926,0.5933820772999999,1.8358433015,9038.0,751.0,569640.0,11538.0,
2021-04-20,Région,RSS06,06 - Montréal,9477,1455,1,570148,7223,3,10933,577374,29.798189408000002,0.6767991105,1.9348431713,9770.0,1622.0,579410.0,13160.0,
2021-04-21,Région,RSS06,06 - Montréal,15157,1566,0,585305,8789,3,16723,594097,30.595125504000002,0.7665418496999999,2.0530773016999997,15496.0,1745.0,594906.0,14905.0,
2021-04-22,Région,RSS06,06 - Montréal,12971,1098,2,598276,9887,5,14071,608168,31.280153175,0.8294389098999999,2.1422543273,13320.0,1223.0,608226.0,16128.0,
2021-04-23,Région,RSS06,06 - Montréal,11612,772,0,609888,10659,5,12384,620552,31.893078083000002,0.8764445623999999,2.2143056612,11918.0,914.0,620144.0,17042.0,
2021-04-24,Région,RSS06,06 - Montréal,6991,313,0,616879,10972,5,7304,627856,32.263003311,0.898250248,2.2500998999,7193.0,424.0,627337.0,17466.0,
2021-04-25,Région,RSS06,06 - Montréal,5038,69,0,621917,11041,5,5107,632963,32.53048296,0.9056559526000001,2.2669684491,5201.0,144.0,632538.0,17610.0,
2021-04-26,Région,RSS06,06 - Montréal,7055,1132,1,628972,12173,6,8188,641151,32.906991037,0.9708158669,2.3434940628,7321.0,1267.0,639859.0,18877.0,
2021-04-27,Région,RSS06,06 - Montréal,6174,2139,2,635146,14312,8,8315,649466,33.237470601999995,1.0878157132,2.460082481,6426.0,2275.0,646285.0,21152.0,
2021-04-28,Région,RSS06,06 - Montréal,7117,2629,1,642263,16941,9,9747,659213,33.617887245,1.2307355253,2.5992994409,7397.0,2779.0,653682.0,23931.0,
2021-04-29,Région,RSS06,06 - Montréal,7389,2921,0,649652,19862,9,10310,669523,34.012138155,1.387489605,2.7463335333999996,7666.0,3048.0,661348.0,26979.0,
2021-04-30,Région,RSS06,06 - Montréal,7475,3264,4,657127,23126,13,10743,680266,34.411686202,1.5636836591999999,2.9146075979000003,7769.0,3426.0,669117.0,30405.0,
2021-05-01,Région,RSS06,06 - Montréal,6348,1589,2,663475,24715,15,7939,688205,34.7499829,1.6505464021,3.0054817642000002,6578.0,1689.0,675695.0,32094.0,
2021-05-02,Région,RSS06,06 - Montréal,6517,1472,1,669992,26187,16,7990,696195,35.093268163000005,1.7312891531999999,3.0916245082,6675.0,1570.0,682370.0,33664.0,
2021-05-03,Région,RSS06,06 - Montréal,8133,2463,1,678125,28650,17,10597,706792,35.528610448,1.8649518346,3.2315614670999997,8465.0,2599.0,690835.0,36263.0,
2021-05-04,Région,RSS06,06 - Montréal,12123,2102,1,690248,30752,18,14226,721018,36.173009601,1.9821573949000002,3.3630641513999997,12530.0,2279.0,703365.0,38542.0,
2021-05-05,Région,RSS06,06 - Montréal,13573,2168,3,703821,32920,21,15744,736762,36.893214369,2.1026543794,3.5027953963,14004.0,2343.0,717369.0,40885.0,
2021-05-06,Région,RSS06,06 - Montréal,16912,2016,1,720733,34936,22,18929,755691,37.787658908000004,2.2161570873,3.6413437856999997,17392.0,2207.0,734761.0,43092.0,
2021-05-07,Région,RSS06,06 - Montréal,14690,2156,1,735423,37092,23,16847,772538,38.565926456,2.3362426438,3.7816407441,15133.0,2335.0,749894.0,45427.0,
2021-05-08,Région,RSS06,06 - Montréal,14840,699,0,750263,37791,23,15539,788077,39.346611144,2.3802140146,3.8567777882,15180.0,855.0,765074.0,46282.0,
2021-05-09,Région,RSS06,06 - Montréal,13699,509,0,763962,38300,23,14208,802285,40.065787342,2.4118939728999997,3.9155605681,13984.0,616.0,779058.0,46898.0,
2021-05-10,Région,RSS06,06 - Montréal,16481,1526,1,780443,39826,24,18008,820293,40.937809053,2.4976767173,4.0304518457,16956.0,1668.0,796014.0,48566.0,
2021-05-11,Région,RSS06,06 - Montréal,16380,1809,0,796823,41635,24,18189,838482,41.803556487,2.5991451554,4.1601031039,16834.0,1973.0,812848.0,50539.0,
2021-05-12,Région,RSS06,06 - Montréal,19104,2260,0,815927,43895,24,21364,859846,42.81160659,2.7234992776999998,4.3153657569,19601.0,2418.0,832449.0,52957.0,
2021-05-13,Région,RSS06,06 - Montréal,20242,2688,0,836169,46583,24,22930,882776,43.878748045,2.8695048001,4.492896952200001,20750.0,2839.0,853199.0,55796.0,
2021-05-14,Région,RSS06,06 - Montréal,19975,2728,6,856144,49311,30,22709,905485,44.931232376000004,3.0189560322,4.6830281308999995,20465.0,2906.0,873664.0,58702.0,
2021-05-15,Région,RSS06,06 - Montréal,18312,897,0,874456,50208,30,19209,924694,45.895105395,3.0723902477,4.7772451499,18742.0,1039.0,892406.0,59741.0,
2021-05-16,Région,RSS06,06 - Montréal,16989,380,0,891445,50588,30,17369,942063,46.786772795,3.0967673585,4.8351022167,17338.0,474.0,909744.0,60215.0,
2021-05-17,Région,RSS06,06 - Montréal,17820,2621,1,909265,53209,31,20442,962505,47.726731558999994,3.2395328851999996,5.0095477017,18277.0,2776.0,928021.0,62991.0,
2021-05-18,Région,RSS06,06 - Montréal,16606,2456,1,925871,55665,32,19063,981568,48.608524686,3.3731955667,5.1774617668000005,17146.0,2599.0,945167.0,65590.0,
2021-05-19,Région,RSS06,06 - Montréal,17448,2865,0,943319,58530,32,20313,1001881,49.534957754,3.5294353613,5.364352949700001,18014.0,3038.0,963181.0,68628.0,
2021-05-20,Région,RSS06,06 - Montréal,18294,2571,0,961613,61101,32,20865,1022746,50.507573619,3.673023744,5.5430670005,18912.0,2792.0,982093.0,71420.0,
2021-05-21,Région,RSS06,06 - Montréal,16415,2890,0,978028,63991,32,19305,1042051,51.384172467,3.8339435325,5.7358724614,17045.0,3129.0,999138.0,74549.0,
2021-05-22,Région,RSS06,06 - Montréal,17248,809,0,995276,64800,32,18057,1060108,52.294508413,3.8838806098000003,5.8239694885,17701.0,971.0,1016839.0,75520.0,
2021-05-23,Région,RSS06,06 - Montréal,15903,698,1,1011179,65498,33,16602,1076710,53.128370174,3.9246634133,5.8930893977,16214.0,793.0,1033053.0,76313.0,
2021-05-24,Région,RSS06,06 - Montréal,13936,1938,1,1025115,67436,34,15875,1092585,53.864672064,4.0333832704,6.0272663642,14317.0,2114.0,1047370.0,78427.0,
