Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;24;301;224,2;10021;7464,7;0;;476;354,6
Anjou;-2;79;184,6;3391;7923,6;< 5;n.p.;76;177,6
Baie D'urfé;0;6;n.p.;88;2301,9;0;;< 5;n.p.
Beaconsfield;0;19;* 98,3;444;2297,7;0;;19;* 98,3
Côte-des-Neiges–Notre-Dame-de-Grâce;20;263;157,9;11443;6871,8;< 5;n.p.;359;215,6
Côte-Saint-Luc;5;59;181,8;2692;8296,4;0;;112;345,2
Dollard-des-Ormeaux;< 5;116;237,2;2685;5490,9;0;;120;245,4
Dorval;< 5;11;* 58;782;4120,1;0;;67;353
Hampstead;0;13;* 186,4;379;5435,3;0;;5;n.p.
Kirkland;< 5;39;193,5;707;3508,5;0;;33;* 163,8
Lachine;10;71;159,6;2891;6498,2;0;;169;379,9
LaSalle;12;219;285;5374;6992,6;0;;238;309,7
L'Île-Bizard–Sainte-Geneviève;0;22;* 119,5;1029;5588,4;0;;74;401,9
Mercier–Hochelaga-Maisonneuve;-1;129;94,8;8426;6194,5;< 5;n.p.;444;326,4
Montréal Est;0;< 5;n.p.;265;6883,1;0;;9;* 233,8
Montréal-Nord;22;229;271,9;8725;10358,1;< 5;n.p.;329;390,6
Montréal-Ouest;0;< 5;n.p.;167;3306,9;0;;< 5;n.p.
Mont-Royal;< 5;19;* 93,7;1102;5435;0;;93;458,7
Outremont;< 5;37;154,5;1244;5193,3;< 5;n.p.;25;* 104,4
Pierrefonds–Roxboro;< 5;179;258,3;4047;5840,1;< 5;n.p.;83;119,8
Plateau Mont-Royal;7;200;192,3;4477;4304,8;0;;172;165,4
Pointe-Claire;< 5;57;181,6;1046;3333,3;0;;53;168,9
Rivière-des-Prairies–Pointe-aux-Trembles;5;155;145,2;8681;8132,6;< 5;n.p.;313;293,2
Rosemont–La Petite Patrie;< 5;131;93,8;6813;4880,7;0;;321;230
Sainte-Anne-de-Bellevue;< 5;< 5;n.p.;133;2682,5;0;;12;* 242
Saint-Laurent;23;396;400,7;7940;8034,2;0;;151;152,8
Saint-Léonard;< 5;159;203,1;7519;9602,2;< 5;n.p.;136;173,7
Senneville;0;< 5;n.p.;23;* 2497,3;0;;0;
Sud-Ouest;< 5;112;143,3;3688;4719,1;0;;204;261
Verdun;< 5;38;54,9;3040;4391,2;< 5;n.p.;195;281,7
Ville-Marie;12;127;142,4;4546;5098,1;< 5;n.p.;118;132,3
Villeray–Saint-Michel–Parc-Extension;18;355;246,8;10570;7347,8;< 5;n.p.;192;133,5
Westmount;< 5;10;* 49,2;700;3446,2;0;;58;285,5
Territoire à confirmer;6;39;;1860;;0;;25;
Total à Montréal;194;3598;174,2;126938;6145,2;21;*1;4687;226,9
