group,1d,2d,3d,pop 2021
0-4,249,54,8,428991
5-11,429018,312906,256,650347
12-17,529648,502617,72339,529446
18-29,1109790,1049040,408374,1216440
30-39,1017869,976660,479240,1118629
40-49,1025405,999645,617452,1115327
50-59,1078993,1052754,771134,1155183
60-69,1114665,1103293,972173,1168854
70-79,753400,752409,707394,783129
80 plus,400407,400580,380579,425520
Total 5+,7459195,7149904,4408941,8162875
Total,7459444,7149958,4408949,8591866
