CIUSSS;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
CIUSSS de l'Ouest-de-l'Île-de-Montréal;19;212;56,7;22761;6083,9;< 5;n.p.;904;241,6
CIUSSS du Centre-Ouest-de-l'Île-de-Montréal ;24;400;106,1;26222;6953,1;< 5;n.p.;769;203,9
CIUSSS du Centre-Sud-de-l'Île-de-Montréal ;19;352;107,5;16830;5138,3;< 5;n.p.;654;199,7
CIUSSS du Nord-de-l'Île-de-Montréal ;36;370;82,2;37257;8281,2;< 5;n.p.;1125;250,1
CIUSSS de l'Est-de-l'Île-de-Montréal ;85;685;127,6;45158;8409,7;< 5;n.p.;1369;254,9
Territoire à confirmer;9;72;;2532;;0;;26;
Total à Montréal;192;2091;101,2;150760;7298,4;12;* 0,6;4847;234,6
