Date;Doses du vaccin COVID-19 reçues (cumulatif);Doses du vaccin COVID-19 administrées (cumulatif)
2021-06-28;9937295;8161356
2021-06-27;9728169;8058515
2021-06-26;9728169;7983391
2021-06-25;9725789;7886408
2021-06-24;9642099;7769250
2021-06-23;9640699;7701004
2021-06-22;8802479;7580769
