Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;18;240;178,8;3013;2244,4;0;;359;267,4
Anjou;< 5;92;215;936;2187,1;< 5;n.p.;52;121,5
Baie D'urfé;< 5;< 5;n.p.;35;* 915,5;0;;< 5;n.p.
Beaconsfield;< 5;17;* 88;92;476,1;0;;9;* 46,6
Côte-des-Neiges–Notre-Dame-de-Grâce;50;448;269;3163;1899,5;< 5;n.p.;264;158,5
Côte-Saint-Luc;12;141;434,5;793;2443,9;< 5;n.p.;66;203,4
Dollard-des-Ormeaux;< 5;71;145,2;619;1265,9;0;;85;173,8
Dorval;0;16;* 84,3;239;1259,2;0;;50;263,4
Hampstead;5;33;* 473,3;114;1634,9;0;;< 5;n.p.
Kirkland;< 5;23;* 114,1;175;868,4;0;;23;* 114,1
Lachine;< 5;53;119,1;809;1818,4;0;;101;227
LaSalle;9;103;134;1514;1970;0;;184;239,4
L'Île-Bizard–Sainte-Geneviève;< 5;22;* 119,5;266;1444,6;0;;46;249,8
Mercier–Hochelaga-Maisonneuve;25;245;180,1;3019;2219,5;0;;375;275,7
Montréal Est;0;8;n.p.;61;1584,4;0;;5;n.p.
Montréal-Nord;18;262;311;3215;3816,7;0;;248;294,4
Montréal-Ouest;< 5;5;n.p.;42;831,7;0;;< 5;n.p.
Mont-Royal;< 5;30;* 148;350;1726,2;0;;78;384,7
Outremont;0;79;329,8;537;2241,8;< 5;n.p.;13;* 54,3
Pierrefonds–Roxboro;8;126;181,8;792;1142,9;0;;38;54,8
Plateau Mont-Royal;10;201;193,3;1592;1530,8;< 5;n.p.;143;137,5
Pointe-Claire;7;32;* 102;283;901,8;0;;40;127,5
Rivière-des-Prairies–Pointe-aux-Trembles;13;229;214,5;2735;2562,2;< 5;n.p.;243;227,6
Rosemont–La Petite Patrie;12;221;158,3;2253;1614;0;;239;171,2
Sainte-Anne-de-Bellevue;0;6;n.p.;26;* 524,4;0;;< 5;n.p.
Saint-Laurent;29;263;266,1;1660;1679,7;0;;121;122,4
Saint-Léonard;12;189;241,4;1635;2088;0;;63;80,5
Senneville;0;< 5;n.p.;< 5;n.p.;0;;0;
Sud-Ouest;10;156;199,6;1373;1756,9;0;;182;232,9
Verdun;< 5;90;130;1209;1746,4;0;;159;229,7
Ville-Marie;12;245;274,8;1635;1833,6;< 5;n.p.;90;100,9
Villeray–Saint-Michel–Parc-Extension;27;347;241,2;3090;2148;0;;133;92,5
Westmount;< 5;17;* 83,7;250;1230,8;0;;37;182,2
Territoire à confirmer;-2;139;;899;;0;;44;
Total à Montréal;296;4153;201;38427;1860,3;13;*0,6;3501;169,5
