date,Regroupement,Croisement,Nom,new_doses_1d,new_doses_2d,total_doses_1d,total_doses_2d,new_doses,total_doses,perc_1d,perc_2d,cvac_cum_tot_ade_p,per_quo_1_n,per_quo_2_n,per_cum_1_n,per_cum_2_n,vac_quo_tot_m
2020-12-14,Région,RSS06,06 - Montréal,143,0,143,0,143,143,0.006753060799999999,0.0,0.0023895445999999997,130.0,0.0,130.0,0.0,
2020-12-15,Région,RSS06,06 - Montréal,358,0,501,0,358,501,0.0250382717,0.0,0.005869968299999999,352.0,0.0,482.0,0.0,
2020-12-16,Région,RSS06,06 - Montréal,285,0,786,0,285,786,0.0400508454,0.0,0.0072205804,289.0,0.0,771.0,0.0,
2020-12-17,Région,RSS06,06 - Montréal,279,0,1065,0,279,1065,0.0549075792,0.0,0.0081556196,286.0,0.0,1057.0,0.0,
2020-12-18,Région,RSS06,06 - Montréal,140,0,1205,0,140,1205,0.0626476258,0.0,0.0092464987,149.0,0.0,1206.0,0.0,
2020-12-19,Région,RSS06,06 - Montréal,79,0,1284,0,79,1284,0.0668553022,0.0,0.0098179115,81.0,0.0,1287.0,0.0,
2020-12-20,Région,RSS06,06 - Montréal,80,0,1364,0,80,1364,0.0712188184,0.0,0.010441271,84.0,0.0,1371.0,0.0,
2020-12-21,Région,RSS06,06 - Montréal,317,0,1681,0,317,1681,0.08732227109999999,0.0,0.0141294811,310.0,0.0,1681.0,0.0,
2020-12-22,Région,RSS06,06 - Montréal,571,0,2252,0,571,2252,0.11521760699999999,0.0,0.0231162467,537.0,0.0,2218.0,0.0,
2020-12-23,Région,RSS06,06 - Montréal,476,0,2728,0,476,2728,0.1396325192,0.0,0.0261291507,470.0,0.0,2688.0,0.0,
2020-12-24,Région,RSS06,06 - Montréal,191,0,2919,0,191,2919,0.14955432400000002,0.0,0.0275836561,191.0,0.0,2879.0,0.0,
2020-12-25,Région,RSS06,06 - Montréal,0,0,2919,0,0,2919,0.1501257368,0.0,0.0275836561,11.0,0.0,2890.0,0.0,
2020-12-26,Région,RSS06,06 - Montréal,222,0,3141,0,222,3141,0.1618137267,0.0,0.029713467599999998,225.0,0.0,3115.0,0.0,
2020-12-27,Région,RSS06,06 - Montréal,194,0,3335,0,194,3335,0.172618624,0.0,0.0308043467,208.0,0.0,3323.0,0.0,
2020-12-28,Région,RSS06,06 - Montréal,589,0,3924,0,589,3924,0.2044099565,0.0,0.035739275699999996,612.0,0.0,3935.0,0.0,
2020-12-29,Région,RSS06,06 - Montréal,561,0,4485,0,561,4485,0.23500651670000003,0.0,0.0392196994,589.0,0.0,4524.0,0.0,
2020-12-30,Région,RSS06,06 - Montréal,567,0,5052,0,567,5052,0.265447237,0.0,0.0438429487,586.0,0.0,5110.0,0.0,
2020-12-31,Région,RSS06,06 - Montréal,39,0,5091,0,39,5091,0.2682523546,0.0,0.043998788600000005,54.0,0.0,5164.0,0.0,
2021-01-01,Région,RSS06,06 - Montréal,5,0,5096,0,5,5096,0.26923934039999997,0.0,0.044102681799999995,19.0,0.0,5183.0,0.0,
2021-01-02,Région,RSS06,06 - Montréal,13,0,5109,0,13,5109,0.2706938458,0.0,0.044102681799999995,28.0,0.0,5211.0,0.0,
2021-01-03,Région,RSS06,06 - Montréal,13,0,5122,0,13,5122,0.2723561377,0.0,0.044102681799999995,32.0,0.0,5243.0,0.0,
2021-01-04,Région,RSS06,06 - Montréal,575,0,5697,0,575,5697,0.3024332317,0.0,0.05366086019999999,579.0,0.0,5822.0,0.0,
2021-01-05,Région,RSS06,06 - Montréal,1901,0,7598,0,1901,7598,0.3996773076,0.0001038932,0.07869913190000001,1872.0,2.0,7694.0,2.0,
2021-01-06,Région,RSS06,06 - Montréal,2724,1,10322,1,2725,10323,0.5383747876,0.0003636264,0.1099190516,2670.0,5.0,10364.0,7.0,
2021-01-07,Région,RSS06,06 - Montréal,4111,0,14433,1,4111,14434,0.7425250109999999,0.0006753061,0.164514951,3930.0,6.0,14294.0,13.0,
2021-01-08,Région,RSS06,06 - Montréal,3774,1,18207,2,3775,18209,0.9338963655,0.0011947722999999999,0.2115785903,3684.0,10.0,17978.0,23.0,
