CIUSSS;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
CIUSSS de l'Ouest-de-l'Île-de-Montréal;38;490;131;21571;5765,8;0;;889;237,6
CIUSSS du Centre-Ouest-de-l'Île-de-Montréal ;37;442;117,2;24836;6585,6;0;;762;202,1
CIUSSS du Centre-Sud-de-l'Île-de-Montréal ;31;345;105,3;15898;4853,7;0;;647;197,5
CIUSSS du Nord-de-l'Île-de-Montréal ;65;873;194;35560;7904;< 5;n.p.;1108;246,3
CIUSSS de l'Est-de-l'Île-de-Montréal ;80;1183;220,3;42510;7916,6;6;n.p.;1353;252
Territoire à confirmer;12;85;;2455;;0;;26;
Total à Montréal;263;3418;165,5;142830;6914,5;9;n.p.;4785;231,6
