,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,4056,0,4033,23,54,1,3994,8,196934.5,2059.57,4.07,27.42,2
02,02 - Saguenay-Lac-Saint-Jean,11191,10,10971,220,271,0,10885,35,277505,4032.72,12.62,97.66,10
03,03 - Capitale-Nationale,33708,15,33353,355,1121,0,32446,141,757803,4448.12,18.55,147.93,13
04,04 - Mauricie et Centre-du-Québec,16634,24,16396,238,564,0,15850,220,523331.5,3178.48,41.96,107.77,26
05,05 - Estrie,16073,47,15561,512,356,0,15455,262,494966.5,3247.29,52.74,71.92,37
06,06 - Montréal,142830,263,139894,2936,4785,0,135664,2381,2072060.5,6893.14,114.56,230.93,334
07,07 - Outaouais,13507,23,13061,446,217,0,13073,217,402744,3353.74,53.65,53.88,33
08,08 - Abitibi-Témiscamingue,1222,2,1189,33,9,0,1209,4,147637,827.71,2.71,6.10,1
09,09 - Côte-Nord,600,0,581,19,4,0,593,3,89700.5,668.89,3.36,4.46,0
10,10 - Nord-du-Québec,134,0,132,2,0,0,134,0,13521.5,991.01,0.00,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2131,0,2111,20,47,0,2062,22,89823,2372.44,24.54,52.33,7
12,12 - Chaudière-Appalaches,20191,29,19917,274,370,0,19493,328,431109.5,4683.50,75.94,85.83,30
13,13 - Laval,35248,68,33338,1910,927,0,33630,691,444658.5,7926.98,154.73,208.47,106
14,14 - Lanaudière,26132,44,25421,711,518,0,25083,531,522367,5002.61,101.21,99.16,85
15,15 - Laurentides,23465,67,22861,604,514,0,22242,709,630238,3723.20,111.92,81.56,52
16,16 - Montérégie,55633,84,53692,1941,1565,0,53035,1033,1438226,3868.17,71.55,108.81,127
17,17 - Nunavik,50,0,48,2,0,0,50,0,14336.5,348.76,0.00,0.00,0
18,18 - Terres-Cries-de-la-Baie-James,142,0,142,0,4,0,136,2,18507,767.28,10.74,21.61,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,753,3,748,5,0,0,737,16,.,.,.,.,0
999,Ensemble du Québec,403704,679,393452,10252,11326,1,385775,6603,8565469.5,4713.16,76.85,132.23,863

