group,1d,2d,3d,pop 2021
0-4,581,55,8,428991
5-11,433745,327082,423,650347
12-17,531494,507850,93576,529446
18-29,1113112,1054468,432465,1216440
30-39,1021063,981552,499244,1118629
40-49,1027633,1003432,638231,1115327
50-59,1080580,1055258,788152,1155183
60-69,1116195,1104888,988107,1168854
70-79,754298,753295,718002,783129
80 plus,400747,401190,387046,425520
Total 5+,7478867,7189015,4545246,8162875
Total,7479448,7189070,4545254,8591866
