Date;Doses du vaccin COVID-19 reçues (cumulatif);Doses du vaccin COVID-19 administrées (cumulatif)
2021-05-29;5887119;5503277
2021-05-28;5887119;5407972
2021-05-27;5887119;5311516
2021-05-26;5877419;5208256
2021-05-25;5877419;5120026
2021-05-24;5829449;5059909
2021-05-23;5829449;5007529
