Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;38;466;347,1;8180;6093,3;11;*8,2;450;335,2
Anjou;< 5;198;462,7;2714;6341,7;< 5;n.p.;68;158,9
Baie D'urfé;0;0;;67;1752,6;0;;< 5;n.p.
Beaconsfield;0;16;* 82,8;349;1806;0;;17;* 88
Côte-des-Neiges–Notre-Dame-de-Grâce;22;498;299,1;8992;5400;7;n.p.;338;203
Côte-Saint-Luc;13;107;329,8;2041;6290,1;< 5;n.p.;108;332,8
Dollard-des-Ormeaux;13;94;192,2;2060;4212,8;< 5;n.p.;118;241,3
Dorval;< 5;48;252,9;640;3372;0;;67;353
Hampstead;< 5;17;* 243,8;311;4460,1;< 5;n.p.;< 5;n.p.
Kirkland;0;21;* 104,2;512;2540,8;0;;31;* 153,8
Lachine;9;179;402,3;2401;5396,8;< 5;n.p.;164;368,6
LaSalle;18;202;262,8;4286;5576,9;< 5;n.p.;231;300,6
L'Île-Bizard–Sainte-Geneviève;< 5;28;* 152,1;826;4486;0;;72;391
Mercier–Hochelaga-Maisonneuve;19;398;292,6;6969;5123,4;< 5;n.p.;424;311,7
Montréal Est;-1;12;* 311,7;214;5558,4;< 5;n.p.;7;n.p.
Montréal-Nord;33;380;451,1;7536;8946,5;< 5;n.p.;320;379,9
Montréal-Ouest;0;< 5;n.p.;121;2396;0;;< 5;n.p.
Mont-Royal;< 5;53;261,4;906;4468,3;< 5;n.p.;92;453,7
Outremont;< 5;40;167;1020;4258,2;< 5;n.p.;21;* 87,7
Pierrefonds–Roxboro;17;163;235,2;3058;4412,9;< 5;n.p.;76;109,7
Plateau Mont-Royal;5;232;223,1;3575;3437,5;0;;166;159,6
Pointe-Claire;< 5;20;* 63,7;806;2568,5;< 5;n.p.;51;162,5
Rivière-des-Prairies–Pointe-aux-Trembles;25;444;416;7281;6821,1;< 5;n.p.;302;282,9
Rosemont–La Petite Patrie;16;250;179,1;5715;4094,1;< 5;n.p.;314;224,9
Sainte-Anne-de-Bellevue;< 5;< 5;n.p.;110;2218,6;0;;12;* 242
Saint-Laurent;29;439;444,2;5778;5846,5;7;n.p.;135;136,6
Saint-Léonard;25;518;661,5;6134;7833,5;7;n.p.;117;149,4
Senneville;0;0;;21;* 2280,1;0;;0;
Sud-Ouest;5;118;151;3097;3962,8;< 5;n.p.;202;258,5
Verdun;6;122;176,2;2478;3579,4;5;n.p.;191;275,9
Ville-Marie;10;178;199,6;3820;4284;< 5;n.p.;112;125,6
Villeray–Saint-Michel–Parc-Extension;34;526;365,7;8598;5976,9;5;n.p.;172;119,6
Westmount;0;17;* 83,7;597;2939,1;0;;55;270,8
Territoire à confirmer;< 5;62;;1659;;< 5;;24;
Total à Montréal;353;5851;283,3;102872;4980,1;78;3,8;4467;216,3
