Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;13;170;126,6;3295;2454,5;0;;372;277,1
Anjou;< 5;84;196,3;1033;2413,8;0;;50;116,8
Baie D'urfé;0;< 5;n.p.;37;967,8;0;;< 5;n.p.
Beaconsfield;5;19;* 98,3;119;615,8;0;;8;n.p.
Côte-des-Neiges–Notre-Dame-de-Grâce;21;390;234,2;3698;2220,8;< 5;n.p.;274;164,5
Côte-Saint-Luc;11;143;440,7;971;2992,5;< 5;n.p.;63;194,2
Dollard-des-Ormeaux;< 5;76;155,4;744;1521,5;< 5;n.p.;89;182
Dorval;< 5;16;* 84,3;314;1654,4;0;;61;321,4
Hampstead;0;< 5;n.p.;120;1720,9;0;;< 5;n.p.
Kirkland;< 5;21;* 104,2;207;1027,2;0;;27;* 134
Lachine;11;98;220,3;913;2052,2;0;;108;242,8
LaSalle;15;160;208,2;1771;2304,4;0;;185;240,7
L'Île-Bizard–Sainte-Geneviève;< 5;9;* 48,9;286;1553,3;< 5;n.p.;50;271,5
Mercier–Hochelaga-Maisonneuve;9;178;130,9;3338;2454;0;;389;286
Montréal Est;-1;5;n.p.;65;1688,3;0;;< 5;n.p.
Montréal-Nord;9;164;194,7;3510;4167;< 5;n.p.;253;300,4
Montréal-Ouest;< 5;5;n.p.;46;910,9;0;;< 5;n.p.
Mont-Royal;-2;25;* 123,3;468;2308,1;0;;90;443,9
Outremont;< 5;23;* 96;565;2358,7;0;;11;* 45,9
Pierrefonds–Roxboro;9;139;200,6;954;1376,7;< 5;n.p.;40;57,7
Plateau Mont-Royal;6;63;60,6;1683;1618,3;0;;129;124
Pointe-Claire;0;21;* 66,9;294;936,9;0;;32;* 102
Rivière-des-Prairies–Pointe-aux-Trembles;11;137;128,3;2988;2799,2;0;;253;237
Rosemont–La Petite Patrie;15;217;155,5;2584;1851,1;< 5;n.p.;242;173,4
Sainte-Anne-de-Bellevue;0;0;;24;* 484,1;0;;< 5;n.p.
Saint-Laurent;14;215;217,5;1966;1989,3;< 5;n.p.;105;106,2
Saint-Léonard;7;163;208,2;1849;2361,3;0;;52;66,4
Senneville;0;< 5;n.p.;7;n.p.;0;;0;
Sud-Ouest;7;102;130,5;1502;1921,9;< 5;n.p.;181;231,6
Verdun;-1;66;95,3;1317;1902,4;< 5;n.p.;166;239,8
Ville-Marie;8;148;166;1835;2057,9;< 5;n.p.;84;94,2
Villeray–Saint-Michel–Parc-Extension;18;336;233,6;3546;2465;5;n.p.;135;93,8
Westmount;0;13;* 64;275;1353,9;< 5;n.p.;38;187,1
Territoire à confirmer;8;54;;965;;< 5;;38;
Total à Montréal;205;3269;158,3;43289;2095,7;24;*1,2;3538;171,3
