No,RSS,NoRLS,RLS,Cas,Cas actifs,Population,Cas pour 100 000,Cas actifs pour 100 000
01,01 - Bas-Saint-Laurent,0111,0111 - RLS de Kamouraska,1921,135,20859.333333,9209.31,648.35
01,01 - Bas-Saint-Laurent,0112,0112 - RLS de Rivière-du-Loup,3955,307,35045.666667,11285.28,871.99
01,01 - Bas-Saint-Laurent,0113,0113 - RLS de Témiscouata,1601,87,19215,8332.03,454.12
01,01 - Bas-Saint-Laurent,0114,0114 - RLS des Basques,770,103,8566.3333333,8988.68,1207.50
01,01 - Bas-Saint-Laurent,0115,0115 - RLS de Rimouski,4799,376,57767,8307.51,649.35
01,01 - Bas-Saint-Laurent,0116,0116 - RLS de La Mitis,1448,103,17995,8046.68,574.87
01,01 - Bas-Saint-Laurent,0117,0117 - RLS de Matane,1431,93,20715.666667,6907.82,450.84
01,01 - Bas-Saint-Laurent,0118,0118 - RLS de La Matapédia,1562,86,17574.333333,8887.96,491.51
01,01 - Bas-Saint-Laurent,,Total (incluant inconnus),17491,1291,197738.33333,8845.53,653.13
02,02 - Saguenay-Lac-Saint-Jean,0211,0211 - RLS du Domaine-du-Roy,2616,180,31025.333333,8431.82,581.88
02,02 - Saguenay-Lac-Saint-Jean,0212,0212 - RLS de Maria-Chapdelaine,2392,87,25032.333333,9555.64,348.95
02,02 - Saguenay-Lac-Saint-Jean,0213,0213 - RLS de Lac-Saint-Jean-Est,5538,199,52510,10546.56,378.74
02,02 - Saguenay-Lac-Saint-Jean,0214,0214 - RLS de Jonquière,6364,241,67904,9372.05,355.15
02,02 - Saguenay-Lac-Saint-Jean,0215,0215 - RLS de Chicoutimi,7466,339,79539,9386.59,425.14
02,02 - Saguenay-Lac-Saint-Jean,0216,0216 - RLS de La Baie,1942,86,22589.333333,8596.98,380.67
02,02 - Saguenay-Lac-Saint-Jean,,Total (incluant inconnus),26766,1156,278600,9607.32,414.94
03,03 - Capitale-Nationale,0311,0311 - RLS de Portneuf,5067,135,55481.666667,9132.75,241.54
03,03 - Capitale-Nationale,0312,0312 - RLS de Québec-Sud,34369,1370,323240,10632.66,420.41
03,03 - Capitale-Nationale,0313,0313 - RLS de Québec-Nord,37430,1342,354000,10573.45,376.53
03,03 - Capitale-Nationale,0314,0314 - RLS de Charlevoix,2377,150,28382,8375.03,528.19
03,03 - Capitale-Nationale,,Total (incluant inconnus),80098,3056,761103.66667,10523.93,398.65
04,04 - Mauricie et Centre-du-Québec,0411,0411 - RLS du Haut-Saint-Maurice,1939,63,15084,12854.68,417.63
04,04 - Mauricie et Centre-du-Québec,0412,0412 - RLS de la Vallée de la Batiscan,1868,80,25787,7243.96,309.67
04,04 - Mauricie et Centre-du-Québec,0413,0413 - RLS de Maskinongé,2007,65,22901,8763.81,283.95
04,04 - Mauricie et Centre-du-Québec,0414,0414 - RLS du Centre-de-la-Mauricie,5492,297,65575.666667,8375.06,450.40
04,04 - Mauricie et Centre-du-Québec,0415,0415 - RLS de Trois-Rivières,14846,693,145489,10204.21,473.62
