Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;43;381;283,8;20745;15453,1;0;;528;393,3
Anjou;10;89;208;7051;16475,8;< 5;n.p.;86;201
Baie D'urfé;< 5;11;* 287,7;319;8344,2;0;;< 5;n.p.
Beaconsfield;< 5;64;331,2;1660;8590,4;0;;26;* 134,5
Côte-des-Neiges–Notre-Dame-de-Grâce;46;460;276,2;24718;14843,9;< 5;n.p.;410;246,2
Côte-Saint-Luc;13;157;483,9;5615;17304,6;0;;129;397,6
Dollard-des-Ormeaux;13;151;308,8;6421;13131,1;0;;131;267,9
Dorval;11;77;405,7;2202;11601,7;0;;70;368,8
Hampstead;11;82;1176;1199;17194,9;0;;6;n.p.
Kirkland;9;69;342,4;2057;10207,9;0;;40;198,5
Lachine;15;132;296,7;6508;14628,3;0;;191;429,3
LaSalle;18;186;242;11432;14875,2;0;;260;338,3
L'Île-Bizard–Sainte-Geneviève;< 5;44;239;2491;13528,5;0;;79;429
Mercier–Hochelaga-Maisonneuve;30;435;319,8;20104;14779,7;0;;500;367,6
Montréal Est;< 5;14;* 363,6;679;17636,4;0;;11;* 285,7
Montréal-Nord;10;139;165;15526;18432;< 5;n.p.;389;461,8
Montréal-Ouest;< 5;21;* 415,8;594;11762,4;0;;< 5;n.p.
Mont-Royal;12;103;508;2739;13508,6;0;;95;468,5
Outremont;8;93;388,2;2991;12486,4;0;;31;* 129,4
Pierrefonds–Roxboro;13;176;254;9262;13365,7;0;;103;148,6
Plateau Mont-Royal;30;440;423,1;13169;12662,5;0;;194;186,5
Pointe-Claire;< 5;83;264,5;3014;9604,8;0;;65;207,1
Rivière-des-Prairies–Pointe-aux-Trembles;18;251;235,1;18191;17041,9;0;;353;330,7
Rosemont–La Petite Patrie;36;517;370,4;18495;13249,5;0;;352;252,2
Sainte-Anne-de-Bellevue;< 5;20;* 403,4;498;10044,4;0;;14;* 282,4
Saint-Laurent;19;240;242,8;15161;15340,8;< 5;n.p.;172;174
Saint-Léonard;15;132;168,6;14639;18694,8;0;;168;214,5
Senneville;0;< 5;n.p.;91;9880,6;0;;0;
Sud-Ouest;26;261;334;10163;13004,3;< 5;n.p.;230;294,3
Verdun;23;207;299;7936;11463,4;< 5;n.p.;212;306,2
Ville-Marie;33;350;392,5;12433;13943;< 5;n.p.;155;173,8
Villeray–Saint-Michel–Parc-Extension;29;379;263,5;22428;15590,9;0;;245;170,3
Westmount;14;133;654,8;2205;10855,7;0;;64;315,1
Territoire à confirmer;31;313;;7805;;0;;31;
Total à Montréal;549;6211;300,7;290542;14065,4;7;n.p.;5346;258,8
