,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,4056,0,4033,23,54,0,3995,7,196934.5,2059.57,3.56,27.42,1
02,02 - Saguenay-Lac-Saint-Jean,11197,6,10977,220,271,0,10891,35,277505,4034.88,12.62,97.66,6
03,03 - Capitale-Nationale,33725,17,33370,355,1121,0,32463,141,757803,4450.37,18.55,147.93,17
04,04 - Mauricie et Centre-du-Québec,16662,28,16424,238,564,0,15873,225,523331.5,3183.83,42.91,107.77,23
05,05 - Estrie,16104,31,15591,513,356,0,15486,262,494966.5,3253.55,52.74,71.92,31
06,06 - Montréal,143006,176,140070,2936,4787,2,135903,2316,2072060.5,6901.63,111.43,231.03,239
07,07 - Outaouais,13516,9,13070,446,220,3,13100,196,402744,3355.98,48.46,54.63,27
08,08 - Abitibi-Témiscamingue,1222,0,1189,33,9,0,1210,3,147637,827.71,2.03,6.10,1
09,09 - Côte-Nord,600,0,581,19,4,0,594,2,89700.5,668.89,2.24,4.46,1
10,10 - Nord-du-Québec,134,0,132,2,0,0,134,0,13521.5,991.01,0.00,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2135,4,2115,20,47,0,2067,21,89823,2376.90,23.42,52.33,5
12,12 - Chaudière-Appalaches,20222,31,19948,274,370,0,19539,313,431109.5,4690.69,72.47,85.83,46
13,13 - Laval,35323,75,33412,1911,928,1,33727,668,444658.5,7943.85,149.58,208.70,97
14,14 - Lanaudière,26171,39,25461,710,518,0,25167,486,522367,5010.08,92.63,99.16,84
15,15 - Laurentides,23536,71,22932,604,514,0,22330,692,630238,3734.46,109.23,81.56,88
16,16 - Montérégie,55732,99,53792,1940,1567,2,53160,1005,1438226,3875.05,69.61,108.95,125
17,17 - Nunavik,50,0,48,2,0,0,50,0,14336.5,348.76,0.00,0.00,0
18,18 - Terres-Cries-de-la-Baie-James,142,0,142,0,5,1,136,1,18507,767.28,5.37,27.02,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,754,1,749,5,0,0,743,11,.,.,.,.,6
999,Ensemble du Québec,404291,587,394039,10252,11335,9,386572,6384,8565469.5,4720.01,74.30,132.33,797

