"Date";"Doses du vaccin COVID-19 reçues (cumulatif)";"Doses du vaccin COVID-19 administrées (cumulatif)"
2023-01-08;26562075;22796191
2023-01-07;26562075;22795971
2023-01-06;26562075;22790606
2023-01-05;26562075;22782837
2023-01-04;26562075;22774249
2023-01-03;26562075;22766697
2023-01-02;26471075;22761435
