CIUSSS;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
CIUSSS de l'Ouest-de-l'Île-de-Montréal;13;349;93,3;22189;5931;5;n.p.;896;239,5
CIUSSS du Centre-Ouest-de-l'Île-de-Montréal ;26;352;93,3;25439;6745,5;0;;766;203,1
CIUSSS du Centre-Sud-de-l'Île-de-Montréal ;16;193;58,9;16265;4965,8;< 5;n.p.;648;197,8
CIUSSS du Nord-de-l'Île-de-Montréal ;22;426;94,7;36436;8098,8;5;n.p.;1119;248,7
CIUSSS de l'Est-de-l'Île-de-Montréal ;33;687;127,9;43849;8165,9;5;n.p.;1363;253,8
Territoire à confirmer;< 5;45;;2418;;0;;26;
Total à Montréal;114;2052;99,3;146596;7096,8;16;* 0,8;4818;233,2
