No,RSS,NoRLS,RLS,Cas,Cas actifs,Population,Cas pour 100 000,Cas actifs pour 100 000
01,01 - Bas-Saint-Laurent,0111,0111 - RLS de Kamouraska,1685,74,20859.333333,8077.92,355.39
01,01 - Bas-Saint-Laurent,0112,0112 - RLS de Rivière-du-Loup,3473,123,35045.666667,9909.93,349.36
01,01 - Bas-Saint-Laurent,0113,0113 - RLS de Témiscouata,1461,43,19215,7603.43,224.45
01,01 - Bas-Saint-Laurent,0114,0114 - RLS des Basques,606,27,8566.3333333,7074.21,316.53
01,01 - Bas-Saint-Laurent,0115,0115 - RLS de Rimouski,4125,252,57767,7140.76,435.20
01,01 - Bas-Saint-Laurent,0116,0116 - RLS de La Mitis,1271,56,17995,7063.07,312.55
01,01 - Bas-Saint-Laurent,0117,0117 - RLS de Matane,1263,78,20715.666667,6096.83,378.13
01,01 - Bas-Saint-Laurent,0118,0118 - RLS de La Matapédia,1392,82,17574.333333,7920.64,468.65
01,01 - Bas-Saint-Laurent,,Total (incluant inconnus),15282,736,197738.33333,7728.40,372.35
02,02 - Saguenay-Lac-Saint-Jean,0211,0211 - RLS du Domaine-du-Roy,2280,98,31025.333333,7348.83,316.80
02,02 - Saguenay-Lac-Saint-Jean,0212,0212 - RLS de Maria-Chapdelaine,2199,62,25032.333333,8784.64,248.68
02,02 - Saguenay-Lac-Saint-Jean,0213,0213 - RLS de Lac-Saint-Jean-Est,5132,115,52510,9773.38,218.87
02,02 - Saguenay-Lac-Saint-Jean,0214,0214 - RLS de Jonquière,5896,130,67904,8682.85,191.58
02,02 - Saguenay-Lac-Saint-Jean,0215,0215 - RLS de Chicoutimi,6907,131,79539,8683.79,164.29
02,02 - Saguenay-Lac-Saint-Jean,0216,0216 - RLS de La Baie,1811,26,22589.333333,8017.06,115.08
02,02 - Saguenay-Lac-Saint-Jean,,Total (incluant inconnus),24622,577,278600,8837.76,207.11
03,03 - Capitale-Nationale,0311,0311 - RLS de Portneuf,4833,152,55481.666667,8710.99,271.96
03,03 - Capitale-Nationale,0312,0312 - RLS de Québec-Sud,31846,656,323240,9852.12,201.30
03,03 - Capitale-Nationale,0313,0313 - RLS de Québec-Nord,34960,641,354000,9875.71,179.85
