"Date";"Doses du vaccin COVID-19 reçues (cumulatif)";"Doses du vaccin COVID-19 administrées (cumulatif)"
2022-03-09;23074695;18497524
2022-03-08;23074695;18490961
2022-03-07;23074695;18485992
2022-03-06;23074695;18481299
2022-03-05;23074695;18476396
2022-03-04;23074695;18466084
2022-03-03;23074695;18457161
