Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;61;746;555,7;7413;5522;25;*18,6;432;321,8
Anjou;12;302;705,7;2407;5624,4;< 5;n.p.;65;151,9
Baie D'urfé;0;< 5;n.p.;67;1752,6;0;;< 5;n.p.
Beaconsfield;-1;39;201,8;316;1635,3;< 5;n.p.;16;* 82,8
Côte-des-Neiges–Notre-Dame-de-Grâce;52;770;462,4;8196;4921,9;< 5;n.p.;328;197
Côte-Saint-Luc;-2;98;302;1887;5815,5;< 5;n.p.;104;320,5
Dollard-des-Ormeaux;12;185;378,3;1868;3820,1;8;n.p.;113;231,1
Dorval;< 5;52;274;578;3045,3;< 5;n.p.;67;353
Hampstead;< 5;33;* 473,3;286;4101,5;0;;< 5;n.p.
Kirkland;0;24;* 119,1;477;2367,1;0;;30;* 148,9
Lachine;-1;156;350,6;2136;4801,2;< 5;n.p.;160;359,6
LaSalle;13;300;390,4;3957;5148,8;14;*18,2;225;292,8
L'Île-Bizard–Sainte-Geneviève;< 5;90;488,8;787;4274,2;< 5;n.p.;70;380,2
Mercier–Hochelaga-Maisonneuve;45;514;377,9;6313;4641,1;12;*8,8;419;308
Montréal Est;< 5;19;* 493,5;197;5116,9;< 5;n.p.;6;n.p.
Montréal-Nord;30;589;699,2;6925;8221,1;13;*15,4;307;364,5
Montréal-Ouest;0;10;* 198;118;2336,6;0;;< 5;n.p.
Mont-Royal;5;40;197,3;831;4098,4;< 5;n.p.;91;448,8
Outremont;< 5;45;187,9;956;3991;< 5;n.p.;19;* 79,3
Pierrefonds–Roxboro;16;263;379,5;2773;4001,6;< 5;n.p.;73;105,3
Plateau Mont-Royal;13;251;241,3;3264;3138,5;15;*14,4;161;154,8
Pointe-Claire;0;44;140,2;763;2431,5;0;;48;153
Rivière-des-Prairies–Pointe-aux-Trembles;57;626;586,5;6526;6113,7;11;*10,3;291;272,6
Rosemont–La Petite Patrie;20;385;275,8;5292;3791,1;17;*12,2;303;217,1
Sainte-Anne-de-Bellevue;0;9;n.p.;101;2037,1;0;;12;* 242
Saint-Laurent;32;521;527,2;5078;5138,2;< 5;n.p.;123;124,5
Saint-Léonard;48;565;721,5;5354;6837,4;17;*21,7;107;136,6
Senneville;0;< 5;n.p.;21;* 2280,1;0;;0;
Sud-Ouest;< 5;211;270;2893;3701,8;< 5;n.p.;199;254,6
Verdun;7;158;228,2;2279;3292;< 5;n.p.;183;264,3
Ville-Marie;6;345;386,9;3543;3973,3;< 5;n.p.;105;117,8
Villeray–Saint-Michel–Parc-Extension;37;750;521,4;7718;5365,2;8;n.p.;158;109,8
Westmount;< 5;55;270,8;564;2776,7;< 5;n.p.;53;260,9
Territoire à confirmer;58;87;;1563;;0;;22;
Total à Montréal;537;8287;401,2;93447;4523,8;180;8,7;4298;208,1
