date,Regroupement,Croisement,Nom,new_doses_1d,new_doses_2d,new_doses_3d,vac_quo_4_n,total_doses_1d,total_doses_2d,total_doses_3d,vac_cum_4_n,new_doses,total_doses,cvac_comp_tot_p,rap_cvac_comp_p,_1dose_15aout_p,cvac_comp_tot_n,rap_tot_n,_1dose_15aout_n,pop_tot_n,vac_quo_tot_m
2020-12-14,Région,RSS99,Ensemble du Québec,311,0,0,0,311,0,0,0,311,311,0,,0,0,0,0,8744769,
2020-12-15,Région,RSS99,Ensemble du Québec,1189,0,0,0,1500,0,0,0,1189,1500,0,,0,0,0,0,8744769,
2020-12-16,Région,RSS99,Ensemble du Québec,971,0,0,0,2471,0,0,0,971,2471,0,,0,0,0,0,8744769,
2020-12-17,Région,RSS99,Ensemble du Québec,914,0,0,0,3385,0,0,0,914,3385,0,,0,0,0,0,8744769,708
2020-12-18,Région,RSS99,Ensemble du Québec,742,0,0,0,4127,0,0,0,742,4127,0,,0,0,0,0,8744769,739
2020-12-19,Région,RSS99,Ensemble du Québec,718,0,0,0,4845,0,0,0,718,4845,0,,0,0,0,0,8744769,859
2020-12-20,Région,RSS99,Ensemble du Québec,114,0,0,0,4959,0,0,0,114,4959,0,,0,0,0,0,8744769,1258
2020-12-21,Région,RSS99,Ensemble du Québec,522,0,0,0,5481,0,0,0,522,5481,0,,0,0,0,0,8744769,1559
2020-12-22,Région,RSS99,Ensemble du Québec,2030,0,0,0,7511,0,0,0,2030,7511,0,,0,0,0,0,8744769,1453
2020-12-23,Région,RSS99,Ensemble du Québec,3766,0,0,0,11277,0,0,0,3766,11277,0,,0,0,0,0,8744769,1798
2020-12-24,Région,RSS99,Ensemble du Québec,3024,0,0,0,14301,0,0,0,3024,14301,0,,0,0,0,0,8744769,2107
2020-12-25,Région,RSS99,Ensemble du Québec,0,0,0,0,14301,0,0,0,0,14301,0,,0,0,0,0,8744769,2395
2020-12-26,Région,RSS99,Ensemble du Québec,3127,0,0,0,17428,0,0,0,3127,17428,0,,0,0,0,0,8744769,2442
2020-12-27,Région,RSS99,Ensemble du Québec,2283,0,0,0,19711,0,0,0,2283,19711,0,,0,0,0,0,8744769,2342
2020-12-28,Région,RSS99,Ensemble du Québec,2533,0,0,0,22244,0,0,0,2533,22244,0,,0,0,0,0,8744769,1959
2020-12-29,Région,RSS99,Ensemble du Québec,2363,0,0,0,24607,0,0,0,2363,24607,0,,0,0,0,0,8744769,1960
2020-12-30,Région,RSS99,Ensemble du Québec,3065,0,0,0,27672,0,0,0,3065,27672,0,,0,0,0,0,8744769,1604
2020-12-31,Région,RSS99,Ensemble du Québec,343,0,0,0,28015,0,0,0,343,28015,0,,0,0,0,0,8744769,1498
2021-01-01,Région,RSS99,Ensemble du Québec,9,0,0,0,28024,0,0,0,9,28024,0,,0,0,0,0,8744769,1536
2021-01-02,Région,RSS99,Ensemble du Québec,635,0,0,0,28659,0,0,0,635,28659,0.0000114354,,0,1,0,0,8744769,2054
2021-01-03,Région,RSS99,Ensemble du Québec,1540,0,0,0,30199,0,0,0,1540,30199,0.0000114354,,0,1,0,0,8744769,3157
2021-01-04,Région,RSS99,Ensemble du Québec,2780,17,0,0,32979,17,0,0,2797,32996,0.0000114354,,0,1,0,0,8744769,5075
2021-01-05,Région,RSS99,Ensemble du Québec,5976,15,0,0,38955,32,0,0,5991,38987,0.0000228708,,0,2,0,0,8744769,6992
2021-01-06,Région,RSS99,Ensemble du Québec,10764,19,0,0,49719,51,0,0,10783,49770,0.0000800479,,0,7,0,0,8744769,8156
2021-01-07,Région,RSS99,Ensemble du Québec,13766,7,0,0,63485,58,0,0,13773,63543,0.0001372249,,0,12,0,0,8744769,8948
2021-01-08,Région,RSS99,Ensemble du Québec,13402,22,0,0,76887,80,0,0,13424,76967,0.0002401436,,0,21,0,0,8744769,9603
2021-01-09,Région,RSS99,Ensemble du Québec,8780,1,0,0,85667,81,0,0,8781,85748,0.0002401436,,0,21,0,0,8744769,9887
2021-01-10,Région,RSS99,Ensemble du Québec,7082,2,0,0,92749,83,0,0,7084,92832,0.000251579,,0,22,0,0,8744769,9657
2021-01-11,Région,RSS99,Ensemble du Québec,7379,3,0,0,100128,86,0,0,7382,100214,0.0002630144,,0,23,0,0,8744769,9383
2021-01-12,Région,RSS99,Ensemble du Québec,7978,4,0,0,108106,90,0,0,7982,108196,0.0002630144,,0,23,0,0,8744769,9066
2021-01-13,Région,RSS99,Ensemble du Québec,9169,5,0,0,117275,95,0,0,9174,117370,0.0003201914,,0,28,0,0,8744769,9018
2021-01-14,Région,RSS99,Ensemble du Québec,11851,2,0,0,129126,97,0,0,11853,129223,0.0003201914,,0,28,0,0,8744769,9026
2021-01-15,Région,RSS99,Ensemble du Québec,11195,8,0,0,140321,105,0,0,11203,140426,0.0004002393,,0,35,0,0,8744769,9493
2021-01-16,Région,RSS99,Ensemble du Québec,8445,5,0,0,148766,110,0,0,8450,148876,0.000560335,,0,49,0,0,8744769,9832
2021-01-17,Région,RSS99,Ensemble du Québec,7135,1,0,0,155901,111,0,0,7136,156012,0.000560335,,0,49,0,0,8744769,10161
2021-01-18,Région,RSS99,Ensemble du Québec,10639,12,0,0,166540,123,0,0,10651,166663,0.0005946412,,0,52,0,0,8744769,10438
2021-01-19,Région,RSS99,Ensemble du Québec,10355,2,0,0,176895,125,0,0,10357,177020,0.0006060766,,0,53,0,0,8744769,10541
2021-01-20,Région,RSS99,Ensemble du Québec,11473,7,0,0,188368,132,0,0,11480,188500,0.0006289474,,0,55,0,0,8744769,10549
2021-01-21,Région,RSS99,Ensemble du Québec,13774,15,0,0,202142,147,0,0,13789,202289,0.0007776077,,0,68,0,0,8744769,9827
2021-01-22,Région,RSS99,Ensemble du Québec,11917,6,0,0,214059,153,0,0,11923,214212,0.0008919618,,0,78,0,0,8744769,8947
2021-01-23,Région,RSS99,Ensemble du Québec,8500,4,0,0,222559,157,0,0,8504,222716,0.0009033972,,0,79,0,0,8744769,8058
2021-01-24,Région,RSS99,Ensemble du Québec,2081,3,0,0,224640,160,0,0,2084,224800,0.0009033972,,0,79,0,0,8744769,6960
2021-01-25,Région,RSS99,Ensemble du Québec,4488,6,0,0,229128,166,0,0,4494,229294,0.0009377034,,0,82,0,0,8744769,5474
2021-01-26,Région,RSS99,Ensemble du Québec,4093,39,0,0,233221,205,0,0,4132,233426,0.0011092346,,0,97,0,0,8744769,4097
2021-01-27,Région,RSS99,Ensemble du Québec,3771,23,0,0,236992,228,0,0,3794,237220,0.001177847,,0,103,0,0,8744769,2968
2021-01-28,Région,RSS99,Ensemble du Québec,3339,47,0,0,240331,275,0,0,3386,240606,0.0012807657,,0,112,0,0,8744769,2784
2021-01-29,Région,RSS99,Ensemble du Québec,2261,26,0,0,242592,301,0,0,2287,242893,0.001429426,,0,125,0,0,8744769,2204
2021-01-30,Région,RSS99,Ensemble du Québec,554,48,0,0,243146,349,0,0,602,243495,0.0015323447,,0,134,0,0,8744769,1718
2021-01-31,Région,RSS99,Ensemble du Québec,773,21,0,0,243919,370,0,0,794,244289,0.0016009571,,0,140,0,0,8744769,1605
2021-02-01,Région,RSS99,Ensemble du Québec,395,38,0,0,244314,408,0,0,433,244722,0.0017496174,,0,153,0,0,8744769,1856
2021-02-02,Région,RSS99,Ensemble du Québec,656,75,0,0,244970,483,0,0,731,245453,0.0019668901,,0,172,0,0,8744769,2256
