Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;14;122;90,9;11962;8910,6;< 5;n.p.;492;366,5
Anjou;8;50;116,8;4003;9353,7;0;;79;184,6
Baie D'urfé;0;0;;111;2903,5;0;;< 5;n.p.
Beaconsfield;0;6;n.p.;596;3084,2;0;;21;* 108,7
Côte-des-Neiges–Notre-Dame-de-Grâce;18;233;139,9;13370;8029,1;0;;372;223,4
Côte-Saint-Luc;< 5;63;194,2;3243;9994,5;0;;120;369,8
Dollard-des-Ormeaux;8;43;87,9;3261;6668,8;0;;125;255,6
Dorval;< 5;10;* 52,7;912;4805,1;< 5;n.p.;69;363,5
Hampstead;< 5;23;* 329,8;509;7299,6;0;;6;n.p.
Kirkland;< 5;14;* 69,5;888;4406,7;0;;36;* 178,7
Lachine;9;40;89,9;3317;7455,8;0;;171;384,4
LaSalle;8;63;82;6359;8274,2;< 5;n.p.;247;321,4
L'Île-Bizard–Sainte-Geneviève;< 5;6;n.p.;1162;6310,8;0;;76;412,8
Mercier–Hochelaga-Maisonneuve;33;182;133,8;10136;7451,6;0;;451;331,6
Montréal Est;< 5;12;* 311,7;328;8519,5;0;;9;* 233,8
Montréal-Nord;< 5;66;78,4;10271;12193,4;0;;337;400,1
Montréal-Ouest;0;5;n.p.;241;4772,3;0;;< 5;n.p.
Mont-Royal;< 5;17;* 83,8;1244;6135,3;< 5;n.p.;94;463,6
Outremont;< 5;22;* 91,8;1419;5923,9;0;;29;* 121,1
Pierrefonds–Roxboro;< 5;61;88;4855;7006,1;0;;88;127
Plateau Mont-Royal;9;113;108,7;5447;5237,5;0;;172;165,4
Pointe-Claire;0;10;* 31,9;1198;3817,7;0;;55;175,3
Rivière-des-Prairies–Pointe-aux-Trembles;14;235;220,2;10550;9883,6;0;;323;302,6
Rosemont–La Petite Patrie;17;192;137,5;8182;5861,5;0;;326;233,5
Sainte-Anne-de-Bellevue;0;< 5;n.p.;187;3771,7;0;;13;* 262,2
Saint-Laurent;9;81;82;9393;9504,4;0;;159;160,9
Saint-Léonard;22;251;320,5;9115;11640,4;0;;148;189
Senneville;0;< 5;n.p.;34;* 3691,6;0;;0;
Sud-Ouest;< 5;93;119;4674;5980,7;< 5;n.p.;209;267,4
Verdun;8;111;160,3;3651;5273,8;< 5;n.p.;201;290,3
Ville-Marie;8;134;150,3;5765;6465,2;< 5;n.p.;129;144,7
Villeray–Saint-Michel–Parc-Extension;23;133;92,5;12647;8791,6;0;;206;143,2
Westmount;< 5;21;* 103,4;872;4293;0;;57;280,6
Territoire à confirmer;< 5;40;;2179;;0;;25;
Total à Montréal;241;2454;118,8;152081;7362,4;9;n.p.;4851;234,8
