Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;34;340;253,3;9176;6835,3;7;n.p.;472;351,6
Anjou;12;110;257;3135;7325,5;< 5;n.p.;74;172,9
Baie D'urfé;0;7;n.p.;74;1935,7;0;;< 5;n.p.
Beaconsfield;< 5;20;* 103,5;397;2054,4;0;;19;* 98,3
Côte-des-Neiges–Notre-Dame-de-Grâce;44;445;267,2;10506;6309,2;< 5;n.p.;351;210,8
Côte-Saint-Luc;16;106;326,7;2471;7615,3;0;;110;339
Dollard-des-Ormeaux;9;99;202,5;2358;4822,2;0;;119;243,4
Dorval;< 5;25;* 131,7;699;3682,8;0;;67;353
Hampstead;< 5;22;* 315,5;355;5091,1;0;;5;n.p.
Kirkland;< 5;45;223,3;608;3017,2;< 5;n.p.;33;* 163,8
Lachine;8;86;193,3;2629;5909,3;0;;169;379,9
LaSalle;21;187;243,3;4804;6250,9;< 5;n.p.;237;308,4
L'Île-Bizard–Sainte-Geneviève;< 5;33;* 179,2;904;4909,6;0;;74;401,9
Mercier–Hochelaga-Maisonneuve;25;338;248,5;7815;5745,3;0;;440;323,5
Montréal Est;0;8;n.p.;241;6259,7;0;;9;* 233,8
Montréal-Nord;6;207;245,7;8291;9842,8;< 5;n.p.;325;385,8
Montréal-Ouest;< 5;18;* 356,4;148;2930,7;0;;< 5;n.p.
Mont-Royal;< 5;33;* 162,8;1008;4971,4;0;;92;453,7
Outremont;< 5;44;183,7;1159;4838,4;< 5;n.p.;22;* 91,8
Pierrefonds–Roxboro;6;165;238,1;3586;5174,8;0;;79;114
Plateau Mont-Royal;10;114;109,6;3990;3836,5;< 5;n.p.;170;163,5
Pointe-Claire;< 5;37;117,9;931;2966,9;0;;52;165,7
Rivière-des-Prairies–Pointe-aux-Trembles;22;256;239,8;8103;7591,1;< 5;n.p.;310;290,4
Rosemont–La Petite Patrie;18;212;151,9;6312;4521,8;< 5;n.p.;317;227,1
Sainte-Anne-de-Bellevue;0;< 5;n.p.;122;2460,7;0;;12;* 242
Saint-Laurent;35;364;368,3;6939;7021,3;< 5;n.p.;149;150,8
Saint-Léonard;28;270;344,8;6959;8887;< 5;n.p.;130;166
Senneville;0;0;;22;* 2388,7;0;;0;
Sud-Ouest;11;99;126,7;3359;4298,1;< 5;n.p.;203;259,8
Verdun;7;142;205,1;2846;4111;0;;192;277,3
Ville-Marie;14;133;149,2;4166;4672;0;;115;129
Villeray–Saint-Michel–Parc-Extension;35;368;255,8;9667;6720,1;0;;182;126,5
Westmount;< 5;35;* 172,3;660;3249,3;< 5;n.p.;58;285,5
Territoire à confirmer;8;43;;1760;;0;;25;
Total à Montréal;393;4415;213,7;116200;5625,3;29;*1,4;4618;223,6
