group,1d,2d,3d,pop 2021
0-4,25445,8358,20,428991
5-11,439432,335675,19898,650347
12-17,532538,509842,113350,529446
18-29,1116945,1058169,447945,1216440
30-39,1024713,984847,515727,1118629
40-49,1029852,1005577,653506,1115327
50-59,1082226,1056824,802705,1155183
60-69,1118238,1106322,1001058,1168854
70-79,755533,754167,725541,783129
80 plus,401258,401703,391499,425520
Total 5+,7500735,7213126,4671229,8162875
Total,7526180,7221484,4671249,8591866
