Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;72;942;701,7;5949;4431,4;6;n.p.;389;289,8
Anjou;34;343;801,5;1943;4540,1;< 5;n.p.;57;133,2
Baie D'urfé;< 5;6;n.p.;60;1569,4;0;;< 5;n.p.
Beaconsfield;-1;38;196,6;250;1293,7;< 5;n.p.;11;* 56,9
Côte-des-Neiges–Notre-Dame-de-Grâce;111;1097;658,8;6792;4078,8;11;*6,6;314;188,6
Côte-Saint-Luc;24;224;690,3;1687;5199,1;< 5;n.p.;96;295,9
Dollard-des-Ormeaux;15;264;539,9;1502;3071,6;< 5;n.p.;102;208,6
Dorval;5;73;384,6;508;2676,5;0;;65;342,5
Hampstead;< 5;34;* 487,6;220;3155;0;;< 5;n.p.
Kirkland;< 5;66;327,5;416;2064,4;< 5;n.p.;30;* 148,9
Lachine;10;216;485,5;1696;3812,2;< 5;n.p.;124;278,7
LaSalle;35;502;653,2;3304;4299,1;9;n.p.;200;260,2
L'Île-Bizard–Sainte-Geneviève;8;156;847,2;635;3448,7;7;n.p.;63;342,1
Mercier–Hochelaga-Maisonneuve;58;733;538,9;5307;3901,5;< 5;n.p.;395;290,4
Montréal Est;5;32;* 831,2;153;3974;0;;5;n.p.
Montréal-Nord;46;786;933,1;5794;6878,5;17;*20,2;279;331,2
Montréal-Ouest;< 5;19;* 376,2;92;1821,8;0;;< 5;n.p.
Mont-Royal;19;93;458,7;749;3694;0;;91;448,8
Outremont;14;149;622;881;3677,9;< 5;n.p.;17;* 71
Pierrefonds–Roxboro;28;455;656,6;2277;3285,9;< 5;n.p.;67;96,7
Plateau Mont-Royal;26;370;355,8;2737;2631,7;< 5;n.p.;138;132,7
Pointe-Claire;8;131;417,5;675;2151,1;6;n.p.;44;140,2
Rivière-des-Prairies–Pointe-aux-Trembles;43;749;701,7;5321;4984,9;5;n.p.;268;251,1
Rosemont–La Petite Patrie;46;650;465,6;4531;3245,9;6;n.p.;274;196,3
Sainte-Anne-de-Bellevue;< 5;14;* 282,4;87;1754,7;< 5;n.p.;12;* 242
Saint-Laurent;46;705;713,4;4127;4175,9;< 5;n.p.;117;118,4
Saint-Léonard;57;869;1109,8;4263;5444,1;12;*15,3;75;95,8
Senneville;0;< 5;n.p.;20;* 2171,6;0;;0;
Sud-Ouest;28;320;409,5;2473;3164,4;< 5;n.p.;191;244,4
Verdun;17;233;336,6;1971;2847,1;< 5;n.p.;177;255,7
Ville-Marie;29;475;532,7;2937;3293,7;5;n.p.;97;108,8
Villeray–Saint-Michel–Parc-Extension;47;996;692,4;6386;4439,3;< 5;n.p.;141;98
Westmount;6;51;251,1;486;2392,7;0;;52;256
Territoire à confirmer;23;238;;1468;;< 5;;49;
Total à Montréal;871;12030;582,4;77697;3761,4;126;6,1;3947;191,1
