group,1d,2d,pop 2021
0-11,464.0,22.0,1079338
12-17,384887.0,1593.0,529446
18-29,789962.0,66384.0,1216440
30-39,786124.0,85007.0,1118629
40-49,865763.0,124822.0,1115327
50-59,965947.0,219677.0,1155183
60-69,1053942.0,386327.0,1168854
70-79,727743.0,389313.0,783129
80 plus,389684.0,253228.0,425520
Total,5964516.0,1526373.0,8591866
