group,1d,2d,3d,pop 2021
0-4,31604,14173,40,428991
5-11,441382,338712,32951,650347
12-17,532866,510475,122784,529446
18-29,1118534,1059437,454674,1216440
30-39,1026436,986028,521977,1118629
40-49,1030857,1006319,658585,1115327
50-59,1082912,1057321,807101,1155183
60-69,1118961,1106829,1004009,1168854
70-79,755931,754417,726662,783129
80 plus,401330,401778,392066,425520
Total 5+,7509209,7221316,4720809,8162875
Total,7540813,7235489,4720849,8591866
