date,RSS01_DOSE_Numero1_cumu,RSS02_DOSE_Numero1_cumu,RSS03_DOSE_Numero1_cumu,RSS04_DOSE_Numero1_cumu,RSS05_DOSE_Numero1_cumu,RSS06_DOSE_Numero1_cumu,RSS07_DOSE_Numero1_cumu,RSS08_DOSE_Numero1_cumu,RSS09_DOSE_Numero1_cumu,RSS10_DOSE_Numero1_cumu,RSS11_DOSE_Numero1_cumu,RSS12_DOSE_Numero1_cumu,RSS13_DOSE_Numero1_cumu,RSS14_DOSE_Numero1_cumu,RSS15_DOSE_Numero1_cumu,RSS16_DOSE_Numero1_cumu,RSS17_DOSE_Numero1_cumu,RSS18_DOSE_Numero1_cumu,RSSHQ_DOSE_Numero1_cumu,RSSND_DOSE_Numero1_cumu,RSS99_DOSE_Numero1_cumu,RSS01_DOSE_Numero1_jour,RSS02_DOSE_Numero1_jour,RSS03_DOSE_Numero1_jour,RSS04_DOSE_Numero1_jour,RSS05_DOSE_Numero1_jour,RSS06_DOSE_Numero1_jour,RSS07_DOSE_Numero1_jour,RSS08_DOSE_Numero1_jour,RSS09_DOSE_Numero1_jour,RSS10_DOSE_Numero1_jour,RSS11_DOSE_Numero1_jour,RSS12_DOSE_Numero1_jour,RSS13_DOSE_Numero1_jour,RSS14_DOSE_Numero1_jour,RSS15_DOSE_Numero1_jour,RSS16_DOSE_Numero1_jour,RSS17_DOSE_Numero1_jour,RSS18_DOSE_Numero1_jour,RSSHQ_DOSE_Numero1_jour,RSSND_DOSE_Numero1_jour,RSS99_DOSE_Numero1_jour,RSS01_DOSE_Numero2_cumu,RSS02_DOSE_Numero2_cumu,RSS03_DOSE_Numero2_cumu,RSS04_DOSE_Numero2_cumu,RSS05_DOSE_Numero2_cumu,RSS06_DOSE_Numero2_cumu,RSS07_DOSE_Numero2_cumu,RSS08_DOSE_Numero2_cumu,RSS09_DOSE_Numero2_cumu,RSS10_DOSE_Numero2_cumu,RSS11_DOSE_Numero2_cumu,RSS12_DOSE_Numero2_cumu,RSS13_DOSE_Numero2_cumu,RSS14_DOSE_Numero2_cumu,RSS15_DOSE_Numero2_cumu,RSS16_DOSE_Numero2_cumu,RSS17_DOSE_Numero2_cumu,RSS18_DOSE_Numero2_cumu,RSSHQ_DOSE_Numero2_cumu,RSSND_DOSE_Numero2_cumu,RSS99_DOSE_Numero2_cumu,RSS01_DOSE_Numero2_jour,RSS02_DOSE_Numero2_jour,RSS03_DOSE_Numero2_jour,RSS04_DOSE_Numero2_jour,RSS05_DOSE_Numero2_jour,RSS06_DOSE_Numero2_jour,RSS07_DOSE_Numero2_jour,RSS08_DOSE_Numero2_jour,RSS09_DOSE_Numero2_jour,RSS10_DOSE_Numero2_jour,RSS11_DOSE_Numero2_jour,RSS12_DOSE_Numero2_jour,RSS13_DOSE_Numero2_jour,RSS14_DOSE_Numero2_jour,RSS15_DOSE_Numero2_jour,RSS16_DOSE_Numero2_jour,RSS17_DOSE_Numero2_jour,RSS18_DOSE_Numero2_jour,RSSHQ_DOSE_Numero2_jour,RSSND_DOSE_Numero2_jour,RSS99_DOSE_Numero2_jour,RSS01_DOSES_Total_cumu,RSS02_DOSES_Total_cumu,RSS03_DOSES_Total_cumu,RSS04_DOSES_Total_cumu,RSS05_DOSES_Total_cumu,RSS06_DOSES_Total_cumu,RSS07_DOSES_Total_cumu,RSS08_DOSES_Total_cumu,RSS09_DOSES_Total_cumu,RSS10_DOSES_Total_cumu,RSS11_DOSES_Total_cumu,RSS12_DOSES_Total_cumu,RSS13_DOSES_Total_cumu,RSS14_DOSES_Total_cumu,RSS15_DOSES_Total_cumu,RSS16_DOSES_Total_cumu,RSS17_DOSES_Total_cumu,RSS18_DOSES_Total_cumu,RSSHQ_DOSES_Total_cumu,RSSND_DOSES_Total_cumu,RSS99_DOSES_Total_cumu,RSS01_DOSES_Total_jour,RSS02_DOSES_Total_jour,RSS03_DOSES_Total_jour,RSS04_DOSES_Total_jour,RSS05_DOSES_Total_jour,RSS06_DOSES_Total_jour,RSS07_DOSES_Total_jour,RSS08_DOSES_Total_jour,RSS09_DOSES_Total_jour,RSS10_DOSES_Total_jour,RSS11_DOSES_Total_jour,RSS12_DOSES_Total_jour,RSS13_DOSES_Total_jour,RSS14_DOSES_Total_jour,RSS15_DOSES_Total_jour,RSS16_DOSES_Total_jour,RSS17_DOSES_Total_jour,RSS18_DOSES_Total_jour,RSSHQ_DOSES_Total_jour,RSSND_DOSES_Total_jour,RSS99_DOSES_Total_jour
2021-05-21,109475,158002,413932,285491,268363,1112056,219060,75852,56367,10154,59934,240774,218869,258384,314354,706155,6040,10860,3333,4608,4532063,238,4635,7291,5660,5999,16275,4004,2094,1380,45,1062,4418,4588,3345,9856,10614,27,18,2,351,81902,7886,10945,32230,14862,14151,76965,10632,6044,15853,6154,9819,16383,14752,13114,14481,40901,4048,8270,2988,2773,323251,578,270,1583,758,836,3450,528,123,107,450,63,995,921,860,452,2584,63,75,10,22,14728,117364,168951,446169,300359,282530,1189069,229698,81897,72227,16309,69755,257157,233632,271502,328847,747079,10088,19136,6325,7386,4855480,816,4905,8874,6418,6837,19726,4532,2217,1487,495,1125,5413,5511,4205,10308,13198,90,93,12,373,96635
2021-05-22,111732,162470,421088,289875,273160,1129133,223227,77749,56651,10216,60888,244769,224033,262863,323869,715734,6040,10860,3333,4617,4612307,2257,4468,7156,4384,4797,17077,4167,1897,284,62,954,3995,5164,4479,9515,9579,0,0,0,9,80244,7972,11078,32877,15506,14543,77763,10735,6126,15865,6573,10039,16466,14880,13410,14888,41421,4048,8270,2992,2774,328226,86,133,647,644,392,798,103,82,12,419,220,83,128,296,407,520,0,0,4,1,4975,119707,173552,453972,305387,287720,1206946,233968,83876,72523,16790,70929,261235,238924,276278,338769,757178,10088,19136,6329,7396,4940703,2343,4601,7803,5028,5190,17877,4270,1979,296,481,1174,4078,5292,4776,9922,10099,0,0,4,10,85223
2021-05-23,113794,166838,428131,291786,275282,1144805,226386,79065,56690,10242,60888,248690,228635,267578,327531,724698,6040,10860,3333,4620,4675892,2062,4368,7043,1911,2122,15672,3159,1316,39,26,0,3921,4602,4715,3662,8964,0,0,0,3,63585,8094,11196,33829,16369,15027,78490,10770,6175,15865,6698,10039,16499,15091,13740,15640,41793,4048,8270,2996,2775,333404,122,118,952,863,484,727,35,49,0,125,0,33,211,330,752,372,0,0,4,1,5178,121892,178038,461967,308161,290326,1223345,237162,85241,72562,16941,70929,265189,243737,281323,343185,766517,10088,19136,6333,7400,5009472,2185,4486,7995,2774,2606,16399,3194,1365,39,151,0,3954,4813,5045,4416,9339,0,0,4,4,68769
2021-05-24,114644,166966,431329,291818,276574,1159335,228322,80229,57090,10242,60912,251016,228727,270893,327684,736294,6045,10862,3333,4695,4717010,850,128,3198,32,1292,14530,1936,1164,400,0,24,2326,92,3315,153,11596,5,2,0,75,41118,8439,11642,35213,17174,15923,80606,11058,6242,15867,6698,10048,17429,15772,14205,15975,44253,4070,8278,2997,2782,344671,345,446,1384,805,896,2116,288,67,2,0,9,930,681,465,335,2460,22,8,1,7,11267,123087,178612,466549,308998,292514,1239994,239387,86472,72964,16941,70962,268445,244510,285103,343673,780574,10115,19146,6334,7482,5061862,1195,574,4582,837,2188,16649,2225,1231,402,0,33,3256,773,3780,488,14057,27,10,1,82,52390
2021-05-25,115047,167651,433448,293022,280295,1175084,230715,81215,57718,10250,61019,254127,229260,274118,328866,746629,6047,10892,3341,4707,4763451,403,685,2119,1204,3721,15749,2393,986,628,8,107,3111,533,3225,1182,10335,2,30,8,12,46441,8805,12294,36045,18383,16544,83817,11502,6510,15944,6730,10051,18429,16598,15550,16579,46336,4087,8361,3006,2793,358364,366,652,832,1209,621,3211,444,268,77,32,3,1000,826,1345,604,2083,17,83,9,11,13693,123856,179949,469500,311414,296856,1258956,242224,87726,73669,16981,71072,272556,245869,289673,345461,792995,10134,19264,6351,7505,5122011,769,1337,2951,2416,4342,18962,2837,1254,705,40,110,4111,1359,4570,1788,12421,19,118,17,23,60149
2021-05-26,117562,168714,441485,297799,285883,1192013,233800,82004,57882,10272,62463,258716,233294,277695,331761,759265,6058,10914,3341,4709,4835630,2515,1063,8037,4777,5588,16929,3085,789,164,22,1444,4589,4034,3577,2895,12636,11,22,0,2,72179,9480,13056,37817,18989,17438,88798,11858,6823,16014,6848,10201,19341,17649,16659,17124,48011,4116,8416,3009,2793,374440,675,762,1772,606,894,4981,356,313,70,118,150,912,1051,1109,545,1675,29,55,3,0,16076,127047,181775,479310,316797,303338,1280868,245665,88828,73903,17121,72666,278057,250955,294359,348902,807306,10174,19341,6354,7507,5210273,3191,1826,9810,5383,6482,21912,3441,1102,234,140,1594,5501,5086,4686,3441,14311,40,77,3,2,88262
2021-05-27,118869,169774,449963,306792,291362,1209594,236890,84006,58785,10310,63417,262928,237385,283133,339614,774459,6072,10939,3553,4817,4922662,1307,1060,8478,8993,5479,17581,3090,2002,903,38,954,4212,4091,5438,7853,15194,14,25,212,108,87032,10054,13483,38699,19661,18120,93870,12349,6904,16436,7032,10895,19938,18446,18142,17641,50673,4171,8489,3020,2832,390855,574,427,882,672,682,5072,491,81,422,184,694,597,797,1483,517,2662,55,73,11,39,16415,128928,183263,488671,326464,309501,1303524,249246,90911,75229,17343,74314,282866,255844,301280,357273,825163,10243,19439,6577,7654,5313733,1881,1488,9361,9667,6163,22656,3581,2083,1326,222,1648,4809,4889,6921,8371,17857,69,98,223,147,103460
2021-05-28,119345,174555,458775,310863,296378,1227016,239866,85855,59834,10326,64452,267372,241339,286634,349951,788832,6086,10953,3553,4868,5006853,476,4781,8812,4071,5016,17422,2976,1849,1049,16,1035,4444,3954,3501,10337,14373,14,14,0,51,84191,10360,13816,39258,20285,18962,98471,12780,7006,16758,7127,11458,20245,19471,18376,18428,52922,4211,8546,3026,2848,404354,306,333,559,624,842,4601,431,102,322,95,563,307,1025,234,787,2249,40,57,6,16,13499,129711,188377,498042,331159,315360,1325548,252654,92862,76600,17455,75912,287617,260824,305015,368404,841787,10297,19510,6583,7721,5411438,783,5114,9371,4695,5859,22024,3408,1951,1371,112,1598,4751,4980,3735,11131,16624,54,71,6,67,97705
2021-05-29,121389,178592,467065,315788,299932,1244699,243719,87564,60438,10372,64858,271327,244117,290672,358851,799168,6089,10953,3554,4957,5084104,2044,4037,8290,4925,3554,17683,3853,1709,604,46,406,3955,2778,4038,8900,10336,3,0,1,89,77251,10474,14046,39734,22399,20281,103641,14320,7133,17260,7306,11931,21185,20954,20530,19596,54123,4219,8546,3323,2867,423868,114,230,476,2114,1319,5170,1540,127,502,179,473,940,1483,2154,1168,1201,8,0,297,19,19514,131869,192645,506808,338198,320236,1348402,258050,94698,77706,17680,76791,292512,265087,311209,378473,853324,10309,19510,6881,7829,5508217,2158,4268,8766,7039,4876,22854,5396,1836,1106,225,879,4895,4263,6194,10069,11537,12,0,298,108,96779
2021-05-30,122963,182196,474780,317325,301768,1260310,246917,88316,60465,10389,64858,274885,249260,294721,361712,810515,6089,10953,3554,5062,5147038,1574,3604,7715,1537,1836,15611,3198,752,27,17,0,3558,5143,4049,2861,11347,0,0,0,105,62934,10626,14448,40463,23534,21174,106443,14895,7160,17263,7429,11976,21684,21143,21891,22599,57133,4219,8546,3324,2879,438829,152,402,729,1135,893,2802,575,27,3,123,45,499,189,1361,3003,3010,0,0,1,12,14961,133595,196651,515252,340870,322965,1366818,261824,95477,77736,17820,76836,296569,270419,316620,384339,867682,10309,19510,6882,7946,5586120,1726,4006,8444,2672,2729,18416,3774,779,30,140,45,4057,5332,5411,5866,14358,0,0,1,117,77903
2021-05-31,123664,184814,476271,318730,302893,1277075,248389,89557,60543,10391,65058,277535,250483,298096,362912,822534,6098,10962,3554,5062,5194621,701,2618,1491,1405,1125,16765,1472,1241,78,2,200,2650,1223,3375,1200,12019,9,9,0,0,47583,11187,15096,43364,24783,23037,110251,15352,7358,17304,7577,12148,23267,22063,22966,25158,61047,4248,8577,3324,2879,460986,561,648,2901,1249,1863,3808,457,198,41,148,172,1583,920,1075,2559,3914,29,31,0,0,22157,134857,199918,519646,343526,325955,1387393,263753,96916,77855,17970,77209,300802,272562,321071,388100,883616,10347,19550,6882,7946,5655874,1262,3267,4394,2656,2990,20575,1929,1439,119,150,373,4233,2143,4451,3761,15934,38,40,0,0,69754
