date,RSS01_DOSE_Numero1_cumu,RSS02_DOSE_Numero1_cumu,RSS03_DOSE_Numero1_cumu,RSS04_DOSE_Numero1_cumu,RSS05_DOSE_Numero1_cumu,RSS06_DOSE_Numero1_cumu,RSS07_DOSE_Numero1_cumu,RSS08_DOSE_Numero1_cumu,RSS09_DOSE_Numero1_cumu,RSS10_DOSE_Numero1_cumu,RSS11_DOSE_Numero1_cumu,RSS12_DOSE_Numero1_cumu,RSS13_DOSE_Numero1_cumu,RSS14_DOSE_Numero1_cumu,RSS15_DOSE_Numero1_cumu,RSS16_DOSE_Numero1_cumu,RSS17_DOSE_Numero1_cumu,RSS18_DOSE_Numero1_cumu,RSSHQ_DOSE_Numero1_cumu,RSSND_DOSE_Numero1_cumu,RSS99_DOSE_Numero1_cumu,RSS01_DOSE_Numero1_jour,RSS02_DOSE_Numero1_jour,RSS03_DOSE_Numero1_jour,RSS04_DOSE_Numero1_jour,RSS05_DOSE_Numero1_jour,RSS06_DOSE_Numero1_jour,RSS07_DOSE_Numero1_jour,RSS08_DOSE_Numero1_jour,RSS09_DOSE_Numero1_jour,RSS10_DOSE_Numero1_jour,RSS11_DOSE_Numero1_jour,RSS12_DOSE_Numero1_jour,RSS13_DOSE_Numero1_jour,RSS14_DOSE_Numero1_jour,RSS15_DOSE_Numero1_jour,RSS16_DOSE_Numero1_jour,RSS17_DOSE_Numero1_jour,RSS18_DOSE_Numero1_jour,RSSHQ_DOSE_Numero1_jour,RSSND_DOSE_Numero1_jour,RSS99_DOSE_Numero1_jour,RSS01_DOSE_Numero2_cumu,RSS02_DOSE_Numero2_cumu,RSS03_DOSE_Numero2_cumu,RSS04_DOSE_Numero2_cumu,RSS05_DOSE_Numero2_cumu,RSS06_DOSE_Numero2_cumu,RSS07_DOSE_Numero2_cumu,RSS08_DOSE_Numero2_cumu,RSS09_DOSE_Numero2_cumu,RSS10_DOSE_Numero2_cumu,RSS11_DOSE_Numero2_cumu,RSS12_DOSE_Numero2_cumu,RSS13_DOSE_Numero2_cumu,RSS14_DOSE_Numero2_cumu,RSS15_DOSE_Numero2_cumu,RSS16_DOSE_Numero2_cumu,RSS17_DOSE_Numero2_cumu,RSS18_DOSE_Numero2_cumu,RSSHQ_DOSE_Numero2_cumu,RSSND_DOSE_Numero2_cumu,RSS99_DOSE_Numero2_cumu,RSS01_DOSE_Numero2_jour,RSS02_DOSE_Numero2_jour,RSS03_DOSE_Numero2_jour,RSS04_DOSE_Numero2_jour,RSS05_DOSE_Numero2_jour,RSS06_DOSE_Numero2_jour,RSS07_DOSE_Numero2_jour,RSS08_DOSE_Numero2_jour,RSS09_DOSE_Numero2_jour,RSS10_DOSE_Numero2_jour,RSS11_DOSE_Numero2_jour,RSS12_DOSE_Numero2_jour,RSS13_DOSE_Numero2_jour,RSS14_DOSE_Numero2_jour,RSS15_DOSE_Numero2_jour,RSS16_DOSE_Numero2_jour,RSS17_DOSE_Numero2_jour,RSS18_DOSE_Numero2_jour,RSSHQ_DOSE_Numero2_jour,RSSND_DOSE_Numero2_jour,RSS99_DOSE_Numero2_jour,RSS01_DOSES_Total_cumu,RSS02_DOSES_Total_cumu,RSS03_DOSES_Total_cumu,RSS04_DOSES_Total_cumu,RSS05_DOSES_Total_cumu,RSS06_DOSES_Total_cumu,RSS07_DOSES_Total_cumu,RSS08_DOSES_Total_cumu,RSS09_DOSES_Total_cumu,RSS10_DOSES_Total_cumu,RSS11_DOSES_Total_cumu,RSS12_DOSES_Total_cumu,RSS13_DOSES_Total_cumu,RSS14_DOSES_Total_cumu,RSS15_DOSES_Total_cumu,RSS16_DOSES_Total_cumu,RSS17_DOSES_Total_cumu,RSS18_DOSES_Total_cumu,RSSHQ_DOSES_Total_cumu,RSSND_DOSES_Total_cumu,RSS99_DOSES_Total_cumu,RSS01_DOSES_Total_jour,RSS02_DOSES_Total_jour,RSS03_DOSES_Total_jour,RSS04_DOSES_Total_jour,RSS05_DOSES_Total_jour,RSS06_DOSES_Total_jour,RSS07_DOSES_Total_jour,RSS08_DOSES_Total_jour,RSS09_DOSES_Total_jour,RSS10_DOSES_Total_jour,RSS11_DOSES_Total_jour,RSS12_DOSES_Total_jour,RSS13_DOSES_Total_jour,RSS14_DOSES_Total_jour,RSS15_DOSES_Total_jour,RSS16_DOSES_Total_jour,RSS17_DOSES_Total_jour,RSS18_DOSES_Total_jour,RSSHQ_DOSES_Total_jour,RSSND_DOSES_Total_jour,RSS99_DOSES_Total_jour
2020-12-14,0,0,145,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,0,145,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,0,145,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291
2020-12-15,0,0,850,0,0,609,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1460,0,0,705,0,0,463,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,0,0,609,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1460,0,0,705,0,0,463,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1169
2020-12-16,0,0,1409,0,0,997,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2408,0,0,559,0,0,388,0,0,0,0,0,0,0,0,0,0,0,0,0,1,948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1409,0,0,997,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2408,0,0,559,0,0,388,0,0,0,0,0,0,0,0,0,0,0,0,0,1,948
2020-12-17,0,0,1938,0,0,1363,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3308,0,0,529,0,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,5,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1938,0,0,1363,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3308,0,0,529,0,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,5,900
2020-12-18,0,0,2472,0,0,1548,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4028,0,0,534,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,1,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2472,0,0,1548,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4028,0,0,534,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,1,0,720
2020-12-19,0,0,3075,0,0,1664,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4747,0,0,603,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3075,0,0,1664,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4747,0,0,603,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719
2020-12-20,0,0,3075,0,0,1779,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4862,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3075,0,0,1779,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4862,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115
2020-12-21,0,0,3075,0,0,2185,95,0,0,0,0,0,0,0,0,0,0,0,2,7,5364,0,0,0,0,0,406,95,0,0,0,0,0,0,0,0,0,0,0,0,1,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3075,0,0,2185,95,0,0,0,0,0,0,0,0,0,0,0,2,7,5364,0,0,0,0,0,406,95,0,0,0,0,0,0,0,0,0,0,0,0,1,502
2020-12-22,0,194,3249,400,0,2915,440,0,2,0,0,0,0,131,41,0,0,0,3,8,7383,0,194,174,400,0,730,345,0,2,0,0,0,0,131,41,0,0,0,1,1,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,3249,400,0,2915,440,0,2,0,0,0,0,131,41,0,0,0,3,8,7383,0,194,174,400,0,730,345,0,2,0,0,0,0,131,41,0,0,0,1,1,2019
2020-12-23,0,528,3289,768,103,3663,674,0,161,0,120,34,174,412,160,1044,0,0,3,8,11141,0,334,40,368,103,748,234,0,159,0,120,34,174,281,119,1044,0,0,0,0,3758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,3289,768,103,3663,674,0,161,0,120,34,174,412,160,1044,0,0,3,8,11141,0,334,40,368,103,748,234,0,159,0,120,34,174,281,119,1044,0,0,0,0,3758
2020-12-24,436,703,3289,768,306,3878,802,0,302,0,262,271,314,517,245,2056,0,0,3,8,14160,436,175,0,0,203,215,128,0,141,0,142,237,140,105,85,1012,0,0,0,0,3019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,703,3289,768,306,3878,802,0,302,0,262,271,314,517,245,2056,0,0,3,8,14160,436,175,0,0,203,215,128,0,141,0,142,237,140,105,85,1012,0,0,0,0,3019
2020-12-25,436,703,3289,768,306,3878,802,0,302,0,262,271,314,517,245,2056,0,0,3,8,14160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,703,3289,768,306,3878,802,0,302,0,262,271,314,517,245,2056,0,0,3,8,14160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-26,666,1024,3289,768,505,4154,933,136,370,0,262,487,498,692,329,3159,0,0,3,8,17283,230,321,0,0,199,276,131,136,68,0,0,216,184,175,84,1103,0,0,0,0,3123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,1024,3289,768,505,4154,933,136,370,0,262,487,498,692,329,3159,0,0,3,8,17283,230,321,0,0,199,276,131,136,68,0,0,216,184,175,84,1103,0,0,0,0,3123
2020-12-27,867,1024,3289,768,710,4365,933,136,370,0,262,670,625,891,401,4238,0,0,3,9,19561,201,0,0,0,205,211,0,0,0,0,0,183,127,199,72,1079,0,0,0,1,2278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867,1024,3289,768,710,4365,933,136,370,0,262,670,625,891,401,4238,0,0,3,9,19561,201,0,0,0,205,211,0,0,0,0,0,183,127,199,72,1079,0,0,0,1,2278
2020-12-28,1085,1024,3477,1048,710,5229,1014,260,370,0,373,770,853,1101,505,4238,0,0,4,11,22072,218,0,188,280,0,864,81,124,0,0,111,100,228,210,104,0,0,0,1,2,2511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1085,1024,3477,1048,710,5229,1014,260,370,0,373,770,853,1101,505,4238,0,0,4,11,22072,218,0,188,280,0,864,81,124,0,0,111,100,228,210,104,0,0,0,1,2,2511
2020-12-29,1085,1024,3801,1228,885,6033,1029,385,473,0,373,770,1074,1361,642,4238,0,0,9,23,24433,0,0,324,180,175,804,15,125,103,0,0,0,221,260,137,0,0,0,5,12,2361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1085,1024,3801,1228,885,6033,1029,385,473,0,373,770,1074,1361,642,4238,0,0,9,23,24433,0,0,324,180,175,804,15,125,103,0,0,0,221,260,137,0,0,0,5,12,2361
2020-12-30,1085,1024,4150,1415,1060,6825,1029,508,473,0,557,999,1363,1421,827,4725,0,0,10,24,27495,0,0,349,187,175,792,0,123,0,0,184,229,289,60,185,487,0,0,1,1,3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1085,1024,4150,1415,1060,6825,1029,508,473,0,557,999,1363,1421,827,4726,0,0,10,24,27496,0,0,349,187,175,792,0,123,0,0,184,229,289,60,185,488,0,0,1,1,3063
2020-12-31,1085,1024,4150,1415,1060,6876,1029,508,473,0,557,1135,1363,1426,977,4725,0,0,11,25,27839,0,0,0,0,0,51,0,0,0,0,0,136,0,5,150,0,0,0,1,1,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1085,1024,4150,1415,1060,6876,1029,508,473,0,557,1135,1363,1426,977,4726,0,0,11,25,27840,0,0,0,0,0,51,0,0,0,0,0,136,0,5,150,0,0,0,1,1,344
2021-01-01,1085,1024,4150,1415,1061,6879,1029,508,473,0,557,1135,1363,1426,978,4725,0,0,16,27,27851,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,5,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1085,1024,4150,1415,1061,6879,1029,508,473,0,557,1135,1363,1426,978,4726,0,0,16,27,27852,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,5,2,12
2021-01-02,1085,1174,4150,1415,1256,6879,1029,508,473,0,557,1136,1363,1526,1154,4727,0,0,25,35,28492,0,150,0,0,195,0,0,0,0,0,0,1,0,100,176,2,0,0,9,8,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1085,1174,4150,1415,1256,6879,1029,508,473,0,557,1136,1363,1526,1154,4728,0,0,25,35,28493,0,150,0,0,195,0,0,0,0,0,0,1,0,100,176,2,0,0,9,8,641
2021-01-03,1085,1576,4471,1415,1442,6880,1030,508,473,0,557,1460,1363,1641,1336,4727,0,0,28,41,30033,0,402,321,0,186,1,1,0,0,0,0,324,0,115,182,0,0,0,3,6,1541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1085,1576,4471,1415,1442,6880,1030,508,473,0,557,1460,1363,1641,1336,4728,0,0,28,41,30034,0,402,321,0,186,1,1,0,0,0,0,324,0,115,182,0,0,0,3,6,1541
2021-01-04,1085,2262,5027,1415,1442,7498,1120,508,473,0,557,1461,1579,1748,1587,4943,0,0,30,58,32793,0,686,556,0,0,618,90,0,0,0,0,1,216,107,251,216,0,0,2,17,2760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1085,2262,5027,1415,1442,7498,1120,508,473,0,557,1461,1579,1748,1587,4944,0,0,30,58,32794,0,686,556,0,0,618,90,0,0,0,0,1,216,107,251,216,0,0,2,17,2760
2021-01-05,1085,2631,6081,1780,1500,9748,1246,631,473,0,557,1462,1918,1834,1920,5655,0,28,53,160,38762,0,369,1054,365,58,2250,126,123,0,0,0,1,339,86,333,712,0,28,23,102,5969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1085,2631,6081,1780,1500,9748,1246,631,473,0,557,1462,1918,1834,1920,5656,0,28,54,160,38764,0,369,1054,365,58,2250,126,123,0,0,0,1,339,86,333,712,0,28,24,102,5970
2021-01-06,1085,3084,7158,2300,2071,13014,1743,827,702,22,796,1821,2312,2096,2333,7578,0,303,72,178,49495,0,453,1077,520,571,3266,497,196,229,22,239,359,394,262,413,1923,0,275,19,18,10733,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1085,3084,7158,2300,2071,13015,1743,827,702,22,796,1821,2312,2096,2333,7579,0,303,73,178,49498,0,453,1077,520,571,3267,497,196,229,22,239,359,394,262,413,1923,0,275,19,18,10734
2021-01-07,1480,3458,7757,2836,2615,17820,2286,1270,935,65,1647,2624,2808,2477,2975,9363,0,503,108,226,63253,395,374,599,536,544,4806,543,443,233,43,851,803,496,381,642,1785,0,200,36,48,13758,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1480,3458,7757,2836,2615,17821,2286,1270,935,65,1647,2624,2808,2477,2975,9364,0,503,110,226,63257,395,374,599,536,544,4806,543,443,233,43,851,803,496,381,642,1785,0,200,37,48,13759
2021-01-08,1835,3683,8362,3279,3416,22249,2943,1482,1445,95,2297,3608,3251,2883,3551,11092,0,770,140,266,76647,355,225,605,443,801,4429,657,212,510,30,650,984,443,406,576,1729,0,267,32,40,13394,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1835,3683,8363,3279,3416,22251,2943,1482,1445,95,2297,3608,3251,2883,3551,11093,0,770,142,266,76653,355,225,606,443,801,4430,657,212,510,30,650,984,443,406,576,1729,0,267,32,40,13396
2021-01-09,2113,3901,9500,4075,3416,24822,3245,1606,1720,105,2625,3927,3509,3321,3941,12174,0,966,164,309,85439,278,218,1138,796,0,2573,302,124,275,10,328,319,258,438,390,1082,0,196,24,43,8792,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2113,3901,9502,4075,3416,24824,3245,1606,1720,105,2625,3927,3509,3321,3941,12175,0,966,166,309,85446,278,218,1139,796,0,2573,302,124,275,10,328,319,258,438,390,1082,0,196,24,43,8793
2021-01-10,2537,4134,10627,4380,3416,26589,3582,1738,1720,105,2699,4227,3858,3684,4316,13248,0,1126,199,337,92522,424,233,1127,305,0,1767,337,132,0,0,74,300,349,363,375,1074,0,160,35,28,7083,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2537,4134,10629,4380,3416,26592,3582,1738,1720,105,2699,4227,3858,3684,4316,13249,0,1126,201,337,92530,424,233,1127,305,0,1768,337,132,0,0,74,300,349,363,375,1074,0,160,35,28,7084
2021-01-11,2537,4134,11711,4967,3974,28818,3582,1860,1880,105,2789,4247,4390,3954,5102,14040,0,1185,226,373,99874,0,0,1084,587,558,2229,0,122,160,0,90,20,532,270,786,792,0,59,27,36,7352,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2537,4134,11713,4967,3974,28822,3582,1860,1880,105,2789,4247,4390,3954,5102,14041,0,1185,228,373,99883,0,0,1084,587,558,2230,0,122,160,0,90,20,532,270,786,792,0,59,27,36,7353
2021-01-12,2537,4372,12510,5610,4531,30283,3639,2048,2012,105,2795,4768,4923,4185,5761,15870,0,1216,271,454,107890,0,238,799,643,557,1465,57,188,132,0,6,521,533,231,659,1830,0,31,45,81,8016,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,2,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2537,4372,12512,5610,4531,30290,3639,2048,2012,105,2795,4768,4923,4185,5761,15871,0,1216,273,454,107902,0,238,799,643,557,1468,57,188,132,0,6,521,533,231,659,1830,0,31,45,81,8019
2021-01-13,2537,4522,13586,6028,5088,32055,3894,2220,2139,105,2847,5386,5809,4638,6363,17769,0,1216,321,493,117016,0,150,1076,418,557,1772,255,172,127,0,52,618,886,453,602,1899,0,0,50,39,9126,0,0,2,1,0,8,0,0,0,0,0,0,0,0,0,3,0,0,2,0,16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,2537,4522,13588,6029,5088,32063,3894,2220,2139,105,2847,5386,5809,4638,6363,17772,0,1216,323,493,117032,0,150,1076,419,557,1773,255,172,127,0,52,618,886,453,602,1901,0,0,50,39,9130
2021-01-14,2537,5095,14990,6667,5805,34657,4421,2342,2312,105,3200,6316,6450,5069,7098,19663,0,1216,351,529,128823,0,573,1404,639,717,2602,527,122,173,0,353,930,641,431,735,1894,0,0,30,36,11807,0,0,2,1,1,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2537,5095,14992,6668,5806,34665,4421,2342,2312,105,3200,6316,6450,5069,7098,19666,0,1216,354,529,128841,0,573,1404,639,718,2602,527,122,173,0,353,930,641,431,735,1894,0,0,31,36,11809
2021-01-15,2806,5690,16376,7311,6589,37078,4677,2462,2403,105,3568,7293,7053,5670,7639,21090,0,1216,405,585,140016,269,595,1386,644,784,2421,256,120,91,0,368,977,603,601,541,1427,0,0,54,56,11193,0,0,2,1,1,11,0,0,0,0,0,0,0,0,2,4,0,0,3,0,24,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,6,2806,5690,16378,7312,6590,37089,4677,2462,2403,105,3568,7293,7053,5670,7641,21094,0,1216,408,585,140040,269,595,1386,644,784,2424,256,120,91,0,368,977,603,601,543,1428,0,0,54,56,11199
2021-01-16,3076,6317,17832,7311,7145,38605,4916,2581,2456,105,3826,7935,7297,6397,8105,21724,0,1644,448,759,148479,270,627,1456,0,556,1527,239,119,53,0,258,642,244,727,466,634,0,428,43,174,8463,0,0,2,1,2,11,0,0,0,0,0,0,0,0,2,4,0,0,4,0,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3076,6317,17834,7312,7147,38616,4916,2581,2456,105,3826,7935,7297,6397,8107,21728,0,1644,452,759,148505,270,627,1456,0,557,1527,239,119,53,0,258,642,244,727,466,634,0,428,44,174,8465
2021-01-17,3076,6572,19262,7831,7680,39810,5407,2698,2456,105,3826,7935,7508,7162,8481,21724,31,2814,459,769,155606,0,255,1430,520,535,1205,491,117,0,0,0,0,211,765,376,0,31,1170,11,10,7127,0,0,2,1,2,11,0,0,0,0,0,0,0,0,2,4,0,0,4,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3076,6572,19264,7832,7682,39821,5407,2698,2456,105,3826,7935,7508,7162,8483,21728,31,2814,463,770,155633,0,255,1430,520,535,1205,491,117,0,0,0,0,211,765,376,0,31,1170,11,11,7128
2021-01-18,3680,6661,19262,8668,8170,41188,5983,3090,2491,127,4386,9010,7584,8068,9218,22943,43,4388,492,802,166254,604,89,0,837,490,1378,576,392,35,22,560,1075,76,906,737,1219,12,1574,33,33,10648,0,0,2,1,2,11,0,0,0,0,0,0,0,0,2,9,0,0,4,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,7,3680,6661,19264,8669,8172,41199,5983,3090,2491,127,4386,9010,7584,8068,9220,22952,43,4388,496,805,166288,604,89,0,837,490,1378,576,392,35,22,560,1075,76,906,737,1224,12,1574,33,35,10655
2021-01-19,3930,6663,19267,9661,8593,42855,6799,3512,2622,453,4869,9482,7657,8467,10037,24384,306,5701,562,857,176677,250,2,5,993,423,1667,816,422,131,326,483,472,73,399,819,1441,263,1313,70,55,10423,0,0,2,1,2,11,0,0,0,0,0,0,0,1,2,9,0,0,5,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,3930,6663,19269,9662,8595,42866,6799,3512,2622,453,4869,9482,7657,8468,10039,24393,306,5701,567,861,176714,250,2,5,993,423,1667,816,422,131,326,483,472,73,400,819,1441,263,1313,71,56,10426
2021-01-20,3930,7081,19851,10411,9191,44959,7344,3848,3442,677,5586,9821,8186,8791,11063,25449,386,6640,705,912,188273,0,418,584,750,598,2104,545,336,820,224,717,339,529,324,1026,1065,80,939,143,55,11596,0,0,2,1,2,13,0,0,0,0,0,0,0,2,2,9,0,0,5,4,40,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3930,7081,19853,10412,9193,44972,7344,3848,3442,677,5586,9821,8186,8793,11065,25458,386,6640,710,916,188313,0,418,584,750,598,2106,545,336,820,224,717,339,529,325,1026,1065,80,939,143,55,11599
2021-01-21,3930,7715,20326,11320,9967,47686,7908,4528,4728,1109,6146,10203,8741,9181,11532,27360,495,7449,847,986,202157,0,634,475,909,776,2727,564,680,1286,432,560,382,555,390,469,1911,109,809,142,74,13884,0,0,2,2,6,14,0,0,0,0,0,0,1,3,3,10,0,0,5,7,53,0,0,0,1,4,1,0,0,0,0,0,0,1,1,1,1,0,0,0,3,13,3930,7715,20328,11322,9973,47700,7908,4528,4728,1109,6146,10203,8742,9184,11535,27370,495,7449,852,993,202210,0,634,475,910,780,2728,564,680,1286,432,560,382,556,391,470,1912,109,809,142,77,13897
2021-01-22,4215,8219,20883,12190,10058,50926,8262,5011,5542,1514,6337,10513,9380,9748,11963,28951,544,7939,882,1008,214085,285,504,557,870,91,3240,354,483,814,405,191,310,639,567,431,1591,49,490,35,22,11928,1,0,2,2,6,17,0,0,0,0,0,0,1,3,4,10,0,0,7,7,60,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,7,4216,8219,20885,12192,10064,50943,8262,5011,5542,1514,6337,10513,9381,9751,11967,28961,544,7939,889,1015,214145,286,504,557,870,91,3243,354,483,814,405,191,310,639,567,432,1591,49,490,37,22,11935
2021-01-23,4435,8538,21616,12848,10353,52744,8464,5327,6036,2405,6337,10754,9637,10194,11964,30381,544,8077,892,1019,222565,220,319,733,658,295,1818,202,316,494,891,0,241,257,446,1,1430,0,138,10,11,8480,1,0,2,2,6,19,0,0,0,0,0,0,1,3,4,11,0,0,7,7,63,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4436,8538,21618,12850,10359,52763,8464,5327,6036,2405,6337,10754,9638,10197,11968,30392,544,8077,899,1026,222628,220,319,733,658,295,1820,202,316,494,891,0,241,257,446,1,1431,0,138,10,11,8483
