,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,4042,5,4019,23,53,0,3983,6,196934.5,2052.46,3.05,26.91,6
02,02 - Saguenay-Lac-Saint-Jean,11133,7,10912,221,271,0,10854,8,277505,4011.82,2.88,97.66,7
03,03 - Capitale-Nationale,33496,21,33143,353,1119,0,32261,116,757803,4420.15,15.26,147.66,11
04,04 - Mauricie et Centre-du-Québec,16322,28,16080,242,562,0,15561,199,523331.5,3118.86,37.95,107.39,20
05,05 - Estrie,15721,37,15211,510,355,0,15136,230,494966.5,3176.17,46.30,71.72,19
06,06 - Montréal,139887,229,136950,2937,4776,0,133049,2062,2072060.5,6751.11,99.21,230.50,147
07,07 - Outaouais,13189,24,12743,446,215,0,12741,233,402744,3274.78,57.61,53.38,34
08,08 - Abitibi-Témiscamingue,1214,1,1181,33,9,0,1189,16,147637,822.29,10.84,6.10,0
09,09 - Côte-Nord,597,1,578,19,4,0,589,4,89700.5,665.55,4.48,4.46,1
10,10 - Nord-du-Québec,133,0,131,2,0,0,128,5,13521.5,983.62,37.08,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2092,1,2072,20,47,0,2039,6,89823,2329.02,6.69,52.33,1
12,12 - Chaudière-Appalaches,19728,40,19452,276,368,0,19129,231,431109.5,4576.10,53.48,85.36,15
13,13 - Laval,34309,78,32429,1880,926,1,32618,765,444658.5,7715.81,171.30,208.25,67
14,14 - Lanaudière,25465,54,24754,711,517,0,24467,481,522367,4874.93,91.68,98.97,39
15,15 - Laurentides,22548,68,21944,604,511,0,21529,508,630238,3577.70,80.19,81.08,45
16,16 - Montérégie,54364,102,52415,1949,1561,0,51868,935,1438226,3779.93,64.76,108.54,69
17,17 - Nunavik,50,0,48,2,0,0,50,0,14336.5,348.76,0.00,0.00,0
18,18 - Terres-Cries-de-la-Baie-James,142,0,142,0,3,0,132,7,18507,767.28,37.58,16.21,5
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,719,7,714,5,0,0,694,25,.,.,.,.,4
999,Ensemble du Québec,395155,703,384921,10234,11297,1,378021,5837,8565469.5,4613.35,67.94,131.89,490

