group,1d,2d,3d,pop 2021
0-4,31699,14429,42,428991
5-11,441408,338811,33028,650347
12-17,532863,510484,122852,529446
18-29,1118538,1059473,454808,1216440
30-39,1026455,986059,522090,1118629
40-49,1030879,1006345,658652,1115327
50-59,1082921,1057336,807172,1155183
60-69,1118968,1106846,1004046,1168854
70-79,755936,754419,726693,783129
80 plus,401327,401791,392099,425520
Total 5+,7509295,7221564,4721440,8162875
Total,7540994,7235993,4721482,8591866
