Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;14;400;298;9331;6950,7;< 5;n.p.;473;352,3
Anjou;5;109;254,7;3185;7442,3;0;;74;172,9
Baie D'urfé;< 5;8;n.p.;76;1988;0;;< 5;n.p.
Beaconsfield;< 5;25;* 129,4;407;2106,2;0;;19;* 98,3
Côte-des-Neiges–Notre-Dame-de-Grâce;27;448;269;10658;6400,4;< 5;n.p.;351;210,8
Côte-Saint-Luc;15;131;403,7;2534;7809,4;< 5;n.p.;112;345,2
Dollard-des-Ormeaux;14;131;267,9;2416;4940,8;< 5;n.p.;120;245,4
Dorval;< 5;43;226,6;722;3804;0;;67;353
Hampstead;0;14;* 200,8;356;5105,4;0;;5;n.p.
Kirkland;< 5;48;238,2;626;3106,5;< 5;n.p.;33;* 163,8
Lachine;12;152;341,7;2706;6082,4;0;;169;379,9
LaSalle;10;202;262,8;4865;6330,3;< 5;n.p.;237;308,4
L'Île-Bizard–Sainte-Geneviève;6;55;298,7;933;5067,1;0;;74;401,9
Mercier–Hochelaga-Maisonneuve;12;273;200,7;7879;5792,4;< 5;n.p.;441;324,2
Montréal Est;< 5;8;n.p.;245;6363,6;0;;9;* 233,8
Montréal-Nord;11;183;217,3;8339;9899,8;< 5;n.p.;326;387
Montréal-Ouest;< 5;21;* 415,8;156;3089,1;0;;< 5;n.p.
Mont-Royal;< 5;51;251,5;1036;5109,5;0;;92;453,7
Outremont;< 5;31;* 129,4;1168;4876;< 5;n.p.;22;* 91,8
Pierrefonds–Roxboro;10;157;226,6;3643;5257,1;0;;79;114
Plateau Mont-Royal;7;122;117,3;4044;3888,5;0;;170;163,5
Pointe-Claire;< 5;40;127,5;947;3017,8;0;;52;165,7
Rivière-des-Prairies–Pointe-aux-Trembles;24;252;236,1;8201;7682,9;< 5;n.p.;311;291,4
Rosemont–La Petite Patrie;13;224;160,5;6384;4573,4;< 5;n.p.;319;228,5
Sainte-Anne-de-Bellevue;0;< 5;n.p.;123;2480,8;0;;12;* 242
Saint-Laurent;31;411;415,9;7086;7170;< 5;n.p.;151;152,8
Saint-Léonard;15;277;353,7;7048;9000,7;< 5;n.p.;131;167,3
Senneville;0;0;;22;* 2388,7;0;;0;
Sud-Ouest;9;107;136,9;3399;4349,3;< 5;n.p.;204;261
Verdun;13;135;195;2895;4181,8;0;;192;277,3
Ville-Marie;5;140;157;4217;4729,2;< 5;n.p.;116;130,1
Villeray–Saint-Michel–Parc-Extension;30;404;280,8;9812;6820,9;< 5;n.p.;184;127,9
Westmount;< 5;27;* 132,9;664;3269;< 5;n.p.;58;285,5
Territoire à confirmer;-2;49;;1776;;0;;25;
Total à Montréal;300;4680;226,6;117899;5707,6;29;*1,4;4634;224,3
