group,1d,2d,3d,pop 2021
0-4,8413,61,8,428991
5-11,434845,328564,494,650347
12-17,531687,508327,96371,529446
18-29,1113612,1055206,435598,1216440
30-39,1021525,982156,502073,1118629
40-49,1027962,1003859,640694,1115327
50-59,1080818,1055524,790438,1155183
60-69,1116545,1105141,989942,1168854
70-79,754478,753415,718925,783129
80 plus,400784,401233,387469,425520
Total 5+,7482256,7193425,4562004,8162875
Total,7490669,7193486,4562012,8591866
