No,RSS,NoRLS,RLS,Cas,Cas actifs,Population,Cas pour 100 000,Cas actifs pour 100 000
01,01 - Bas-Saint-Laurent,0111,0111 - RLS de Kamouraska,152,6,20704,      734.16,       28.98
01,01 - Bas-Saint-Laurent,0112,0112 - RLS de Rivière-du-Loup,257,7,34880,      736.81,       20.07
01,01 - Bas-Saint-Laurent,0113,0113 - RLS de Témiscouata,81,n.d.,18994,      426.45,n.d.
01,01 - Bas-Saint-Laurent,0114,0114 - RLS des Basques,28,0,8485,      329.99,        0.00
01,01 - Bas-Saint-Laurent,0115,0115 - RLS de Rimouski,580,32,57826,     1003.01,       55.34
01,01 - Bas-Saint-Laurent,0116,0116 - RLS de La Mitis,76,n.d.,17919,      424.13,n.d.
01,01 - Bas-Saint-Laurent,0117,0117 - RLS de Matane,206,0,20591,     1000.44,        0.00
01,01 - Bas-Saint-Laurent,0118,0118 - RLS de La Matapédia,48,n.d.,17396,      275.93,n.d.
01,01 - Bas-Saint-Laurent,,Total,1434,52,196795,      728.68,       26.42
02,02 - Saguenay–Lac-Saint-Jean,0211,0211 - RLS du Domaine-du-Roy,286,32,30972,      923.41,      103.32
02,02 - Saguenay–Lac-Saint-Jean,0212,0212 - RLS de Maria-Chapdelaine,634,101,24975,     2538.54,      404.40
02,02 - Saguenay–Lac-Saint-Jean,0213,0213 - RLS de Lac-Saint-Jean-Est,2294,31,52264,     4389.25,       59.31
02,02 - Saguenay–Lac-Saint-Jean,0214,0214 - RLS de Jonquière,1998,85,67351,     2966.55,      126.20
02,02 - Saguenay–Lac-Saint-Jean,0215,0215 - RLS de Chicoutimi,2755,62,79274,     3475.29,       78.21
02,02 - Saguenay–Lac-Saint-Jean,0216,0216 - RLS de La Baie,609,15,22542,     2701.62,       66.54
02,02 - Saguenay–Lac-Saint-Jean,,Total,8590,327,277378,     3096.86,      117.89
03,03 - Capitale-Nationale,0311,0311 - RLS de Portneuf,1309,123,55347,     2365.08,      222.23
03,03 - Capitale-Nationale,0312,0312 - RLS de Québec-Sud,9470,844,322649,     2935.08,      261.58
03,03 - Capitale-Nationale,0313,0313 - RLS de Québec-Nord,8996,492,354139,     2540.25,      138.93
03,03 - Capitale-Nationale,0314,0314 - RLS de Charlevoix,499,27,28012,     1781.38,       96.39
03,03 - Capitale-Nationale,,Total,20449,1495,760147,     2690.14,      196.67
04,04 - Mauricie et Centre-du-Québec,0411,0411 - RLS du Haut-Saint-Maurice,287,64,14984,     1915.38,      427.12
04,04 - Mauricie et Centre-du-Québec,0412,0412 - RLS de la Vallée de la Batiscan,373,13,25621,     1455.84,       50.74
04,04 - Mauricie et Centre-du-Québec,0413,0413 - RLS de Maskinongé,502,18,22978,     2184.70,       78.34
04,04 - Mauricie et Centre-du-Québec,0414,0414 - RLS du Centre-de-la-Mauricie,1262,37,64719,     1949.97,       57.17
04,04 - Mauricie et Centre-du-Québec,0415,0415 - RLS de Trois-Rivières,3282,208,143998,     2279.20,      144.45
04,04 - Mauricie et Centre-du-Québec,0416,0416 - RLS de Bécancour - Nicolet-Yamaska,696,46,44729,     1556.04,      102.84
04,04 - Mauricie et Centre-du-Québec,0417,0417 - RLS de Drummond,2942,404,108632,     2708.23,      371.90
04,04 - Mauricie et Centre-du-Québec,0418,0418 - RLS d'Arthabaska - de l'Érable,2144,137,98661,     2173.10,      138.86
04,04 - Mauricie et Centre-du-Québec,,Total,11553,929,524322,     2203.42,      177.18
05,05 - Estrie,0511,0511 - RLS de la Pommeraie,747,67,56601,     1319.76,      118.37
05,05 - Estrie,0512,0512 - RLS de la Haute-Yamaska,2642,244,106843,     2472.79,      228.37
05,05 - Estrie,0513,0513 - RLS de Memphrémagog,581,88,52941,     1097.45,      166.22
05,05 - Estrie,0514,0514 - RLS de Coaticook,372,36,18776,     1981.25,      191.73
05,05 - Estrie,0515,0515 - RLS de Sherbrooke,3560,280,171643,     2074.07,      163.13
05,05 - Estrie,0516,0516 - RLS de Val Saint-François,492,51,31629,     1555.53,      161.24
05,05 - Estrie,0517,0517 - RLS d'Asbestos,501,8,14220,     3523.21,       56.26
05,05 - Estrie,0518,0518 - RLS du Haut-Saint-François,359,50,22806,     1574.15,      219.24
05,05 - Estrie,0519,0519 - RLS du Granit,673,19,21311,     3157.99,       89.16
05,05 - Estrie,,Total,9933,846,496770,     1999.52,      170.30
06,06 - Montréal,0611,0611 - RLS de Pierrefonds - Lac Saint-Louis,6555,599,225106,     2911.96,      266.10
06,06 - Montréal,0612,0612 - RLS de Dorval - Lachine - Lasalle,6304,528,150448,     4190.15,      350.95
06,06 - Montréal,0621,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,4583,412,132189,     3467.01,      311.67
06,06 - Montréal,0622,0622 - RLS de Côte-des-Neiges - Métro - Parc-Extension,10383,823,247903,     4188.33,      331.98
06,06 - Montréal,0631,0631 - RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,5067,359,167337,     3028.02,      214.54
06,06 - Montréal,0632,0632 - RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,4908,439,163007,     3010.91,      269.31
06,06 - Montréal,0641,0641 - RLS du Nord de l'Île - Saint-Laurent,7544,763,163692,     4608.66,      466.12
06,06 - Montréal,0642,0642 - RLS d'Ahuntsic - Montréal-Nord,10352,952,173414,     5969.53,      548.98
06,06 - Montréal,0643,0643 - RLS de la Petite Patrie - Villeray,3485,295,116043,     3003.20,      254.22
06,06 - Montréal,0651,0651 - RLS de Saint-Léonard - Saint-Michel,8288,911,139917,     5923.51,      651.10
06,06 - Montréal,0652,0652 - RLS de Rivière-des-Prairies - Anjou - Montréal-Est,10463,1036,209590,     4992.13,      494.30
06,06 - Montréal,0653,0653 - RLS de Hochelaga - Mercier-Ouest - Rosemont,7296,688,189818,     3843.68,      362.45
06,06 - Montréal,,Total,87139,7990,2078464,     4192.47,      384.42
07,07 - Outaouais,0711,0711 - RLS du Pontiac,60,n.d.,20199,      297.04,n.d.
07,07 - Outaouais,0712,0712 - RLS de la Vallée-de-la-Gatineau,381,40,20511,     1857.54,      195.02
07,07 - Outaouais,0713,0713 - RLS des Collines-de-l'Outaouais,292,28,39252,      743.91,       71.33
