date,Regroupement,Croisement,Nom,new_doses_1d,new_doses_2d,total_doses_1d,total_doses_2d,new_doses,total_doses,perc_1d,perc_2d,cvac_cum_tot_ade_p,per_quo_1_n,per_quo_2_n,per_cum_1_n,per_cum_2_n,vac_quo_tot_m
2020-12-14,Région,RSS06,06 - Montréal,145,0,145,0,145,145,0.0069621095,0.0,0.0023380218,134.0,0.0,134.0,0.0,
2020-12-15,Région,RSS06,06 - Montréal,360,0,505,0,360,505,0.025198679900000003,0.0,0.005767120600000001,351.0,0.0,485.0,0.0,
2020-12-16,Région,RSS06,06 - Montréal,282,0,787,0,282,787,0.0398502835,0.0,0.0071179776,282.0,0.0,767.0,0.0,
2020-12-17,Région,RSS06,06 - Montréal,275,0,1062,0,275,1062,0.054086238700000004,0.0,0.0080531864,274.0,0.0,1041.0,0.0,
2020-12-18,Région,RSS06,06 - Montréal,138,0,1200,0,138,1200,0.0613081284,0.0,0.0090923072,139.0,0.0,1180.0,0.0,
2020-12-19,Région,RSS06,06 - Montréal,80,0,1280,0,80,1280,0.0654646117,0.0,0.0096638236,80.0,0.0,1260.0,0.0,
2020-12-20,Région,RSS06,06 - Montréal,78,0,1358,0,78,1358,0.0695691389,0.0,0.0103392522,79.0,0.0,1339.0,0.0,
2020-12-21,Région,RSS06,06 - Montréal,318,0,1676,0,318,1676,0.08551964349999999,0.0,0.014132043200000001,307.0,0.0,1646.0,0.0,
2020-12-22,Région,RSS06,06 - Montréal,569,0,2245,0,569,2245,0.11336808150000001,0.0,0.0233282624,536.0,0.0,2182.0,0.0,
2020-12-23,Région,RSS06,06 - Montréal,472,0,2717,0,472,2717,0.1372159044,0.0,0.026497580899999998,459.0,0.0,2641.0,0.0,
2020-12-24,Région,RSS06,06 - Montréal,195,0,2912,0,195,2912,0.1471914642,0.0,0.0281601742,192.0,0.0,2833.0,0.0,
2020-12-25,Région,RSS06,06 - Montréal,0,0,2912,0,0,2912,0.14724342029999998,0.0,0.0281601742,1.0,0.0,2834.0,0.0,
2020-12-26,Région,RSS06,06 - Montréal,224,0,3136,0,224,3136,0.15888157349999998,0.0,0.030342328,224.0,0.0,3058.0,0.0,
2020-12-27,Région,RSS06,06 - Montréal,193,0,3329,0,193,3329,0.16896104539999998,0.0,0.0314334048,194.0,0.0,3252.0,0.0,
2020-12-28,Région,RSS06,06 - Montréal,591,0,3920,0,591,3920,0.19971902170000003,0.0,0.036525096800000004,592.0,0.0,3844.0,0.0,
2020-12-29,Région,RSS06,06 - Montréal,550,0,4470,0,550,4470,0.2286585366,0.0,0.0399022395,557.0,0.0,4401.0,0.0,
2020-12-30,Région,RSS06,06 - Montréal,572,0,5042,0,572,5042,0.2584813041,0.0,0.0444743711,574.0,0.0,4975.0,0.0,
2020-12-31,Région,RSS06,06 - Montréal,39,0,5081,0,39,5081,0.2606634579,0.0,0.0446302392,42.0,0.0,5017.0,0.0,
2021-01-01,Région,RSS06,06 - Montréal,5,0,5086,0,5,5086,0.2610271501,0.0,0.0447341513,7.0,0.0,5024.0,0.0,
2021-01-02,Région,RSS06,06 - Montréal,10,0,5096,0,10,5096,0.2618584468,0.0,0.0447341513,16.0,0.0,5040.0,0.0,
2021-01-03,Région,RSS06,06 - Montréal,13,0,5109,0,13,5109,0.2629495237,0.0,0.0447341513,21.0,0.0,5061.0,0.0,
2021-01-04,Région,RSS06,06 - Montréal,572,1,5681,1,573,5682,0.2917851264,0.0,0.054501887,555.0,0.0,5616.0,0.0,
2021-01-05,Région,RSS06,06 - Montréal,1905,0,7586,1,1905,7587,0.3885272748,0.0,0.0800642592,1862.0,0.0,7478.0,0.0,
2021-01-06,Région,RSS06,06 - Montréal,2717,2,10303,3,2719,10306,0.5263146957,5.1956e-05,0.1113417959,2652.0,1.0,10130.0,1.0,
2021-01-07,Région,RSS06,06 - Montréal,4089,0,14392,3,4089,14395,0.7312812775,0.0001039121,0.1667269357,3945.0,1.0,14075.0,2.0,
2021-01-08,Région,RSS06,06 - Montréal,3769,1,18161,4,3770,18165,0.9224275525,0.0002078242,0.2149940978,3679.0,2.0,17754.0,4.0,
2021-01-09,Région,RSS06,06 - Montréal,2032,0,20193,4,2032,20197,1.0258200742,0.0002078242,0.2361921625,1990.0,0.0,19744.0,4.0,
2021-01-10,Région,RSS06,06 - Montréal,1416,1,21609,5,1417,21614,1.0989741799,0.0002597802,0.2501163815,1408.0,1.0,21152.0,5.0,
2021-01-11,Région,RSS06,06 - Montréal,1596,1,23205,6,1597,23211,1.1811166808,0.0004156483,0.2661707982,1581.0,3.0,22733.0,8.0,
2021-01-12,Région,RSS06,06 - Montréal,1094,1,24299,7,1095,24306,1.2393594028000001,0.0004156483,0.2718340067,1121.0,0.0,23854.0,8.0,
2021-01-13,Région,RSS06,06 - Montréal,1270,0,25569,7,1270,25576,1.3070061681999998,0.0004156483,0.2764580943,1302.0,0.0,25156.0,8.0,
2021-01-14,Région,RSS06,06 - Montréal,1893,0,27462,7,1893,27469,1.4061902506,0.0004676044,0.2880442915,1909.0,1.0,27065.0,9.0,
2021-01-15,Région,RSS06,06 - Montréal,1734,2,29196,9,1736,29205,1.4971133224000002,0.0005715165000000001,0.29474662079999997,1750.0,2.0,28815.0,11.0,
2021-01-16,Région,RSS06,06 - Montréal,1117,1,30313,10,1118,30323,1.556135385,0.0006754285,0.3009293897,1136.0,2.0,29951.0,13.0,
2021-01-17,Région,RSS06,06 - Montréal,916,0,31229,10,916,31239,1.6034153823,0.0006754285,0.3066965102,910.0,0.0,30861.0,13.0,
2021-01-18,Région,RSS06,06 - Montréal,1081,1,32310,11,1082,32321,1.6593200825,0.0007793406,0.3159966416,1076.0,2.0,31937.0,15.0,
2021-01-19,Région,RSS06,06 - Montréal,1326,0,33636,11,1326,33647,1.7290970456,0.0008832527000000001,0.3234783115,1343.0,2.0,33280.0,17.0,
2021-01-20,Région,RSS06,06 - Montréal,1577,1,35213,12,1578,35225,1.8133697441,0.0009871648,0.3301806408,1622.0,2.0,34902.0,19.0,
2021-01-21,Région,RSS06,06 - Montréal,1937,5,37150,17,1942,37167,1.9160868372,0.001246945,0.33911707979999994,1977.0,5.0,36879.0,24.0,
2021-01-22,Région,RSS06,06 - Montréal,2128,3,39278,20,2131,39298,2.0274805892,0.0014547691,0.3467546179,2144.0,4.0,39023.0,28.0,
2021-01-23,Région,RSS06,06 - Montréal,1204,2,40482,22,1206,40504,2.0907110912,0.0016106373000000002,0.3504434968,1217.0,3.0,40240.0,31.0,
2021-01-24,Région,RSS06,06 - Montréal,392,1,40874,23,393,40897,2.1114935076,0.0020262856,0.35205413399999996,400.0,8.0,40640.0,39.0,
2021-01-25,Région,RSS06,06 - Montréal,634,6,41508,29,640,41537,2.1453688463,0.0023380218,0.3541323757,652.0,6.0,41292.0,45.0,
2021-01-26,Région,RSS06,06 - Montréal,763,30,42271,59,793,42330,2.1861023825,0.0049358239000000005,0.3590162435,784.0,50.0,42076.0,95.0,
2021-01-27,Région,RSS06,06 - Montréal,682,12,42953,71,694,43024,2.2226794354,0.0065464612,0.3624972983,704.0,31.0,42780.0,126.0,
2021-01-28,Région,RSS06,06 - Montréal,840,34,43793,105,874,43898,2.2666862021000003,0.0093001313,0.3689398474,847.0,53.0,43627.0,179.0,
2021-01-29,Région,RSS06,06 - Montréal,207,22,44000,127,229,44127,2.2782204432,0.011638153200000001,0.3728885065,222.0,45.0,43849.0,224.0,
2021-01-30,Région,RSS06,06 - Montréal,31,33,44031,160,64,44191,2.2802986849,0.014391823400000002,0.3756421767,40.0,53.0,43889.0,277.0,
2021-01-31,Région,RSS06,06 - Montréal,5,20,44036,180,25,44216,2.2810780255000003,0.0162102848,0.3774086821,15.0,35.0,43904.0,312.0,
2021-02-01,Région,RSS06,06 - Montréal,23,27,44059,207,50,44266,2.2824808386,0.0184963506,0.3796427918,27.0,44.0,43931.0,356.0,
2021-02-02,Région,RSS06,06 - Montréal,69,71,44128,278,140,44406,2.2868971021,0.024471295299999998,0.3860333849,85.0,115.0,44016.0,471.0,
2021-02-03,Région,RSS06,06 - Montréal,2209,43,46337,321,2252,46658,2.4012523484,0.027744525899999997,0.3992821753,2201.0,63.0,46217.0,534.0,
2021-02-04,Région,RSS06,06 - Montréal,3389,25,49726,346,3414,50072,2.5772794154,0.0302384159,0.4133103064,3388.0,48.0,49605.0,582.0,
2021-02-05,Région,RSS06,06 - Montréal,3476,35,53202,381,3511,53583,2.7574629657,0.032888174,0.42567584420000004,3468.0,51.0,53073.0,633.0,
