date,Regroupement,Croisement,Nom,new_doses_1d,new_doses_2d,total_doses_1d,total_doses_2d,new_doses,total_doses,perc_1d,perc_2d,cvac_cum_tot_ade_p,per_quo_1_n,per_quo_2_n,per_cum_1_n,per_cum_2_n,vac_quo_tot_m
2020-12-14,Région,RSS06,06 - Montréal,145,0,145,0,145,145,0.007037596,0.0,0.002328616,136.0,0.0,136.0,0.0,
2020-12-15,Région,RSS06,06 - Montréal,360,0,505,0,360,505,0.025356045,0.0,0.005743921,354.0,0.0,490.0,0.0,
2020-12-16,Région,RSS06,06 - Montréal,284,0,789,0,284,789,0.040052202,0.0,0.007037596,284.0,0.0,774.0,0.0,
2020-12-17,Région,RSS06,06 - Montréal,274,0,1063,0,274,1063,0.054230889,0.0,0.007969043,274.0,0.0,1048.0,0.0,
2020-12-18,Région,RSS06,06 - Montréal,138,0,1201,0,138,1201,0.061371979,0.0,0.009003983,138.0,0.0,1186.0,0.0,
2020-12-19,Région,RSS06,06 - Montréal,80,0,1281,0,80,1281,0.065511742,0.0,0.009573201,80.0,0.0,1266.0,0.0,
2020-12-20,Région,RSS06,06 - Montréal,78,0,1359,0,78,1359,0.06954801,0.0,0.010245912,78.0,0.0,1344.0,0.0,
2020-12-21,Région,RSS06,06 - Montréal,319,0,1678,0,319,1678,0.085848325,0.0,0.014075193,315.0,0.0,1659.0,0.0,
2020-12-22,Région,RSS06,06 - Montréal,570,0,2248,0,570,2248,0.114412687,0.0,0.023544899,552.0,0.0,2211.0,0.0,
2020-12-23,Région,RSS06,06 - Montréal,476,0,2724,0,476,2724,0.138526803,0.0,0.026649721,466.0,0.0,2677.0,0.0,
2020-12-24,Région,RSS06,06 - Montréal,192,0,2916,0,192,2916,0.148358739,0.0,0.028305626,190.0,0.0,2867.0,0.0,
2020-12-25,Région,RSS06,06 - Montréal,0,0,2916,0,0,2916,0.148358739,0.0,0.028305626,0.0,0.0,2867.0,0.0,
2020-12-26,Région,RSS06,06 - Montréal,227,0,3143,0,227,3143,0.160105316,0.0,0.030479002,227.0,0.0,3094.0,0.0,
2020-12-27,Région,RSS06,06 - Montréal,192,0,3335,0,192,3335,0.170040746,0.0,0.031565689,192.0,0.0,3286.0,0.0,
2020-12-28,Région,RSS06,06 - Montréal,592,0,3927,0,592,3927,0.200674988,0.0,0.036481657,592.0,0.0,3878.0,0.0,
2020-12-29,Région,RSS06,06 - Montréal,546,0,4473,0,546,4473,0.229084109,0.0,0.039793467,549.0,0.0,4427.0,0.0,
2020-12-30,Région,RSS06,06 - Montréal,573,0,5046,0,573,5046,0.258786905,0.0,0.044295459,574.0,0.0,5001.0,0.0,
2020-12-31,Région,RSS06,06 - Montréal,38,0,5084,0,38,5084,0.260908533,0.0,0.0444507,41.0,0.0,5042.0,0.0,
2021-01-01,Région,RSS06,06 - Montréal,6,0,5090,0,6,5090,0.261322509,0.0,0.044554194,8.0,0.0,5050.0,0.0,
2021-01-02,Région,RSS06,06 - Montréal,13,0,5103,0,13,5103,0.26235745,0.0,0.044554194,20.0,0.0,5070.0,0.0,
2021-01-03,Région,RSS06,06 - Montréal,13,0,5116,0,13,5116,0.263185402,0.0,0.044554194,16.0,0.0,5086.0,0.0,
2021-01-04,Région,RSS06,06 - Montréal,571,1,5687,1,572,5688,0.292474222,0.0,0.05438613,566.0,0.0,5652.0,0.0,
2021-01-05,Région,RSS06,06 - Montréal,1911,0,7598,1,1911,7599,0.390172618,0.0,0.080414887,1888.0,0.0,7540.0,0.0,
2021-01-06,Région,RSS06,06 - Montréal,2712,1,10310,2,2713,10312,0.529475627,5.1747e-05,0.111928829,2692.0,1.0,10232.0,1.0,
