group,1d,2d,pop 2021
0-11,432.0,11.0,1079338
12-17,324560.0,1099.0,529446
18-29,767761.0,52913.0,1216440
30-39,771279.0,62110.0,1118629
40-49,854255.0,73707.0,1115327
50-59,957050.0,115636.0,1155183
60-69,1048568.0,186869.0,1168854
70-79,725212.0,259581.0,783129
80 plus,388733.0,200619.0,425520
Total,5837850.0,952545.0,6983082
