Date;Doses du vaccin COVID-19 reçues (cumulatif);Doses du vaccin COVID-19 administrées (cumulatif)
2021-06-27;9442385;8053529
2021-06-26;9442385;7979775
2021-06-25;9442385;7884473
2021-06-24;9348479;7768136
2021-06-23;9348479;7699898
2021-06-22;8802479;7579927
2021-06-21;8149519;7481173
