"Date";"Doses du vaccin COVID-19 reçues (cumulatif)";"Doses du vaccin COVID-19 administrées (cumulatif)"
2023-03-30;25291557;22994235
2023-03-29;25291557;22990941
2023-03-28;25291557;22987700
2023-03-27;25291557;22984935
2023-03-26;25291557;22983105
2023-03-25;25291557;22982881
2023-03-24;25291557;22980523
