Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;21;302;225;20055;14939,1;< 5;n.p.;524;390,3
Anjou;5;93;217,3;6878;16071,6;0;;84;196,3
Baie D'urfé;0;6;n.p.;291;7611,8;0;;< 5;n.p.
Beaconsfield;< 5;61;315,7;1538;7959;< 5;n.p.;27;* 139,7
Côte-des-Neiges–Notre-Dame-de-Grâce;16;341;204,8;23880;14340,6;7;n.p.;405;243,2
Côte-Saint-Luc;9;101;311,3;5339;16454;< 5;n.p.;129;397,6
Dollard-des-Ormeaux;9;116;237,2;6116;12507,4;0;;131;267,9
Dorval;< 5;43;226,6;2073;10922;0;;70;368,8
Hampstead;5;40;573,6;1045;14986,4;0;;6;n.p.
Kirkland;< 5;38;188,6;1920;9528,1;< 5;n.p.;40;198,5
Lachine;< 5;119;267,5;6276;14106,9;< 5;n.p.;189;424,8
LaSalle;8;153;199,1;11091;14431,4;0;;258;335,7
L'Île-Bizard–Sainte-Geneviève;< 5;59;320,4;2368;12860,5;0;;79;429
Mercier–Hochelaga-Maisonneuve;17;303;222,8;19364;14235,7;< 5;n.p.;498;366,1
Montréal Est;0;14;* 363,6;651;16909,1;0;;11;* 285,7
Montréal-Nord;8;180;213,7;15250;18104,3;< 5;n.p.;382;453,5
Montréal-Ouest;< 5;19;* 376,2;553;10950,5;0;;< 5;n.p.
Mont-Royal;< 5;71;350,2;2556;12606;0;;95;468,5
Outremont;< 5;74;308,9;2809;11726,6;0;;30;* 125,2
Pierrefonds–Roxboro;13;144;207,8;8939;12899,5;< 5;n.p.;101;145,7
Plateau Mont-Royal;14;240;230,8;12442;11963,5;< 5;n.p.;192;184,6
Pointe-Claire;< 5;64;204;2827;9008,9;0;;64;204
Rivière-des-Prairies–Pointe-aux-Trembles;12;239;223,9;17692;16574,4;< 5;n.p.;351;328,8
Rosemont–La Petite Patrie;17;329;235,7;17617;12620,5;< 5;n.p.;350;250,7
Sainte-Anne-de-Bellevue;< 5;15;* 302,5;443;8935,1;0;;14;* 282,4
Saint-Laurent;15;229;231,7;14714;14888,5;< 5;n.p.;171;173
Saint-Léonard;14;171;218,4;14351;18327,1;0;;166;212
Senneville;0;< 5;n.p.;84;9120,5;0;;0;
Sud-Ouest;12;119;152,3;9677;12382,4;< 5;n.p.;228;291,7
Verdun;9;132;190,7;7545;10898,6;0;;211;304,8
Ville-Marie;13;215;241,1;11802;13235,4;< 5;n.p.;148;166
Villeray–Saint-Michel–Parc-Extension;12;253;175,9;21771;15134,2;5;n.p.;242;168,2
Westmount;< 5;81;398,8;1943;9565,8;0;;64;315,1
Territoire à confirmer;6;117;;7372;;< 5;;31;
Total à Montréal;260;4485;217,1;279273;13519,8;37;1,8;5297;256,4
