Regroupement,Croisement,Nom,cas_tot_n,cas_0cond_n,cas_0cond_p,cas_1cond_n,cas_1cond_p,cas_2cond_n,cas_2cond_p,dec_tot_n,dec_0cond_n,dec_0cond_p,dec_1cond_n,dec_1cond_p,dec_2cond_n,dec_2cond_p
Région,RSS01,01 - Bas-Saint-Laurent,     15511,      8994,       58.0,      3189,       20.6,      3328,       21.5,       110,         5,        4.5,         7,        6.4,        98,       89.1
Région,RSS02,02 - Saguenay–Lac-Saint-Jean,     24436,     13109,       53.6,      5638,       23.1,      5689,       23.3,       359,         5,        1.4,        19,        5.3,       335,       93.3
Région,RSS03,03 - Capitale-Nationale,     72665,     43791,       60.3,     14234,       19.6,     14640,       20.1,      1420,        29,        2.0,       101,        7.1,      1290,       90.8
Région,RSS04,04 - Mauricie et Centre-du-Québec,     48563,     28528,       58.7,      9292,       19.1,     10743,       22.1,       895,        24,        2.7,        49,        5.5,       822,       91.8
Région,RSS05,05 - Estrie,     41170,     24564,       59.7,      8334,       20.2,      8272,       20.1,       541,        22,        4.1,        29,        5.4,       490,       90.6
Région,RSS06,06 - Montréal,    249677,    155297,       62.2,     44715,       17.9,     49665,       19.9,      5225,       157,        3.0,       247,        4.7,      4821,       92.3
Région,RSS07,07 - Outaouais,     32708,     21967,       67.2,      5614,       17.2,      5127,       15.7,       284,         9,        3.2,        14,        4.9,       261,       91.9
Région,RSS08,08 - Abitibi-Témiscamingue,      7968,      4455,       55.9,      1710,       21.5,      1803,       22.6,        77,n.d.,n.d.,n.d.,n.d.,        66,       85.7
Région,RSS09,09 - Côte-Nord,      5838,      3397,       58.2,      1065,       18.2,      1376,       23.6,        38,n.d.,n.d.,n.d.,n.d.,        33,       86.8
Région,RSS10,10 - Nord-du-Québec,      1095,       698,       63.7,       201,       18.4,       196,       17.9,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS11,11 - Gaspésie–Îles-de-la-Madeleine,      6161,      3373,       54.7,      1261,       20.5,      1527,       24.8,        57,n.d.,n.d.,n.d.,n.d.,        51,       89.5
Région,RSS12,12 - Chaudière-Appalaches,     52866,     32898,       62.2,     10095,       19.1,      9873,       18.7,       559,        11,        2.0,        39,        7.0,       509,       91.1
Région,RSS13,13 - Laval,     64008,     40615,       63.5,     12501,       19.5,     10892,       17.0,      1035,        14,        1.4,        59,        5.7,       962,       92.9
Région,RSS14,14 - Lanaudière,     61941,     38718,       62.5,     12447,       20.1,     10776,       17.4,       724,        18,        2.5,        32,        4.4,       674,       93.1
Région,RSS15,15 - Laurentides,     68535,     43315,       63.2,     13235,       19.3,     11985,       17.5,       698,        16,        2.3,        26,        3.7,       656,       94.0
Région,RSS16,16 - Montérégie,    126209,     76105,       60.3,     24781,       19.6,     25323,       20.1,      2024,        43,        2.1,        96,        4.7,      1885,       93.1
Région,RSS17,17 - Nunavik,      2533,      1633,       64.5,       402,       15.9,       498,       19.7,         9,n.d.,n.d.,n.d.,n.d.,         8,       88.9
Région,RSS18,18 - Terres-Cries-de-la-Baie-James,      1929,      1273,       66.0,       300,       15.6,       356,       18.5,        13,n.d.,n.d.,n.d.,n.d.,        11,       84.6
Région,RSS997,Total Québec jumelés,    884008,    542887,       61.4,    169040,       19.1,    172081,       19.5,     14073,       365,        2.6,       731,        5.2,     12977,       92.2
Groupe d'âge,0_9,Moins de 10 ans,     77716,     65996,       84.9,      9393,       12.1,      2327,        3.0,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,10_19,10-19 ans,    105320,     87490,       83.1,     14713,       14.0,      3117,        3.0,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,20_29,20-29 ans,    143537,    114556,       79.8,     21312,       14.8,      7669,        5.3,        11,n.d.,n.d.,n.d.,n.d.,         7,       63.6
Groupe d'âge,30_39,30-39 ans,    143769,     98946,       68.8,     30443,       21.2,     14380,       10.0,        31,n.d.,n.d.,n.d.,n.d.,        25,       80.6
Groupe d'âge,40_49,40-49 ans,    142164,     89570,       63.0,     33698,       23.7,     18896,       13.3,        82,        19,       23.2,        15,       18.3,        48,       58.5
Groupe d'âge,50_59,50-59 ans,    111460,     57189,       51.3,     30182,       27.1,     24089,       21.6,       327,        36,       11.0,        33,       10.1,       258,       78.9
Groupe d'âge,60_69,60-69 ans,     64200,     22236,       34.6,     17334,       27.0,     24630,       38.4,       984,        65,        6.6,        85,        8.6,       834,       84.8
Groupe d'âge,70_79,70-79 ans,     38198,      4866,       12.7,      6918,       18.1,     26414,       69.2,      2868,        70,        2.4,       182,        6.3,      2616,       91.2
Groupe d'âge,80_89,80-89 ans,     36791,      1467,        4.0,      3534,        9.6,     31790,       86.4,      5413,        84,        1.6,       241,        4.5,      5088,       94.0
Groupe d'âge,90_,90 ans et plus,     20853,       571,        2.7,      1513,        7.3,     18769,       90.0,      4354,        83,        1.9,       172,        4.0,      4099,       94.1
